SHORT syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
2264	GO:BP	GO:0061311	cell surface receptor signaling pathway involved in heart development	0.0300968316964699	True	"""The series of molecular signals initiated by a ligand the binding to its receptor on the surface of a cell, which contributes to the progression of the heart over time."" [GOC:dph, GOC:mtg_heart, GOC:signaling]"	31	99	2	17376	0.0202020202020202	0.064516129032258	query_1	['GO:0007166', 'GO:0007507']	['CTNNB1', 'TGFB1']
2265	GO:BP	GO:0070528	protein kinase C signaling	0.0300968316964699	True	"""A series of reactions, mediated by the intracellular serine/threonine kinase protein kinase C, which occurs as a result of a single trigger reaction or compound."" [GOC:BHF, GOC:mah]"	31	99	2	17376	0.0202020202020202	0.064516129032258	query_1	['GO:0035556']	['VEGFA', 'PRKCZ']
2266	REAC	REAC:R-HSA-3315487	SMAD2/3 MH2 Domain Mutants in Cancer	0.030199247772083	True	SMAD2/3 MH2 Domain Mutants in Cancer	3	99	1	17376	0.0101010101010101	0.3333333333333333	query_1	['REAC:R-HSA-3304349']	['SMAD3']
2267	REAC	REAC:R-HSA-3304347	Loss of Function of SMAD4 in Cancer	0.030199247772083	True	Loss of Function of SMAD4 in Cancer	3	99	1	17376	0.0101010101010101	0.3333333333333333	query_1	['REAC:R-HSA-3304351']	['SMAD3']
2268	REAC	REAC:R-HSA-3311021	SMAD4 MH2 Domain Mutants in Cancer	0.030199247772083	True	SMAD4 MH2 Domain Mutants in Cancer	3	99	1	17376	0.0101010101010101	0.3333333333333333	query_1	['REAC:R-HSA-3304347']	['SMAD3']
2269	REAC	REAC:R-HSA-9034793	Activated NTRK3 signals through PLCG1	0.030199247772083	True	Activated NTRK3 signals through PLCG1	3	99	1	17376	0.0101010101010101	0.3333333333333333	query_1	['REAC:R-HSA-9034015']	['PLCG1']
2270	REAC	REAC:R-HSA-167021	PLC-gamma1 signalling	0.030199247772083	True	PLC-gamma1 signalling	3	99	1	17376	0.0101010101010101	0.3333333333333333	query_1	['REAC:R-HSA-187037']	['PLCG1']
2271	GO:BP	GO:0050804	modulation of chemical synaptic transmission	0.0305653789676027	True	"""Any process that modulates the frequency or amplitude of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse. Amplitude, in this case, refers to the change in postsynaptic membrane potential due to a single instance of synaptic transmission."" [GOC:ai]"	445	99	7	17376	0.0707070707070707	0.0157303370786516	query_1	['GO:0007268', 'GO:0099177']	['ITGB1', 'SRC', 'SQSTM1', 'FYN', 'PLCG1', 'PTK2B', 'PRKCZ']
2272	GO:BP	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	0.0307781704823486	True	"""Any process that modulates I-kappaB kinase/NF-kappaB signaling."" [GOC:jl, PMID:12773372]"	248	99	5	17376	0.0505050505050505	0.0201612903225806	query_1	['GO:0007249', 'GO:1902531']	['PLCG2', 'CTNNB1', 'SQSTM1', 'FYN', 'TRAF6']
2273	GO:BP	GO:0099177	regulation of trans-synaptic signaling	0.0308592585541913	True	"""Any process that modulates the frequency, rate or extent of trans-synaptic signaling."" [GOC:dos]"	446	99	7	17376	0.0707070707070707	0.0156950672645739	query_1	['GO:0010646', 'GO:0023051', 'GO:0099537']	['ITGB1', 'SRC', 'SQSTM1', 'FYN', 'PLCG1', 'PTK2B', 'PRKCZ']
2274	GO:BP	GO:0072594	establishment of protein localization to organelle	0.0308592585541913	True	"""The directed movement of a protein to a specific location on or in an organelle. Encompasses establishment of localization in the membrane or lumen of a membrane-bounded organelle."" [GOC:mah]"	446	99	7	17376	0.0707070707070707	0.0156950672645739	query_1	['GO:0033365', 'GO:0045184']	['PIK3R2', 'PIK3R1', 'SQSTM1', 'TGFB1', 'SYK', 'SMURF1', 'SMAD3']
2275	GO:BP	GO:0046620	regulation of organ growth	0.0309926366635142	True	"""Any process that modulates the frequency, rate or extent of growth of an organ of an organism."" [GOC:bf, GOC:tb]"	88	99	3	17376	0.0303030303030303	0.034090909090909	query_1	['GO:0035265', 'GO:0048638', 'GO:0051239']	['FGFR2', 'TGFBR2', 'TGFBR1']
2276	GO:BP	GO:0030901	midbrain development	0.0309926366635142	True	"""The process whose specific outcome is the progression of the midbrain over time, from its formation to the mature structure. The midbrain is the middle division of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes a ventral part containing the cerebral peduncles and a dorsal tectum containing the corpora quadrigemina and that surrounds the aqueduct of Sylvius connecting the third and fourth ventricles)."" [http://www2.merriam-webster.com/cgi-bin/mwmednlm?book=Medical&va=midbrain]"	88	99	3	17376	0.0303030303030303	0.034090909090909	query_1	['GO:0007420', 'GO:0048856']	['FGFR2', 'CTNNB1', 'SOS1']
2277	GO:BP	GO:2000117	negative regulation of cysteine-type endopeptidase activity	0.0309926366635142	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cysteine-type endopeptidase activity."" [GOC:obol, GOC:yaf]"	88	99	3	17376	0.0303030303030303	0.034090909090909	query_1	['GO:0010951', 'GO:2000116']	['SRC', 'HGF', 'VEGFA']
2278	GO:BP	GO:0001892	embryonic placenta development	0.0309926366635142	True	"""The embryonically driven process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin."" [GOC:add, ISBN:068340007X]"	88	99	3	17376	0.0303030303030303	0.034090909090909	query_1	['GO:0001701', 'GO:0001890', 'GO:0048568']	['FGFR2', 'GRB2', 'EGFR']
2279	GO:BP	GO:0098655	monoatomic cation transmembrane transport	0.0313296035480909	True	"""The process in which a monoatomic cation is transported across a membrane. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:dos, GOC:vw]"	786	99	10	17376	0.101010101010101	0.0127226463104325	query_1	['GO:0006812', 'GO:0034220']	['ITGB1', 'ITGAV', 'ITGB3', 'PLCG2', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'LCK']
2280	GO:BP	GO:0034250	positive regulation of amide metabolic process	0.0314607257887619	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving amides."" [GOC:mah]"	163	99	4	17376	0.0404040404040404	0.0245398773006134	query_1	['GO:0034248', 'GO:0043603', 'GO:0051173']	['NCK1', 'ERBB2', 'PTK2B', 'NCK2']
2281	GO:BP	GO:0019941	modification-dependent protein catabolic process	0.031590348356132	True	"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent modification of the target protein."" [GOC:go_curators]"	670	99	9	17376	0.0909090909090909	0.0134328358208955	query_1	['GO:0043632', 'GO:0051603']	['SMURF2', 'SMAD7', 'CTNNB1', 'USP4', 'SQSTM1', 'SMURF1', 'PTK2B', 'PTK2', 'CBL']
2282	GO:BP	GO:0003018	vascular process in circulatory system	0.031590348356132	True	"""A circulatory process that occurs at the level of the vasculature."" [GOC:mtg_cardio]"	250	99	5	17376	0.0505050505050505	0.02	query_1	['GO:0003013']	['SRC', 'DOCK4', 'VEGFA', 'SH3GL2', 'DOCK5']
2283	REAC	REAC:R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	0.0316256514926002	True	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	36	99	2	17376	0.0202020202020202	0.0555555555555555	query_1	['REAC:R-HSA-2173793']	['SMAD7', 'SMAD3']
2284	GO:BP	GO:0071402	cellular response to lipoprotein particle stimulus	0.0316283089604926	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipoprotein particle stimulus."" [GOC:mah]"	32	99	2	17376	0.0202020202020202	0.0625	query_1	['GO:0051716']	['ITGB1', 'SYK']
2285	GO:BP	GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	0.0316283089604926	True	"""Any process that activates or increases the frequency, rate or extent of CDK activity."" [GOC:go_curators, GOC:pr]"	32	99	2	17376	0.0202020202020202	0.0625	query_1	['GO:0000079', 'GO:0045787', 'GO:0071902', 'GO:1904031']	['SRC', 'EGFR']
2286	GO:BP	GO:0002063	chondrocyte development	0.0316283089604926	True	"""The process whose specific outcome is the progression of a chondrocyte over time, from its commitment to its mature state. Chondrocyte development does not include the steps involved in committing a chondroblast to a chondrocyte fate."" [GOC:dph]"	32	99	2	17376	0.0202020202020202	0.0625	query_1	['GO:0002062', 'GO:0048468']	['SMAD7', 'TGFBR2']
2287	GO:BP	GO:0002719	negative regulation of cytokine production involved in immune response	0.0316283089604926	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of cytokine production contributing to an immune response."" [GOC:add]"	32	99	2	17376	0.0202020202020202	0.0625	query_1	['GO:0001818', 'GO:0002367', 'GO:0002701', 'GO:0002718']	['SMAD7', 'TGFB3']
2288	GO:BP	GO:1901031	regulation of response to reactive oxygen species	0.0316283089604926	True	"""Any process that modulates the frequency, rate or extent of response to reactive oxygen species."" [GOC:kmv, GOC:TermGenie]"	32	99	2	17376	0.0202020202020202	0.0625	query_1	['GO:0000302', 'GO:1902882']	['MET', 'HGF']
2289	GO:BP	GO:0061384	heart trabecula morphogenesis	0.0316283089604926	True	"""The process of shaping a trabecula in the heart. A trabecula is a small, often microscopic, tissue element in the form of a small beam, strut or rod, which generally has a mechanical function. Trabecula are usually but not necessarily, composed of dense collagenous tissue."" [GOC:dph]"	32	99	2	17376	0.0202020202020202	0.0625	query_1	['GO:0061383']	['SOS1', 'TGFBR1']
2290	GO:BP	GO:0090183	regulation of kidney development	0.0316283089604926	True	"""Any process that modulates the rate, frequency or extent of kidney development. Kidney development is the process whose specific outcome is the progression of the kidney over time, from its formation to the mature structure. The kidney is an organ that filters the blood and excretes the end products of body metabolism in the form of urine."" [GOC:dph, GOC:tb, GOC:yaf]"	32	99	2	17376	0.0202020202020202	0.0625	query_1	['GO:0001822', 'GO:0050793']	['TGFB1', 'VEGFA']
2291	GO:BP	GO:0090312	positive regulation of protein deacetylation	0.0316283089604926	True	"""Any process that increases the rate, frequency, or extent of protein deacetylation, the removal of an acetyl group from a protein amino acid. An acetyl group is CH3CO-, derived from acetic [ethanoic] acid."" [GOC:ecd, PMID:20027304]"	32	99	2	17376	0.0202020202020202	0.0625	query_1	['GO:0006476', 'GO:0031401', 'GO:0090311']	['TGFB1', 'VEGFA']
2292	GO:BP	GO:0046907	intracellular transport	0.0316444949346813	True	"""The directed movement of substances within a cell."" [GOC:ai]"	1553	99	16	17376	0.1616161616161616	0.0103026400515132	query_1	['GO:0006810', 'GO:0051641', 'GO:0051649']	['PIK3R2', 'SRC', 'PIK3R1', 'WASL', 'SQSTM1', 'FYN', 'PRKCI', 'WAS', 'PARD3', 'TGFB1', 'SYK', 'SMURF1', 'ERBB2', 'PRKCZ', 'SMAD3', 'PTPN11']
2293	GO:BP	GO:0060996	dendritic spine development	0.0316766778714438	True	"""The process whose specific outcome is the progression of the dendritic spine over time, from its formation to the mature structure. A dendritic spine is a protrusion from a dendrite and a specialized subcellular compartment involved in synaptic transmission."" [GOC:dph]"	89	99	3	17376	0.0303030303030303	0.0337078651685393	query_1	['GO:0016358', 'GO:0048856']	['WASL', 'DIP2A', 'NCK2']
2294	GO:BP	GO:0043367	CD4-positive, alpha-beta T cell differentiation	0.0316766778714438	True	"""The process in which a relatively unspecialized T cell acquires specialized features of a mature CD4-positive, alpha-beta T cell."" [CL:0000624, ISBN:0781735149]"	89	99	3	17376	0.0303030303030303	0.0337078651685393	query_1	['GO:0035710', 'GO:0046632']	['SMAD7', 'SHB', 'PRKCZ']
2295	REAC	REAC:R-HSA-5607764	CLEC7A (Dectin-1) signaling	0.0317665992237729	True	CLEC7A (Dectin-1) signaling	97	99	3	17376	0.0303030303030303	0.0309278350515463	query_1	['REAC:R-HSA-5621481']	['PLCG2', 'SYK', 'TRAF6']
2296	GO:BP	GO:0043409	negative regulation of MAPK cascade	0.0318592943420178	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction mediated by the MAPKKK cascade."" [GOC:go_curators]"	164	99	4	17376	0.0404040404040404	0.024390243902439	query_1	['GO:0000165', 'GO:0043408', 'GO:1902532']	['RAPGEF1', 'PIK3CB', 'PIK3R2', 'LYN']
2297	GO:BP	GO:0061024	membrane organization	0.032333272857135	True	"""A process which results in the assembly, arrangement of constituent parts, or disassembly of a membrane. A membrane is a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins."" [GOC:dph, GOC:tb]"	791	99	10	17376	0.101010101010101	0.0126422250316055	query_1	['GO:0016043']	['DOCK1', 'PLCG2', 'WASL', 'PRKCI', 'EGFR', 'FCGR1A', 'SMURF1', 'CRKL', 'DOCK2', 'ELMO1']
2298	GO:BP	GO:0071706	tumor necrosis factor superfamily cytokine production	0.0324572632602304	True	"""The appearance of any member of the TNF superfamily due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add]"	165	99	4	17376	0.0404040404040404	0.0242424242424242	query_1	['GO:0001816']	['PIK3R1', 'PLCG2', 'SYK', 'PTPN11']
2299	GO:BP	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	0.0324572632602304	True	"""Any process that modulates the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]"	165	99	4	17376	0.0404040404040404	0.0242424242424242	query_1	['GO:0001817', 'GO:0071706']	['PIK3R1', 'PLCG2', 'SYK', 'PTPN11']
2300	GO:BP	GO:0106027	neuron projection organization	0.0325092550052704	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a neuron, e.g. an axon, or a dendrite."" [GOC:aruk, GOC:bc, PMID:11585923]"	90	99	3	17376	0.0303030303030303	0.0333333333333333	query_1	['GO:0120036']	['WASL', 'FYN', 'DIP2A']
2301	GO:BP	GO:0072080	nephron tubule development	0.0325092550052704	True	"""The progression of a nephron tubule over time, from its initial formation to the mature structure. A nephron tubule is an epithelial tube that is part of the nephron, the functional part of the kidney."" [GOC:mtg_kidney_jan10]"	90	99	3	17376	0.0303030303030303	0.0333333333333333	query_1	['GO:0061326', 'GO:0072009']	['CTNNB1', 'TGFB1', 'VEGFA']
2302	GO:BP	GO:0060993	kidney morphogenesis	0.0325092550052704	True	"""Morphogenesis of a kidney. A kidney is an organ that filters the blood and excretes the end products of body metabolism in the form of urine."" [GOC:dph, GOC:mtg_kidney_jan10]"	90	99	3	17376	0.0303030303030303	0.0333333333333333	query_1	['GO:0001822', 'GO:0009887']	['CTNNB1', 'TGFB1', 'VEGFA']
2303	GO:BP	GO:0046903	secretion	0.0327131792636002	True	"""The controlled release of a substance by a cell or a tissue."" [GOC:ai]"	914	99	11	17376	0.1111111111111111	0.012035010940919	query_1	['GO:0006810']	['SPP1', 'TGFB3', 'PIK3CD', 'PARD6A', 'PRKCI', 'LAT', 'LYN', 'SYK', 'VEGFA', 'PTPN11', 'CBL']
2304	REAC	REAC:R-HSA-9013407	RHOH GTPase cycle	0.0330238830241743	True	RHOH GTPase cycle	37	99	2	17376	0.0202020202020202	0.054054054054054	query_1	['REAC:R-HSA-9012999']	['ZAP70', 'LCK']
2305	REAC	REAC:R-HSA-111465	Apoptotic cleavage of cellular proteins	0.0330238830241743	True	Apoptotic cleavage of cellular proteins	37	99	2	17376	0.0202020202020202	0.054054054054054	query_1	['REAC:R-HSA-75153']	['CTNNB1', 'PTK2']
2306	GO:BP	GO:0032633	interleukin-4 production	0.0331200557978109	True	"""The appearance of interleukin-4 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	33	99	2	17376	0.0202020202020202	0.0606060606060606	query_1	['GO:0001816']	['SYK', 'PRKCZ']
2307	GO:BP	GO:1902235	regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	0.0331200557978109	True	"""Any process that modulates the frequency, rate or extent of an endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway."" [GOC:BHF, GOC:mtg_apoptosis, GOC:rl, GOC:TermGenie, PMID:20160352]"	33	99	2	17376	0.0202020202020202	0.0606060606060606	query_1	['GO:0070059', 'GO:1905897', 'GO:2001242']	['NCK1', 'NCK2']
2308	GO:BP	GO:0060251	regulation of glial cell proliferation	0.0331200557978109	True	"""Any process that modulates the frequency, rate or extent of glial cell proliferation."" [GOC:dph, GOC:tb]"	33	99	2	17376	0.0202020202020202	0.0606060606060606	query_1	['GO:0014009', 'GO:0042127']	['PRKCI', 'LYN']
2309	GO:BP	GO:0060317	cardiac epithelial to mesenchymal transition	0.0331200557978109	True	"""A transition where a cardiac epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell."" [GOC:BHF, GOC:dph, PMID:16314491, PMID:1996351]"	33	99	2	17376	0.0202020202020202	0.0606060606060606	query_1	['GO:0001837', 'GO:0003007']	['TGFBR2', 'TGFBR1']
2310	GO:BP	GO:0032673	regulation of interleukin-4 production	0.0331200557978109	True	"""Any process that modulates the frequency, rate, or extent of interleukin-4 production."" [GOC:mah, PMID:29778524]"	33	99	2	17376	0.0202020202020202	0.0606060606060606	query_1	['GO:0001817', 'GO:0032633']	['SYK', 'PRKCZ']
2311	GO:BP	GO:0001953	negative regulation of cell-matrix adhesion	0.0331200557978109	True	"""Any process that stops, prevents, or reduces the rate or extent of cell adhesion to the extracellular matrix."" [GOC:hjd]"	33	99	2	17376	0.0202020202020202	0.0606060606060606	query_1	['GO:0001952', 'GO:0007160', 'GO:0010812']	['SRC', 'PIK3R1']
2312	GO:BP	GO:0098810	neurotransmitter reuptake	0.0331200557978109	True	"""The directed movement of neurotransmitter molecules from the extrasynaptic space into the presynaptic cytosol."" [GOC:dos]"	33	99	2	17376	0.0202020202020202	0.0606060606060606	query_1	['GO:0001504', 'GO:0051649']	['ITGB1', 'ITGB3']
2313	GO:BP	GO:0048730	epidermis morphogenesis	0.0331200557978109	True	"""The process in which the anatomical structures of the epidermis are generated and organized. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species."" [GOC:jid, UBERON:0001003]"	33	99	2	17376	0.0202020202020202	0.0606060606060606	query_1	['GO:0002009', 'GO:0008544']	['FGFR2', 'CTNNB1']
2314	GO:BP	GO:0061036	positive regulation of cartilage development	0.0331200557978109	True	"""Any process that increases the rate, frequency, or extent of cartilage development, the process whose specific outcome is the progression of the cartilage over time, from its formation to the mature structure. Cartilage is a connective tissue dominated by extracellular matrix containing collagen type II and large amounts of proteoglycan, particularly chondroitin sulfate."" [GOC:dph]"	33	99	2	17376	0.0202020202020202	0.0606060606060606	query_1	['GO:0051094', 'GO:0051216', 'GO:0051240', 'GO:0061035']	['SMAD7', 'SMAD3']
2315	GO:BP	GO:0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation	0.0331200557978109	True	"""Any process that activates or increases the frequency, rate or extent of CD4-positive, alpha-beta T cell differentiation."" [GOC:add, GOC:pr, ISBN:0781735149]"	33	99	2	17376	0.0202020202020202	0.0606060606060606	query_1	['GO:0043367', 'GO:0043370', 'GO:0046638', 'GO:2000516']	['SHB', 'PRKCZ']
2316	GO:BP	GO:0016567	protein ubiquitination	0.0331200557978109	True	"""The process in which one or more ubiquitin groups are added to a protein."" [GOC:ai]"	795	99	10	17376	0.101010101010101	0.0125786163522012	query_1	['GO:0032446']	['SMURF2', 'SMAD7', 'CTNNB1', 'USP4', 'SQSTM1', 'FYN', 'SMURF1', 'TRAF6', 'TGFBR1', 'CBL']
2317	GO:BP	GO:0033006	regulation of mast cell activation involved in immune response	0.0331200557978109	True	"""Any process that modulates the frequency, rate, or extent of mast cell activation as part of an immune response."" [GOC:mah]"	33	99	2	17376	0.0202020202020202	0.0606060606060606	query_1	['GO:0002279', 'GO:0002699', 'GO:0033003', 'GO:0050776']	['LYN', 'SYK']
2318	GO:CC	GO:0030659	cytoplasmic vesicle membrane	0.0332448364997857	True	"""The lipid bilayer surrounding a cytoplasmic vesicle."" [GOC:mah]"	1156	99	13	17376	0.1313131313131313	0.0112456747404844	query_1	['GO:0012506', 'GO:0031410']	['RAPGEF1', 'ITGB1', 'ITGAV', 'ITGB3', 'WASL', 'ITGA2B', 'LYN', 'EGFR', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'SH3GL2', 'TRAF6']
2319	GO:CC	GO:0044297	cell body	0.0332448364997857	True	"""The portion of a cell bearing surface projections such as axons, dendrites, cilia, or flagella that includes the nucleus, but excludes all cell projections."" [GOC:go_curators]"	556	99	8	17376	0.0808080808080808	0.014388489208633	query_1	['GO:0110165']	['SRC', 'TGFB3', 'SOS1', 'FYN', 'TGFB1', 'SMURF1', 'PTK2B', 'PRKCZ']
2320	GO:BP	GO:0002262	myeloid cell homeostasis	0.0341196837865436	True	"""The process of regulating the proliferation and elimination of myeloid cells such that the total number of myeloid cells within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [CL:0000763, GOC:add]"	168	99	4	17376	0.0404040404040404	0.0238095238095238	query_1	['GO:0002376', 'GO:0048872']	['PIK3CB', 'PIK3CD', 'LYN', 'VEGFA']
2321	GO:BP	GO:0007416	synapse assembly	0.0341196837865436	True	"""The aggregation, arrangement and bonding together of a set of components to form a synapse. This process ends when the synapse is mature (functional)."" [GOC:mah]"	168	99	4	17376	0.0404040404040404	0.0238095238095238	query_1	['GO:0007399', 'GO:0034329', 'GO:0050808']	['CRK', 'CTNNB1', 'PTK2B', 'CRKL']
2322	GO:BP	GO:1901890	positive regulation of cell junction assembly	0.0341472694928635	True	"""Any process that activates or increases the frequency, rate or extent of cell junction assembly."" [GOC:TermGenie]"	92	99	3	17376	0.0303030303030303	0.0326086956521739	query_1	['GO:0034329', 'GO:0044089', 'GO:0051130', 'GO:1901888']	['KDR', 'VEGFA', 'SMAD3']
2323	GO:BP	GO:0001738	morphogenesis of a polarized epithelium	0.0341472694928635	True	"""The morphogenetic process in which the anatomical structures of a polarized epithelium are generated and organized. A polarized epithelium is an epithelium where the epithelial sheet is oriented with respect to the planar axis."" [GOC:dph]"	92	99	3	17376	0.0303030303030303	0.0326086956521739	query_1	['GO:0002009']	['SMURF2', 'DVL2', 'SMURF1']
2324	GO:BP	GO:0043632	modification-dependent macromolecule catabolic process	0.0343808205443958	True	"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, initiated by covalent modification of the target molecule."" [GOC:jl]"	682	99	9	17376	0.0909090909090909	0.0131964809384164	query_1	['GO:0009057']	['SMURF2', 'SMAD7', 'CTNNB1', 'USP4', 'SQSTM1', 'SMURF1', 'PTK2B', 'PTK2', 'CBL']
2325	GO:BP	GO:0007568	aging	0.0347213464913187	True	"""A developmental process that is a deterioration and loss of function over time. Aging includes loss of functions such as resistance to disease, homeostasis, and fertility, as well as wear and tear. Aging includes cellular senescence, but is more inclusive. May precede death and may succeed developmental maturation (GO:0021700)."" [GOC:PO_curators]"	169	99	4	17376	0.0404040404040404	0.0236686390532544	query_1	['GO:0032502']	['TGFB3', 'TGFBR2', 'GRB2', 'TGFB1']
2326	GO:BP	GO:2000406	positive regulation of T cell migration	0.0348114898600717	True	"""Any process that activates or increases the frequency, rate or extent of T cell migration."" [GOC:mah]"	34	99	2	17376	0.0202020202020202	0.0588235294117647	query_1	['GO:0072678', 'GO:2000403', 'GO:2000404']	['ITGB3', 'DOCK8']
2327	GO:BP	GO:0061081	positive regulation of myeloid leukocyte cytokine production involved in immune response	0.0348114898600717	True	"""Any process that modulates the rate, frequency, or extent of the production of a cytokine that contributes to the immune response."" [GOC:BHF, GOC:dph]"	34	99	2	17376	0.0202020202020202	0.0588235294117647	query_1	['GO:0002720', 'GO:0061082']	['PLCG2', 'SYK']
2328	GO:BP	GO:0090077	foam cell differentiation	0.0348114898600717	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:BHF, GOC:dph, GOC:tb]"	34	99	2	17376	0.0202020202020202	0.0588235294117647	query_1	['GO:0030154']	['ITGAV', 'ITGB3']
2329	GO:BP	GO:0010742	macrophage derived foam cell differentiation	0.0348114898600717	True	"""The process in which a monocyte acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:dph, GOC:tb]"	34	99	2	17376	0.0202020202020202	0.0588235294117647	query_1	['GO:0090077']	['ITGAV', 'ITGB3']
2330	GO:BP	GO:0090505	epiboly involved in wound healing	0.0348114898600717	True	"""The expansion of one cell sheet over other cells involved in wound healing."" [GOC:dph, GOC:tb]"	34	99	2	17376	0.0202020202020202	0.0588235294117647	query_1	['GO:0042060', 'GO:0090504']	['ITGB1', 'ITGA5']
2331	GO:BP	GO:0044319	wound healing, spreading of cells	0.0348114898600717	True	"""The migration of a cell along or through a wound gap that contributes to the reestablishment of a continuous surface."" [GOC:jl]"	34	99	2	17376	0.0202020202020202	0.0588235294117647	query_1	['GO:0016477', 'GO:0090505']	['ITGB1', 'ITGA5']
2332	GO:BP	GO:0042462	eye photoreceptor cell development	0.0348114898600717	True	"""Development of a photoreceptor, a sensory cell in the eye that reacts to the presence of light. They usually contain a pigment that undergoes a chemical change when light is absorbed, thus stimulating a nerve."" [GOC:jl, ISBN:0192800981]"	34	99	2	17376	0.0202020202020202	0.0588235294117647	query_1	['GO:0001754', 'GO:0042461']	['PRKCI', 'VEGFA']
2333	GO:BP	GO:1990868	response to chemokine	0.0349121542450099	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemokine stimulus."" [PMID:11113082]"	93	99	3	17376	0.0303030303030303	0.032258064516129	query_1	['GO:0034097']	['DOCK8', 'LYN', 'PTK2B']
2334	GO:BP	GO:0070664	negative regulation of leukocyte proliferation	0.0349121542450099	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]"	93	99	3	17376	0.0303030303030303	0.032258064516129	query_1	['GO:0008285', 'GO:0070661', 'GO:0070663']	['LYN', 'TGFB1', 'ERBB2']
2335	GO:BP	GO:1990869	cellular response to chemokine	0.0349121542450099	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemokine stimulus."" [PMID:11113082]"	93	99	3	17376	0.0303030303030303	0.032258064516129	query_1	['GO:0071345', 'GO:1990868']	['DOCK8', 'LYN', 'PTK2B']
2336	REAC	REAC:R-HSA-5689603	UCH proteinases	0.0350249798892559	True	UCH proteinases	101	99	3	17376	0.0303030303030303	0.0297029702970297	query_1	['REAC:R-HSA-5688426']	['SMAD7', 'TGFBR2', 'TGFBR1']
2337	GO:BP	GO:0009617	response to bacterium	0.0350494983727286	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium."" [GOC:hb]"	685	99	9	17376	0.0909090909090909	0.0131386861313868	query_1	['GO:0051707']	['SRC', 'FGFR2', 'SHC1', 'PLCG2', 'WASL', 'LYN', 'SYK', 'FCGR1A', 'TRAF6']
2338	GO:BP	GO:2000058	regulation of ubiquitin-dependent protein catabolic process	0.0351745881392606	True	"""Any process that modulates the frequency, rate or extent of ubiquitin-dependent protein catabolic process."" [GOC:BHF]"	170	99	4	17376	0.0404040404040404	0.0235294117647058	query_1	['GO:0006511', 'GO:0009894', 'GO:1903050']	['SMAD7', 'SMURF1', 'PTK2B', 'PTK2']
