Laron syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
881	WP	WP:WP3594	Circadian rhythm genes	0.0037843848233855	True	Circadian rhythm genes	200	80	10	8133	0.125	0.05	query_1	['WP:000000']	['GSK3B', 'BTRC', 'FAS', 'SKP1', 'EP300', 'FBXW11', 'ARNT', 'AHR', 'RELB', 'CUL1']
882	GO:BP	GO:0043620	regulation of DNA-templated transcription in response to stress	0.0038912913648994	True	"""Modulation of the frequency, rate or extent of transcription from a DNA template as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:jl, GOC:txnOH]"	43	99	5	21110	0.0505050505050505	0.1162790697674418	query_1	['GO:0006355', 'GO:0033554']	['RELA', 'VHL', 'HIF1A', 'EPAS1', 'ARNT']
883	GO:BP	GO:2000058	regulation of ubiquitin-dependent protein catabolic process	0.0038918331931371	True	"""Any process that modulates the frequency, rate or extent of ubiquitin-dependent protein catabolic process."" [GOC:BHF]"	175	99	8	21110	0.0808080808080808	0.0457142857142857	query_1	['GO:0006511', 'GO:0009894', 'GO:1903050']	['GSK3B', 'HSP90AB1', 'ELOB', 'DDRGK1', 'UFL1', 'RBX1', 'VHL', 'FBXW7']
884	GO:BP	GO:0051403	stress-activated MAPK cascade	0.0039833071058752	True	"""The series of molecular signals in which a stress-activated MAP kinase cascade relays a signal; MAP kinase cascades involve at least three protein kinase activities and culminate in the phosphorylation and activation of a MAP kinase."" [GOC:ai, PMID:15936270]"	237	99	9	21110	0.0909090909090909	0.0379746835443038	query_1	['GO:0000165', 'GO:0031098']	['TRAF3', 'IKBKB', 'TNF', 'FAS', 'NFKB1', 'RIPK1', 'TRAF2', 'MAP3K7', 'TRAF6']
885	GO:MF	GO:0002020	protease binding	0.0040221853168866	True	"""Binding to a protease or a peptidase."" [GOC:hjd]"	140	99	7	20195	0.0707070707070707	0.05	query_1	['GO:0019899']	['GSK3B', 'OS9', 'TNF', 'FADD', 'CFLAR', 'MALT1', 'BCL10']
886	GO:BP	GO:0032355	response to estradiol	0.0041677724315304	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by estradiol, a C18 steroid hormone hydroxylated at C3 and C17 that acts as a potent estrogen."" [GOC:mah, ISBN:0911910123]"	123	99	7	21110	0.0707070707070707	0.056910569105691	query_1	['GO:0014070', 'GO:0033993', 'GO:1901700']	['STAT3', 'CFLAR', 'SOCS2', 'GH1', 'GHR', 'CASP8', 'STAT5B']
887	HP	HP:0012191	B-cell lymphoma	0.0042002852028858	True	A type of lymphoma that originates in B-cells.	20	58	5	4851	0.0862068965517241	0.25	query_1	['HP:0012539']	['CASP10', 'FAS', 'MALT1', 'BIRC3', 'BCL10']
888	GO:BP	GO:0034641	cellular nitrogen compound metabolic process	0.0042837230559473	True	"""The chemical reactions and pathways involving various organic and inorganic nitrogenous compounds, as carried out by individual cells."" [GOC:mah]"	8680	99	64	21110	0.6464646464646465	0.0073732718894009	query_1	['GO:0006807', 'GO:0044237']	['SNX6', 'PDK4', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'NFKBIB', 'DLST', 'TRAF3', 'STAT3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'DLAT', 'RELA', 'IKBKB', 'PDHA2', 'ELOB', 'PDHX', 'PDHB', 'DDRGK1', 'UFL1', 'RBX1', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'PDHA1', 'HIF1A', 'RIPK1', 'CFLAR', 'EPAS1', 'ELOC', 'PDK3', 'TRADD', 'FLYWCH1', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'IKBKG', 'NSUN6', 'TRAF2', 'MAP3K7', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'PDK2', 'NFKBIA', 'FBXW7', 'OGDH', 'BCL10', 'PRL', 'STAT5B']
889	HPA	HPA:0500000	soft tissue 1	0.0043137712166464	True	soft tissue 1	5354	84	60	11006	0.7142857142857143	0.0112065745237205	query_1	['HPA:0000000']	['SHARPIN', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'SNX1', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'ELOB', 'PDHX', 'OS9', 'UFL1', 'BTRC', 'DBT', 'RNF31', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'BCKDHB', 'PDHA1', 'RIPK1', 'SKP1', 'FLYWCH1', 'SOCS2', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'TAB1', 'NSUN6', 'MAP3K7', 'RELB', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'CUL5', 'NFKBIA', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'UFM1', 'BCKDHA']
890	GO:MF	GO:0070530	K63-linked polyubiquitin modification-dependent protein binding	0.0044099395036543	True	"""Binding to a protein upon poly-ubiquitination formed by linkages between lysine residues at position 63 in the target protein."" [GOC:mah, PMID:15556404, PMID:17525341]"	25	99	4	20195	0.0404040404040404	0.16	query_1	['GO:0031593']	['TAB2', 'RNF31', 'TNIP2', 'IKBKG']
891	REAC	REAC:R-HSA-9679506	SARS-CoV Infections	0.0044392505443763	True	SARS-CoV Infections	422	91	14	10790	0.1538461538461538	0.0331753554502369	query_1	['REAC:R-HSA-5663205']	['GSK3B', 'CREBBP', 'TRAF3', 'HSP90AB1', 'CHUK', 'TAB2', 'IKBKB', 'RBX1', 'VHL', 'RIPK1', 'IKBKG', 'TAB1', 'MAP3K7', 'TRAF6']
892	GO:BP	GO:0097039	protein linear polyubiquitination	0.0045014892026489	True	"""A protein ubiquitination process in which a linear polymer of ubiquitin, formed by the amino-terminal methionine (M1) of one ubiquitin molecule and by the carboxy-terminal glycine (G76) of the next, is added to a protein."" [GOC:jsg, GOC:sp, PMID:21455173, PMID:21455180, PMID:21455181]"	6	99	3	21110	0.0303030303030303	0.5	query_1	['GO:0000209']	['SHARPIN', 'RBCK1', 'RNF31']
893	GO:BP	GO:0006163	purine nucleotide metabolic process	0.0045932706879137	True	"""The chemical reactions and pathways involving a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	469	99	12	21110	0.1212121212121212	0.0255863539445629	query_1	['GO:0009117', 'GO:0072521']	['PDK4', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2', 'OGDH']
894	HPA	HPA:0320101	nasopharynx; respiratory epithelial cells[≥Low]	0.0046472012905204	True	nasopharynx; respiratory epithelial cells[≥Low]	5787	84	63	11006	0.75	0.0108864696734059	query_1	['HPA:0320000']	['SHARPIN', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'ELOB', 'PDHX', 'OS9', 'DDRGK1', 'UFL1', 'BTRC', 'RNF31', 'FADD', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'RIPK1', 'SKP1', 'TRADD', 'FLYWCH1', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'TAB1', 'RELB', 'TRAF6', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'CASP8', 'CUL1', 'UBA5', 'OGDH', 'BCL10', 'UFM1', 'STAT5B', 'BCKDHA']
895	REAC	REAC:R-HSA-8937144	Aryl hydrocarbon receptor signalling	0.0047092474831482	True	Aryl hydrocarbon receptor signalling	6	91	3	10790	0.0329670329670329	0.5	query_1	['REAC:R-HSA-211945']	['HSP90AB1', 'ARNT', 'AHR']
896	REAC	REAC:R-HSA-9013957	TLR3-mediated TICAM1-dependent programmed cell death	0.0047092474831482	True	TLR3-mediated TICAM1-dependent programmed cell death	6	91	3	10790	0.0329670329670329	0.5	query_1	['REAC:R-HSA-168164']	['FADD', 'RIPK1', 'CASP8']
897	GO:BP	GO:0007260	tyrosine phosphorylation of STAT protein	0.0047106459242276	True	"""The process of introducing a phosphate group to a tyrosine residue of a STAT (Signal Transducer and Activator of Transcription) protein."" [GOC:jl, PMID:10918594]"	80	99	6	21110	0.0606060606060606	0.075	query_1	['GO:0007259', 'GO:0018108']	['TNFRSF1A', 'TNF', 'GH2', 'GH1', 'GHR', 'CSH2']
898	GO:BP	GO:2000628	regulation of miRNA metabolic process	0.0047106459242276	True	"""Any process that modulates the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]"	80	99	6	21110	0.0606060606060606	0.075	query_1	['GO:0010586', 'GO:0051252']	['STAT3', 'RELA', 'TNF', 'NFKB1', 'HIF1A', 'PRL']
899	GO:BP	GO:0042592	homeostatic process	0.0049477923465309	True	"""Any biological process involved in the maintenance of an internal steady state."" [GOC:jl, ISBN:0395825172]"	1673	99	23	21110	0.2323232323232323	0.0137477585176329	query_1	['GO:0008150']	['PDK4', 'CDK5RAP3', 'CREBBP', 'STAT3', 'UFL1', 'METTL21C', 'TNF', 'FAS', 'FADD', 'EGLN1', 'HIF1A', 'EPAS1', 'PDK3', 'ARNT', 'TRAF6', 'DLD', 'PDK2', 'ABHD6', 'FBXW7', 'UBA5', 'BCL10', 'STAT5B', 'PRLR']
900	WP	WP:WP4876	Activation of NLRP3 inflammasome by SARS-CoV-2	0.0049653661990484	True	Activation of NLRP3 inflammasome by SARS-CoV-2	7	80	3	8133	0.0375	0.4285714285714285	query_1	['WP:000000']	['TRAF3', 'RELA', 'NFKB1']
901	GO:BP	GO:0045333	cellular respiration	0.0050612904930697	True	"""The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which either requires oxygen (aerobic respiration) or does not (anaerobic respiration)."" [GOC:das, ISBN:0140513590, ISBN:0198506732]"	244	99	9	21110	0.0909090909090909	0.0368852459016393	query_1	['GO:0015980']	['DLST', 'DLAT', 'PDHA2', 'PDHB', 'TNF', 'PDHA1', 'HIF1A', 'DLD', 'OGDH']
902	GO:MF	GO:0016301	kinase activity	0.0050872200116651	True	"""Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [ISBN:0198506732]"	795	99	15	20195	0.1515151515151515	0.0188679245283018	query_1	['GO:0016772']	['PDK4', 'MAP3K8', 'GSK3B', 'MAP3K14', 'CHUK', 'IKBKB', 'BCKDK', 'RIPK1', 'PDK3', 'PDK1', 'IKBKG', 'TAB1', 'MAP3K7', 'PDK2', 'SKP2']
903	GO:BP	GO:0031098	stress-activated protein kinase signaling cascade	0.0052341331278814	True	"""The series of molecular signals in which a stress-activated protein kinase (SAPK) cascade relays a signal."" [GOC:mah]"	245	99	9	21110	0.0909090909090909	0.036734693877551	query_1	['GO:0033554', 'GO:0035556']	['TRAF3', 'IKBKB', 'TNF', 'FAS', 'NFKB1', 'RIPK1', 'TRAF2', 'MAP3K7', 'TRAF6']
904	HPA	HPA:0380511	placenta; decidual cells[≥Low]	0.005501269244397	True	placenta; decidual cells[≥Low]	4847	84	56	11006	0.6666666666666666	0.0115535382710955	query_1	['HPA:0380000']	['PDK4', 'MAP3K8', 'GCSH', 'GSK3B', 'CREBBP', 'NFKBIE', 'MAP3K14', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'ELOB', 'PDHB', 'OS9', 'UFL1', 'BTRC', 'DBT', 'RNF31', 'FADD', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'PDHA1', 'HIF1A', 'RIPK1', 'SKP1', 'TRADD', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'TAB1', 'NSUN6', 'RELB', 'DLD', 'PDK2', 'CUL5', 'SKP2', 'CASP8', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'STAT5B', 'BCKDHA']
905	HPA	HPA:0470000	skin 2	0.0055171312019584	True	skin 2	7029	84	71	11006	0.8452380952380952	0.0101010101010101	query_1	['HPA:0000000']	['SHARPIN', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'DDRGK1', 'UFL1', 'BTRC', 'DBT', 'RNF31', 'FADD', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'HIF1A', 'RIPK1', 'SKP1', 'PDK3', 'FLYWCH1', 'SOCS2', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'TAB1', 'BIRC3', 'NSUN6', 'MAP3K7', 'RELB', 'TRAF6', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CUL1', 'CUL2', 'UBA5', 'OGDH', 'BCL10', 'UFM1', 'STAT5B', 'BCKDHA']
906	GO:MF	GO:0031593	polyubiquitin modification-dependent protein binding	0.0055635863918738	True	"""Binding to a protein upon poly-ubiquitination of the target protein."" [GOC:pg]"	56	99	5	20195	0.0505050505050505	0.0892857142857142	query_1	['GO:0140030']	['SHARPIN', 'TAB2', 'RNF31', 'TNIP2', 'IKBKG']
907	GO:BP	GO:0043405	regulation of MAP kinase activity	0.0056610901114431	True	"""Any process that modulates the frequency, rate or extent of MAP kinase activity."" [GOC:dph, GOC:go_curators]"	184	99	8	21110	0.0808080808080808	0.0434782608695652	query_1	['GO:0071900']	['CDK5RAP3', 'TNF', 'TAB1', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'TRAF6']
908	GO:BP	GO:0051345	positive regulation of hydrolase activity	0.005725419744555	True	"""Any process that activates or increases the frequency, rate or extent of hydrolase activity, the catalysis of the hydrolysis of various bonds."" [GOC:ai]"	568	99	13	21110	0.1313131313131313	0.0228873239436619	query_1	['GO:0043085', 'GO:0051336']	['EGLN3', 'GSK3B', 'STAT3', 'CASP10', 'HSP90AB1', 'DDRGK1', 'TNF', 'FAS', 'FADD', 'CFLAR', 'MALT1', 'CASP8', 'BCL10']
909	HPA	HPA:0150000	duodenum	0.0057407685020129	True	duodenum	7891	84	76	11006	0.9047619047619048	0.0096312254467114	query_1	['HPA:0000000']	['SNX6', 'SHARPIN', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'DDRGK1', 'UFL1', 'BTRC', 'DBT', 'RNF31', 'FADD', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'HIF1A', 'RIPK1', 'SKP1', 'PDK3', 'TRADD', 'FLYWCH1', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'TAB1', 'BIRC3', 'NSUN6', 'GHR', 'RELB', 'TRAF6', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'UFM1', 'STAT5B', 'BCKDHA']
910	HPA	HPA:0300000	lung	0.005918839377493	True	lung	7370	84	73	11006	0.8690476190476191	0.0099050203527815	query_1	['HPA:0000000']	['SNX6', 'SHARPIN', 'PDK4', 'MAP3K8', 'PPM1K', 'SNX1', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'DDRGK1', 'UFL1', 'BTRC', 'DBT', 'TNF', 'RNF31', 'FADD', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'HIF1A', 'RIPK1', 'SKP1', 'PDK3', 'TRADD', 'FLYWCH1', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'TAB1', 'NSUN6', 'MAP3K7', 'RELB', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'OGDH', 'UFM1', 'STAT5B', 'BCKDHA']
911	WP	WP:WP2507	Nanomaterial induced apoptosis	0.0059411528126546	True	Nanomaterial induced apoptosis	20	80	4	8133	0.05	0.2	query_1	['WP:000000']	['FAS', 'FADD', 'CFLAR', 'CASP8']
912	GO:CC	GO:0034753	nuclear aryl hydrocarbon receptor complex	0.0060078376287962	True	"""An aryl hydrocarbon receptor (AhR) complex found in the nucleus; ; consists of ligand-bound AhR and the aryl hydrocarbon receptor nuclear translocator (ARNT)."" [PMID:7598497]"	2	99	2	22122	0.0202020202020202	1.0	query_1	['GO:0034751', 'GO:0140513']	['ARNT', 'AHR']
913	GO:CC	GO:0070195	growth hormone receptor complex	0.0060078376287962	True	"""A receptor complex that consists of two identical subunits and binds growth hormone."" [GOC:BHF, GOC:mah, GOC:vk, PMID:11445442]"	2	99	2	22122	0.0202020202020202	1.0	query_1	['GO:0043235']	['GH1', 'GHR']
914	GO:CC	GO:0002096	polkadots	0.0060078376287962	True	"""A punctate, filamentous structure composed of Bcl10 that appears in the cytoplasm of T-cells shortly after T-cell receptor stimulation. Polkadots stands for Punctate Oligomeric Killing and Activating DOmains Transducing Signals."" [PMID:14724296, PMID:16495340]"	2	99	2	22122	0.0202020202020202	1.0	query_1	['GO:0005737', 'GO:0032991']	['MALT1', 'BCL10']
915	GO:MF	GO:0004709	MAP kinase kinase kinase activity	0.0060722823314681	True	"""Catalysis of the phosphorylation and activation of a MAP kinase kinase; each MAP kinase kinase can be phosphorylated by any of several MAP kinase kinase kinases."" [PMID:9561267]"	27	99	4	20195	0.0404040404040404	0.1481481481481481	query_1	['GO:0004674']	['MAP3K8', 'MAP3K14', 'RIPK1', 'MAP3K7']
916	WP	WP:WP2374	Oncostatin M signaling pathway	0.0062099261831304	True	Oncostatin M signaling pathway	65	80	6	8133	0.075	0.0923076923076923	query_1	['WP:000000']	['STAT3', 'RELA', 'NFKB1', 'HIF1A', 'NFKBIA', 'STAT5B']
917	GO:MF	GO:0097200	cysteine-type endopeptidase activity involved in execution phase of apoptosis	0.0065249805725529	True	"""Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile, and contributing to the execution phase of apoptosis."" [GOC:mtg_apoptosis, Wikipedia:Caspase]"	9	99	3	20195	0.0303030303030303	0.3333333333333333	query_1	['GO:0097153']	['CASP10', 'CFLAR', 'CASP8']
918	HPA	HPA:0310442	lymph node; non-germinal center cells[≥Medium]	0.0066720771532763	True	lymph node; non-germinal center cells[≥Medium]	3981	84	49	11006	0.5833333333333334	0.0123084652097462	query_1	['HPA:0310441']	['SHARPIN', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'DLST', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'DLAT', 'RELA', 'IKBKB', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'BCKDK', 'PDHA1', 'SKP1', 'TRADD', 'FLYWCH1', 'SOCS2', 'MALT1', 'NFKB2', 'ARNT', 'BIRC3', 'NSUN6', 'RELB', 'TRAF6', 'STAT5A', 'DLD', 'PDK2', 'NFKBIA', 'CASP8', 'CUL2', 'FBXW7', 'OGDH', 'BCL10', 'UFM1', 'STAT5B', 'BCKDHA']
919	GO:BP	GO:0016236	macroautophagy	0.0066836711166157	True	"""The major inducible pathway for the general turnover of cytoplasmic constituents in eukaryotic cells, it is also responsible for the degradation of active cytoplasmic enzymes and organelles during nutrient starvation. Macroautophagy involves the formation of double-membrane-bounded autophagosomes which enclose the cytoplasmic constituent targeted for degradation in a membrane-bounded structure. Autophagosomes then fuse with a lysosome (or vacuole) releasing single-membrane-bounded autophagic bodies that are then degraded within the lysosome (or vacuole). Some types of macroautophagy, e.g. pexophagy, mitophagy, involve selective targeting of the targets to be degraded."" [PMID:11099404, PMID:12914914, PMID:15798367, PMID:16973210, PMID:20159618, PMID:9412464]"	324	99	10	21110	0.101010101010101	0.0308641975308641	query_1	['GO:0006914']	['SNX6', 'DDRGK1', 'UFL1', 'RNF31', 'VHL', 'HIF1A', 'IKBKG', 'MAP3K7', 'UBA5', 'UFM1']
920	GO:BP	GO:0032677	regulation of interleukin-8 production	0.0067278435729216	True	"""Any process that modulates the frequency, rate, or extent of interleukin-8 production."" [GOC:mah]"	85	99	6	21110	0.0606060606060606	0.0705882352941176	query_1	['GO:0001817', 'GO:0032637']	['STAT3', 'RELA', 'TNF', 'FADD', 'RIPK1', 'BCL10']
921	GO:BP	GO:0002709	regulation of T cell mediated immunity	0.0067278435729216	True	"""Any process that modulates the frequency, rate, or extent of T cell mediated immunity."" [GOC:add]"	85	99	6	21110	0.0606060606060606	0.0705882352941176	query_1	['GO:0002456', 'GO:0002706', 'GO:0002822']	['FADD', 'MALT1', 'AHR', 'TRAF2', 'MAP3K7', 'TRAF6']
922	GO:BP	GO:0032637	interleukin-8 production	0.0067278435729216	True	"""The appearance of interleukin-8 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	85	99	6	21110	0.0606060606060606	0.0705882352941176	query_1	['GO:0001816']	['STAT3', 'RELA', 'TNF', 'FADD', 'RIPK1', 'BCL10']
923	WP	WP:WP5124	Alzheimer's disease	0.0068092881207155	True	Alzheimer's disease	260	80	11	8133	0.1375	0.0423076923076923	query_1	['WP:000000']	['GSK3B', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'TNF', 'FAS', 'FADD', 'NFKB1', 'TRAF2', 'CASP8']
924	GO:BP	GO:0009615	response to virus	0.0068143009212901	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a virus."" [GOC:hb]"	403	99	11	21110	0.1111111111111111	0.0272952853598014	query_1	['GO:0051707']	['MAP3K14', 'TRAF3', 'CHUK', 'RELA', 'IKBKB', 'TNF', 'FADD', 'NFKB1', 'HIF1A', 'IKBKG', 'SKP2']
925	HPA	HPA:0030051	appendix; glandular cells[≥Low]	0.0068433288695893	True	appendix; glandular cells[≥Low]	6741	84	69	11006	0.8214285714285714	0.0102358700489541	query_1	['HPA:0030000']	['SNX6', 'SHARPIN', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'SNX1', 'GSK3B', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'STAT3', 'CASP10', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'DDRGK1', 'UFL1', 'BTRC', 'DBT', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'HIF1A', 'RIPK1', 'PDK3', 'TRADD', 'FLYWCH1', 'SOCS2', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'TAB1', 'NSUN6', 'MAP3K7', 'RELB', 'TRAF6', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'UFM1', 'STAT5B', 'BCKDHA']
926	KEGG	KEGG:04310	Wnt signaling pathway	0.0069729374033152	True	Wnt signaling pathway	170	88	9	8161	0.1022727272727272	0.0529411764705882	query_1	['KEGG:00000']	['GSK3B', 'CREBBP', 'RBX1', 'BTRC', 'SKP1', 'EP300', 'FBXW11', 'MAP3K7', 'CUL1']
927	REAC	REAC:R-HSA-5689896	Ovarian tumor domain proteases	0.0072466077109968	True	Ovarian tumor domain proteases	39	91	5	10790	0.0549450549450549	0.1282051282051282	query_1	['REAC:R-HSA-5688426']	['TRAF3', 'TNIP2', 'RIPK1', 'IKBKG', 'TRAF6']
928	HPA	HPA:0350000	pancreas	0.0073131171605796	True	pancreas	7400	84	73	11006	0.8690476190476191	0.0098648648648648	query_1	['HPA:0000000']	['SHARPIN', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'DDRGK1', 'UFL1', 'BTRC', 'DBT', 'RNF31', 'FADD', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'HIF1A', 'RIPK1', 'SKP1', 'PDK3', 'TRADD', 'FLYWCH1', 'SOCS2', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'TAB1', 'BIRC3', 'NSUN6', 'MAP3K7', 'GHR', 'RELB', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'UFM1', 'BCKDHA']
929	HPA	HPA:0290000	liver	0.0073399106883792	True	liver	6292	84	66	11006	0.7857142857142857	0.0104895104895104	query_1	['HPA:0000000']	['SHARPIN', 'PDK4', 'MAP3K8', 'GCSH', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'DLST', 'MAP3K14', 'STAT3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'ELOB', 'PDHX', 'OS9', 'DDRGK1', 'UFL1', 'BTRC', 'DBT', 'RNF31', 'FADD', 'SIL1', 'TNIP2', 'EGLN1', 'BCKDK', 'BCKDHB', 'PDHA1', 'RIPK1', 'SKP1', 'PDK3', 'TRADD', 'FLYWCH1', 'SOCS2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'TAB1', 'BIRC3', 'NSUN6', 'MAP3K7', 'GHR', 'RELB', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'UFM1', 'STAT5B', 'BCKDHA']
