Waardenburg syndrome type 2	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1612	GO:BP	GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	0.0431208543802994	True	"""The series of molecular signals in which a signal is conveyed from the cell surface to trigger the apoptotic death of a cell. The pathway starts with a ligand binding to a death domain receptor on the cell surface, and ends when the execution phase of apoptosis is triggered."" [GOC:mah, GOC:mtg_apoptosis]"	82	106	3	15719	0.0283018867924528	0.0365853658536585	query_1	['GO:0097191']	['PIK3R1', 'HGF', 'THBS1']
1613	GO:BP	GO:0060419	heart growth	0.0431208543802994	True	"""The increase in size or mass of the heart."" [GOC:dph, GOC:tb]"	82	106	3	15719	0.0283018867924528	0.0365853658536585	query_1	['GO:0007507', 'GO:0035265']	['TGFBR2', 'EDN1', 'TGFBR1']
1614	GO:BP	GO:0043270	positive regulation of monoatomic ion transport	0.0435272840672165	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]"	225	106	5	15719	0.0471698113207547	0.0222222222222222	query_1	['GO:0006811', 'GO:0043269', 'GO:0051050']	['EDNRA', 'PLCG2', 'EDN3', 'PLCG1', 'EDN1']
1615	GO:BP	GO:0030111	regulation of Wnt signaling pathway	0.0436652837154548	True	"""Any process that modulates the frequency, rate or extent of the activity of the Wnt signal transduction pathway."" [GOC:dph, GOC:mah, GOC:tb]"	309	106	6	15719	0.0566037735849056	0.0194174757281553	query_1	['GO:0009966', 'GO:0016055']	['RAPGEF1', 'SRC', 'SNAI2', 'SOX10', 'EGFR', 'ITGA3']
1616	GO:BP	GO:0001933	negative regulation of protein phosphorylation	0.0436652837154548	True	"""Any process that stops, prevents or reduces the rate of addition of phosphate groups to amino acids within a protein."" [GOC:hjd]"	309	106	6	15719	0.0566037735849056	0.0194174757281553	query_1	['GO:0001932', 'GO:0006468', 'GO:0031400', 'GO:0042326']	['HGF', 'LYN', 'PLK1', 'SH3GL2', 'CRKL', 'CBL']
1617	GO:BP	GO:0030902	hindbrain development	0.0437846529403911	True	"""The process whose specific outcome is the progression of the hindbrain over time, from its formation to the mature structure. The hindbrain is the posterior of the three primary divisions of the developing chordate brain, or the corresponding part of the adult brain (in vertebrates, includes the cerebellum, pons, and medulla oblongata and controls the autonomic functions and equilibrium)."" [http://www2.merriam-webster.com/cgi-bin/mwmednlm?book=Medical&va=hindbrain]"	149	106	4	15719	0.0377358490566037	0.0268456375838926	query_1	['GO:0007420', 'GO:0048856']	['ITGB1', 'CRK', 'CRKL', 'PTPN11']
1620	GO:BP	GO:0097421	liver regeneration	0.0438883198912766	True	"""The regrowth of lost or destroyed liver."" [GOC:gap, PMID:19447520]"	31	106	2	15719	0.0188679245283018	0.064516129032258	query_1	['GO:0001889', 'GO:0031100']	['TGFB1', 'VTN']
1621	GO:BP	GO:1901185	negative regulation of ERBB signaling pathway	0.0438883198912766	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of ERBB signaling pathway."" [GOC:BHF, GOC:TermGenie]"	31	106	2	15719	0.0188679245283018	0.064516129032258	query_1	['GO:0009968', 'GO:0038127', 'GO:1901184']	['EGFR', 'CBL']
1622	GO:BP	GO:1900225	regulation of NLRP3 inflammasome complex assembly	0.0438883198912766	True	"""Any process that modulates the frequency, rate or extent of NLRP3 inflammasome complex assembly."" [GOC:TermGenie]"	31	106	2	15719	0.0188679245283018	0.064516129032258	query_1	['GO:0043254', 'GO:0044546']	['PLCG2', 'NEK7']
1623	GO:BP	GO:0033032	regulation of myeloid cell apoptotic process	0.0438883198912766	True	"""Any process that modulates the frequency, rate, or extent of myeloid cell apoptotic process."" [GOC:add, GOC:mtg_apoptosis]"	31	106	2	15719	0.0188679245283018	0.064516129032258	query_1	['GO:0033028', 'GO:0042981']	['KITLG', 'SNAI2']
1624	GO:BP	GO:0042044	fluid transport	0.0438883198912766	True	"""The directed movement of substances that are in liquid form in normal living conditions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	31	106	2	15719	0.0188679245283018	0.064516129032258	query_1	['GO:0006810']	['EDN1', 'EDNRB']
1625	GO:BP	GO:0061311	cell surface receptor signaling pathway involved in heart development	0.0438883198912766	True	"""The series of molecular signals initiated by a ligand the binding to its receptor on the surface of a cell, which contributes to the progression of the heart over time."" [GOC:dph, GOC:mtg_heart, GOC:signaling]"	31	106	2	15719	0.0188679245283018	0.064516129032258	query_1	['GO:0007166', 'GO:0007507']	['SNAI2', 'TGFB1']
1626	GO:BP	GO:0002313	mature B cell differentiation involved in immune response	0.0438883198912766	True	"""The process in which a naive B cell acquires the specialized features of a mature or memory B cell during an immune response."" [GOC:jal]"	31	106	2	15719	0.0188679245283018	0.064516129032258	query_1	['GO:0002312', 'GO:0002335']	['PLCG2', 'PTK2B']
1627	GO:BP	GO:0032232	negative regulation of actin filament bundle assembly	0.0438883198912766	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the assembly of actin filament bundles."" [GOC:mah]"	31	106	2	15719	0.0188679245283018	0.064516129032258	query_1	['GO:0032231', 'GO:0051017', 'GO:0051494', 'GO:1902904']	['MET', 'PIK3R1']
1619	GO:BP	GO:0001782	B cell homeostasis	0.0438883198912766	True	"""The process of regulating the proliferation and elimination of B cells such that the total number of B cells within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [GOC:add, ISBN:0781735149, PMID:12956429]"	31	106	2	15719	0.0188679245283018	0.064516129032258	query_1	['GO:0002260']	['SOS1', 'LYN']
1618	GO:BP	GO:0043304	regulation of mast cell degranulation	0.0438883198912766	True	"""Any process that modulates the frequency, rate, or extent of mast cell degranulation."" [ISBN:0781735149]"	31	106	2	15719	0.0188679245283018	0.064516129032258	query_1	['GO:0002886', 'GO:0033006', 'GO:0043300', 'GO:0043303']	['LYN', 'SYK']
1628	GO:BP	GO:0051303	establishment of chromosome localization	0.044113147990286	True	"""The directed movement of a chromosome to a specific location."" [GOC:ai]"	83	106	3	15719	0.0283018867924528	0.036144578313253	query_1	['GO:0050000', 'GO:0051649', 'GO:0051656']	['EML3', 'NUDC', 'EML4']
1629	GO:BP	GO:0000819	sister chromatid segregation	0.044627059510951	True	"""The cell cycle process in which sister chromatids are organized and then physically separated and apportioned to two or more sets."" [GOC:ai, GOC:elh]"	227	106	5	15719	0.0471698113207547	0.0220264317180616	query_1	['GO:0051276', 'GO:0098813']	['EML3', 'NEK6', 'PLK1', 'NUDC', 'EML4']
1630	GO:BP	GO:0019953	sexual reproduction	0.0448573896287335	True	"""A type of reproduction that combines the genetic material of two gametes (such as a sperm or egg cell or fungal spores). The gametes have an haploid genome (with a single set of chromosomes, the product of a meiotic division) and combines with one another to produce a zygote (diploid)."" [Wikipedia:Sexual_reproduction]"	1015	106	13	15719	0.1226415094339622	0.012807881773399	query_1	['GO:0000003']	['ITGB1', 'SRC', 'EDNRA', 'SOS1', 'CLGN', 'TGFB1', 'PLK1', 'JAM3', 'EDN1', 'PTK2B', 'CRKL', 'TGFBR1', 'JAM2']
152	GO:CC	GO:1990812	growth cone filopodium	0.044900420642643	True	"""A thin, stiff protrusion extended by the leading edge of an axonal or dendritic growth cone."" [PMID:25598228]"	3	106	1	16420	0.0094339622641509	0.3333333333333333	query_1	['GO:0030175', 'GO:0030426', 'GO:0043005']	['ITGA3']
151	GO:CC	GO:1990578	perinuclear endoplasmic reticulum membrane	0.044900420642643	True	"""The membrane of the perinuclear endoplasmic reticulum, which is the portion of endoplasmic reticulum, the intracellular network of tubules and cisternae, that occurs near the nucleus."" [PMID:25454947]"	3	106	1	16420	0.0094339622641509	0.3333333333333333	query_1	['GO:0031090', 'GO:0042175', 'GO:0097038']	['PIK3R1']
281	REAC	REAC:R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	0.0450045048992434	True	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	24	96	2	10022	0.0208333333333333	0.0833333333333333	query_1	['REAC:R-HSA-9009391']	['EGFR', 'PTK2']
286	REAC	REAC:R-HSA-6783589	Interleukin-6 family signaling	0.0450045048992434	True	Interleukin-6 family signaling	24	96	2	10022	0.0208333333333333	0.0833333333333333	query_1	['REAC:R-HSA-449147']	['CBL', 'PTPN11']
283	REAC	REAC:R-HSA-400685	Sema4D in semaphorin signaling	0.0450045048992434	True	Sema4D in semaphorin signaling	24	96	2	10022	0.0208333333333333	0.0833333333333333	query_1	['REAC:R-HSA-373755']	['MET', 'ERBB2']
285	REAC	REAC:R-HSA-1855204	Synthesis of IP3 and IP4 in the cytosol	0.0450045048992434	True	Synthesis of IP3 and IP4 in the cytosol	24	96	2	10022	0.0208333333333333	0.0833333333333333	query_1	['REAC:R-HSA-1483249']	['PLCG2', 'PLCG1']
282	REAC	REAC:R-HSA-389948	PD-1 signaling	0.0450045048992434	True	PD-1 signaling	24	96	2	10022	0.0208333333333333	0.0833333333333333	query_1	['REAC:R-HSA-388841']	['LCK', 'PTPN11']
284	REAC	REAC:R-HSA-2173788	Downregulation of TGF-beta receptor signaling	0.0450045048992434	True	Downregulation of TGF-beta receptor signaling	24	96	2	10022	0.0208333333333333	0.0833333333333333	query_1	['REAC:R-HSA-2173789']	['TGFBR2', 'TGFBR1']
1631	GO:BP	GO:0002088	lens development in camera-type eye	0.0454159112639925	True	"""The process whose specific outcome is the progression of the lens over time, from its formation to the mature structure. The lens is a transparent structure in the eye through which light is focused onto the retina. An example of this process is found in Mus musculus."" [GOC:dph, ISBN:0582064333]"	84	106	3	15719	0.0283018867924528	0.0357142857142857	query_1	['GO:0043010', 'GO:0048856']	['TGFBR2', 'TGFB1', 'TGFBR1']
1632	GO:BP	GO:0070098	chemokine-mediated signaling pathway	0.0454159112639925	True	"""The series of molecular signals initiated by a chemokine binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	84	106	3	15719	0.0283018867924528	0.0357142857142857	query_1	['GO:0019221', 'GO:1990869']	['LYN', 'EDN1', 'PTK2B']
1633	GO:BP	GO:0022402	cell cycle process	0.0455323121725979	True	"""The cellular process that ensures successive accurate and complete genome replication and chromosome segregation."" [GOC:isa_complete, GOC:mtg_cell_cycle]"	1241	106	15	15719	0.1415094339622641	0.0120870265914585	query_1	['GO:0007049', 'GO:0009987']	['ITGB1', 'EDNRA', 'PLCG2', 'EDN3', 'EML3', 'NEK6', 'NEK7', 'TGFB1', 'PLK1', 'EGFR', 'EML1', 'EDN1', 'NUDC', 'EML4', 'PTPN11']
1679	GO:BP	GO:0072276	metanephric glomerulus vasculature morphogenesis	0.0456329255961979	True	"""The process in which the anatomical structures of the metanephric glomerulus vasculature are generated and organized. The metanephric glomerulus vasculature is composed of the tubule structures that carry blood or lymph in the metanephric glomerulus."" [GOC:mtg_kidney_jan10]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0072103', 'GO:0072239', 'GO:0072275']	['PDGFRA']
1680	GO:BP	GO:0033025	regulation of mast cell apoptotic process	0.0456329255961979	True	"""Any process that modulates the frequency, rate, or extent of mast cell apoptotic process."" [GOC:add, GOC:mtg_apoptosis]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0002682', 'GO:0033024', 'GO:0033032', 'GO:2000106']	['KITLG']
1681	GO:BP	GO:1901379	regulation of potassium ion transmembrane transport	0.0456329255961979	True	"""Any process that modulates the frequency, rate or extent of potassium ion transmembrane transport."" [GOC:BHF, GOC:TermGenie]"	85	106	3	15719	0.0283018867924528	0.0352941176470588	query_1	['GO:0043266', 'GO:0071805', 'GO:1904062']	['KEL', 'ITGB1', 'EDN3']
1683	GO:BP	GO:0034696	response to prostaglandin F	0.0456329255961979	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a prostagladin F stimulus."" [GOC:BHF, GOC:vk]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0034694']	['EDN1']
1677	GO:BP	GO:0031635	adenylate cyclase-inhibiting opioid receptor signaling pathway	0.0456329255961979	True	"""An adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway initiated by an opioid binding to its receptor, and ending with the regulation of a downstream cellular process."" [GOC:dph, GOC:mah, GOC:signaling, GOC:tb]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0007193', 'GO:0038003']	['ITGB3']
1684	GO:BP	GO:0033024	mast cell apoptotic process	0.0456329255961979	True	"""Any apoptotic process in a mast cell, a cell that is found in almost all tissues containing numerous basophilic granules and capable of releasing large amounts of histamine and heparin upon activation."" [CL:0000097, GOC:add, GOC:mtg_apoptosis, PMID:11292031, PMID:12360215, PMID:16605130]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0033023', 'GO:0033028', 'GO:0071887']	['KITLG']
1685	GO:BP	GO:1902336	positive regulation of retinal ganglion cell axon guidance	0.0456329255961979	True	"""Any process that activates or increases the frequency, rate or extent of retinal ganglion cell axon guidance."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21658587]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0031290', 'GO:0090259', 'GO:1902669']	['VEGFA']
1686	GO:BP	GO:0060948	cardiac vascular smooth muscle cell development	0.0456329255961979	True	"""The process whose specific outcome is the progression of a cardiac vascular smooth muscle cell over time, from its formation to the mature state."" [GOC:mtg_heart]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0055006', 'GO:0060947', 'GO:0097084']	['VEGFA']
1687	GO:BP	GO:0021627	olfactory nerve morphogenesis	0.0456329255961979	True	"""The process in which the anatomical structure of the olfactory nerve is generated and organized. The olfactory nerve is a collection of sensory nerve rootlets that extend down from the olfactory bulb to the olfactory mucosa of the upper parts of the nasal cavity. This nerve conducts odor information to the brainstem."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0021553', 'GO:0021602']	['PLXNA1']
1688	GO:BP	GO:0043366	beta selection	0.0456329255961979	True	"""The process in which successful recombination of a T cell receptor beta chain into a translatable protein coding sequence leads to rescue from apoptosis and subsequent proliferation of an immature T cell."" [ISBN:0781735149, PMID:12220932]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0045058', 'GO:0046632']	['SYK']
1678	GO:BP	GO:1902951	negative regulation of dendritic spine maintenance	0.0456329255961979	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of dendritic spine maintenance."" [GO_REF:0000058, GOC:sjp, GOC:TermGenie, PMID:24328732]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0031345', 'GO:0097062', 'GO:1902950']	['FYN']
1682	GO:BP	GO:0072277	metanephric glomerular capillary formation	0.0456329255961979	True	"""The process that gives rise to a metanephric glomerular capillary. This process pertains to the initial formation of a structure from unspecified parts."" [GOC:mtg_kidney_jan10]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0072104', 'GO:0072276']	['PDGFRA']
1690	GO:BP	GO:0010814	substance P catabolic process	0.0456329255961979	True	"""The chemical reactions and pathways resulting in the breakdown of the neuropeptide substance P."" [GOC:BHF, GOC:rl]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0010813']	['ECE1']
1691	GO:BP	GO:0070101	positive regulation of chemokine-mediated signaling pathway	0.0456329255961979	True	"""Any process that increases the rate, frequency or extent of a chemokine-mediated signaling pathway."" [GOC:mah]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0001961', 'GO:0070098', 'GO:0070099']	['EDN1']
1705	GO:BP	GO:0010751	negative regulation of nitric oxide mediated signal transduction	0.0456329255961979	True	"""Any process that decreases the rate, frequency or extent of nitric oxide mediated signal transduction. Nitric oxide mediated signal transduction is The series of molecular signals mediated by the detection of nitric oxide (NO)."" [GOC:BHF, GOC:dph, GOC:tb]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0007263', 'GO:0010749', 'GO:1902532']	['THBS1']
1704	GO:BP	GO:1904235	regulation of substrate-dependent cell migration, cell attachment to substrate	0.0456329255961979	True	"""Any process that modulates the frequency, rate or extent of substrate-dependent cell migration, cell attachment to substrate."" [GO_REF:0000058, GOC:TermGenie, PMID:25834989]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0006931', 'GO:0010810', 'GO:0030334']	['FN1']
1703	GO:BP	GO:1903997	positive regulation of non-membrane spanning protein tyrosine kinase activity	0.0456329255961979	True	"""Any process that activates or increases the frequency, rate or extent of non-membrane spanning protein tyrosine kinase activity."" [GO_REF:0000059, GOC:BHF, GOC:nc, GOC:TermGenie, PMID:10518561]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0061098', 'GO:1903995']	['SRC']
1702	GO:BP	GO:0150106	regulation of protein localization to cell-cell junction	0.0456329255961979	True	"""Any process that modulates the frequency, rate or extent of protein localization to cell-cell junction."" [GOC:aruk, GOC:bc, PMID:26706435]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0032880', 'GO:0150105']	['VCL']
1701	GO:BP	GO:0086098	angiotensin-activated signaling pathway involved in heart process	0.0456329255961979	True	"""An angiotensin receptor signaling pathway which contributes to a circulatory system process carried out by the heart."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11, PMID:17376402]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0038166', 'GO:0086103']	['SRC']
1700	GO:BP	GO:0071425	hematopoietic stem cell proliferation	0.0456329255961979	True	"""The expansion of a hematopoietic stem cell population by cell division. A hematopoietic stem cell is a stem cell from which all cells of the lymphoid and myeloid lineages develop."" [CL:0000037, GOC:add, GOC:BHF, GOC:mah, GOC:rl]"	32	106	2	15719	0.0188679245283018	0.0625	query_1	['GO:0030097', 'GO:0072089']	['KITLG', 'SNAI2']
1689	GO:BP	GO:0042475	odontogenesis of dentin-containing tooth	0.0456329255961979	True	"""The process whose specific outcome is the progression of a dentin-containing tooth over time, from its formation to the mature structure. A dentin-containing tooth is a hard, bony organ borne on the jaw or other bone of a vertebrate, and is composed mainly of dentin, a dense calcified substance, covered by a layer of enamel."" [GOC:cjm, GOC:mah, GOC:mtg_sensu, PMID:10333884, PMID:15355794]"	85	106	3	15719	0.0283018867924528	0.0352941176470588	query_1	['GO:0042476']	['TGFB1', 'ITGB6', 'PDGFRA']
1699	GO:BP	GO:1904237	positive regulation of substrate-dependent cell migration, cell attachment to substrate	0.0456329255961979	True	"""Any process that activates or increases the frequency, rate or extent of substrate-dependent cell migration, cell attachment to substrate."" [GO_REF:0000058, GOC:TermGenie, PMID:25834989]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0006931', 'GO:0010811', 'GO:0030335', 'GO:1904235']	['FN1']
1697	GO:BP	GO:0060024	rhythmic synaptic transmission	0.0456329255961979	True	"""Any process involved in the generation of rhythmic, synchronous synaptic inputs in a neural circuit."" [GOC:dph]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0050804']	['EDN1']
1696	GO:BP	GO:0014043	negative regulation of neuron maturation	0.0456329255961979	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of neuron maturation."" [GOC:ef]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0014041', 'GO:0042551', 'GO:1903430']	['EDNRB']
1695	GO:BP	GO:1904693	midbrain morphogenesis	0.0456329255961979	True	"""The developmental process by which a midbrain is generated and organized."" [GO_REF:0000083, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:21347250]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0009653', 'GO:0030901', 'GO:0048854']	['SOS1']
1694	GO:BP	GO:0060603	mammary gland duct morphogenesis	0.0456329255961979	True	"""The process in which anatomical structures of the mammary ducts are generated and organized. Mammary ducts are epithelial tubes that transport milk."" [GOC:dph, PMID:17120154]"	32	106	2	15719	0.0188679245283018	0.0625	query_1	['GO:0060443', 'GO:0060562', 'GO:0061180']	['SRC', 'TGFB1']
1693	GO:BP	GO:0033624	negative regulation of integrin activation	0.0456329255961979	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of integrin activation."" [GOC:add]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0031333', 'GO:0033622', 'GO:0033623']	['JAM3']
1692	GO:BP	GO:0009826	unidimensional cell growth	0.0456329255961979	True	"""The process in which a cell irreversibly increases in size in one [spatial] dimension or along one axis, resulting in the morphogenesis of the cell."" [ISBN:0943088399]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0000902', 'GO:0016049', 'GO:0060560']	['EDN2']
1698	GO:BP	GO:0071402	cellular response to lipoprotein particle stimulus	0.0456329255961979	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipoprotein particle stimulus."" [GOC:mah]"	32	106	2	15719	0.0188679245283018	0.0625	query_1	['GO:0051716']	['ITGB1', 'SYK']
1676	GO:BP	GO:0031349	positive regulation of defense response	0.0456329255961979	True	"""Any process that activates or increases the frequency, rate or extent of a defense response."" [GOC:mah]"	404	106	7	15719	0.0660377358490566	0.0173267326732673	query_1	['GO:0006952', 'GO:0031347', 'GO:0048584']	['SRC', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK', 'FCGR1A']
1664	GO:BP	GO:0032487	regulation of Rap protein signal transduction	0.0456329255961979	True	"""Any process that modulates the frequency, rate or extent of Rap protein signal transduction."" [GOC:mah]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0032486', 'GO:0046578']	['CBL']
1674	GO:BP	GO:2000864	regulation of estradiol secretion	0.0456329255961979	True	"""Any process that modulates the frequency, rate or extent of estradiol secretion."" [GOC:sl]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0035938', 'GO:2000831']	['SPP1']
1650	GO:BP	GO:0002442	serotonin secretion involved in inflammatory response	0.0456329255961979	True	"""The regulated release of serotonin by a cell as part of an inflammatory response."" [GOC:add, ISBN:0781735149]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0001820', 'GO:0002351']	['SYK']
1649	GO:BP	GO:0002351	serotonin production involved in inflammatory response	0.0456329255961979	True	"""The synthesis or release of serotonin following a stimulus as part of an inflammatory response, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149, PMID:16730260]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0002532']	['SYK']
1648	GO:BP	GO:0051649	establishment of localization in cell	0.0456329255961979	True	"""Any process, occuring in a cell, that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos, GOC:dph, GOC:tb]"	2072	106	22	15719	0.2075471698113207	0.0106177606177606	query_1	['GO:0051234', 'GO:0051641']	['KEL', 'ITGB1', 'SRC', 'ITGB3', 'PIK3R1', 'EDN3', 'EML3', 'FYN', 'ITGA4', 'LAT', 'LYN', 'TGFB1', 'PLK1', 'SYK', 'ERBB2', 'CDH1', 'NUDC', 'EML4', 'SH3GL2', 'GPR143', 'CBL', 'PTPN11']
1647	GO:BP	GO:0001975	response to amphetamine	0.0456329255961979	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amphetamine stimulus. Amphetamines consist of a group of compounds related to alpha-methylphenethylamine."" [GOC:dph, GOC:ef]"	32	106	2	15719	0.0188679245283018	0.0625	query_1	['GO:0014075']	['EDNRA', 'EDN1']
1646	GO:BP	GO:2000588	positive regulation of platelet-derived growth factor receptor-beta signaling pathway	0.0456329255961979	True	"""Any process that activates or increases the frequency, rate or extent of platelet-derived growth factor receptor-beta signaling pathway."" [GOC:obol]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0010641', 'GO:0035791', 'GO:2000586']	['SRC']
1645	GO:BP	GO:0090312	positive regulation of protein deacetylation	0.0456329255961979	True	"""Any process that increases the rate, frequency, or extent of protein deacetylation, the removal of an acetyl group from a protein amino acid. An acetyl group is CH3CO-, derived from acetic [ethanoic] acid."" [GOC:ecd, PMID:20027304]"	32	106	2	15719	0.0188679245283018	0.0625	query_1	['GO:0006476', 'GO:0031401', 'GO:0090311']	['TGFB1', 'VEGFA']
1675	GO:BP	GO:0072275	metanephric glomerulus morphogenesis	0.0456329255961979	True	"""The process in which the anatomical structures of the metanephric glomerulus are generated and organized. The metanephric glomerulus is a capillary tuft surrounded by Bowman's capsule in nephrons of the vertebrate kidney, or metanephros."" [GOC:mtg_kidney_jan10]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0072102', 'GO:0072224']	['PDGFRA']
1643	GO:BP	GO:0001798	positive regulation of type IIa hypersensitivity	0.0456329255961979	True	"""Any process that activates or increases the frequency, rate or extent of type IIa hypersensitivity, a type of inflammatory response."" [GOC:add, ISBN:0781735149]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0001794', 'GO:0001796', 'GO:0002894']	['FCGR1A']
1642	GO:BP	GO:0003220	left ventricular cardiac muscle tissue morphogenesis	0.0456329255961979	True	"""The process in which the anatomical structures of left cardiac ventricle muscle are generated and organized."" [GOC:mtg_heart]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0003214', 'GO:0055010']	['EDNRA']
1641	GO:BP	GO:0060665	regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling	0.0456329255961979	True	"""Any process that modulates the rate, frequency, or extent of branching involved in salivary gland morphogenesis as a result of signals being generated by the mesenchyme and received and interpreted by the salivary gland epithelium."" [GOC:dph, PMID:17336109]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0060638', 'GO:0060693']	['HGF']
1640	GO:BP	GO:0003430	growth plate cartilage chondrocyte growth	0.0456329255961979	True	"""The growth of a growth plate cartilage chondrocyte, where growth contributes to the progression of the chondrocyte over time from one condition to another."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0003415', 'GO:0003431', 'GO:0060560']	['TGFBR2']
1639	GO:BP	GO:0070447	positive regulation of oligodendrocyte progenitor proliferation	0.0456329255961979	True	"""Any process that activates or increases the rate or extent of oligodendrocyte progenitor proliferation."" [GOC:mah, GOC:sl]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0014015', 'GO:0070444', 'GO:0070445', 'GO:2000179']	['LYN']
1638	GO:BP	GO:1905430	cellular response to glycine	0.0456329255961979	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glycine stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:18984164]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0071230', 'GO:1905429']	['FYN']
1637	GO:BP	GO:0006583	melanin biosynthetic process from tyrosine	0.0456329255961979	True	"""The chemical reactions and pathways resulting in the formation of melanin from other compounds, including tyrosine."" [GOC:go_curators]"	3	106	1	15719	0.0094339622641509	0.3333333333333333	query_1	['GO:0006570', 'GO:0042438']	['TYR']
