ALG8-CDG	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
589	GO:BP	GO:0006793	phosphorus metabolic process	0.0174595243950222	True	"""The chemical reactions and pathways involving the nonmetallic element phosphorus or compounds that contain phosphorus, usually in the form of a phosphate group (PO4)."" [GOC:ai]"	2636	96	27	15719	0.28125	0.0102427921092564	query_1	['GO:0044237']	['C3', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'BDKRB2', 'TFRC', 'APOE', 'ITGA5', 'HFE', 'INHBE', 'INHBC', 'AGPAT4', 'BDKRB1', 'APOA1', 'LRP1', 'F2', 'TF', 'UAP1', 'YWHAZ', 'APOA2', 'FITM2', 'VTN', 'APOC2', 'PTK2', 'HPX', 'AGPAT3']
590	GO:BP	GO:0035791	platelet-derived growth factor receptor-beta signaling pathway	0.0177481057188848	True	"""The series of molecular signals initiated by the binding of a ligand to a beta-type platelet-derived growth factor receptor (PDGFbeta) on the surface of a signal-receiving cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:signaling, GOC:yaf, PMID:10372961]"	15	96	2	15719	0.0208333333333333	0.1333333333333333	query_1	['GO:0048008']	['SRC', 'LRP1']
591	GO:BP	GO:0034374	low-density lipoprotein particle remodeling	0.0177481057188848	True	"""The acquisition, loss or modification of a protein or lipid within a low-density lipoprotein particle, including the hydrolysis of triglyceride by hepatic lipase, with the subsequent loss of free fatty acid, and the transfer of cholesterol esters from LDL to a triglyceride-rich lipoprotein particle by cholesteryl ester transfer protein (CETP), with the simultaneous transfer of triglyceride to LDL."" [GOC:BHF, GOC:expert_pt, GOC:mah, GOC:rl]"	15	96	2	15719	0.0208333333333333	0.1333333333333333	query_1	['GO:0034369']	['APOE', 'APOA2']
94	REAC	REAC:R-HSA-373760	L1CAM interactions	0.0180274812002221	True	L1CAM interactions	114	95	5	10022	0.0526315789473684	0.043859649122807	query_1	['REAC:R-HSA-422475']	['ITGB1', 'ITGAV', 'ITGB3', 'ITGA2B', 'ITGA5']
592	GO:BP	GO:0051046	regulation of secretion	0.0181752152888751	True	"""Any process that modulates the frequency, rate or extent of the controlled release of a substance from a cell or a tissue."" [GOC:ai]"	604	96	10	15719	0.1041666666666666	0.0165562913907284	query_1	['GO:0046903', 'GO:0051049']	['SPP1', 'FGA', 'TGFB3', 'GJA1', 'APOE', 'HFE', 'F2', 'TFR2', 'FGB', 'FGG']
593	GO:BP	GO:1903522	regulation of blood circulation	0.018321900545961	True	"""Any process that modulates the frequency, rate or extent of blood circulation."" [GO_REF:0000058, GOC:mr, GOC:TermGenie, PMID:10659969]"	244	96	6	15719	0.0625	0.0245901639344262	query_1	['GO:0008015', 'GO:0044057']	['FGA', 'BDKRB2', 'GJA1', 'FLNA', 'FGB', 'FGG']
95	REAC	REAC:R-HSA-210990	PECAM1 interactions	0.0184055667264496	True	PECAM1 interactions	11	95	2	10022	0.0210526315789473	0.1818181818181818	query_1	['REAC:R-HSA-202733']	['ITGAV', 'ITGB3']
91	GO:CC	GO:0035580	specific granule lumen	0.0187333322811646	True	"""The volume enclosed by the membrane of a specific granule, a granule with a membranous, tubular internal structure, found primarily in mature neutrophil cells. Most are released into the extracellular fluid. Specific granules contain lactoferrin, lysozyme, vitamin B12 binding protein and elastase."" [GOC:bf, PMID:7334549]"	61	97	3	16420	0.0309278350515463	0.0491803278688524	query_1	['GO:0034774', 'GO:0042581']	['PTX3', 'HP', 'ORM1']
594	GO:BP	GO:0006695	cholesterol biosynthetic process	0.0188191906091095	True	"""The chemical reactions and pathways resulting in the formation of cholesterol, cholest-5-en-3 beta-ol, the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones."" [GOC:ai]"	52	96	3	15719	0.03125	0.0576923076923076	query_1	['GO:0008203', 'GO:0016126', 'GO:1902653']	['APOE', 'APOA1', 'SC5D']
595	GO:BP	GO:1902653	secondary alcohol biosynthetic process	0.0188191906091095	True	"""The chemical reactions and pathways resulting in the formation of secondary alcohol."" [GO_REF:0000068, GOC:mengo_curators, GOC:TermGenie, PMID:11288200]"	52	96	3	15719	0.03125	0.0576923076923076	query_1	['GO:0046165', 'GO:1902652']	['APOE', 'APOA1', 'SC5D']
596	GO:BP	GO:0051716	cellular response to stimulus	0.0190310738580177	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]"	6649	96	54	15719	0.5625	0.0081215220333884	query_1	['GO:0009987', 'GO:0050896']	['RHOD', 'C3', 'GP1BB', 'ITGB1', 'SIGMAR1', 'APOC3', 'ITGB5', 'FN1', 'ITGAV', 'HBB', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'FCN2', 'GP1BA', 'TJP1', 'BDKRB2', 'FCN3', 'GJA1', 'FLNA', 'TFRC', 'COLEC11', 'APOE', 'ITGA2B', 'ITGA5', 'HFE', 'COLEC10', 'INHBE', 'INHBC', 'BDKRB1', 'CD46', 'APOA1', 'LRP1', 'F2', 'TF', 'TFR2', 'HP', 'YWHAZ', 'FGB', 'FGG', 'MBL2', 'VTN', 'FCN1', 'TLN1', 'PTK2', 'ITGB6', 'C1QBP', 'ALB', 'PRCP', 'VKORC1L1', 'HPX']
92	GO:CC	GO:0034677	integrin alpha7-beta1 complex	0.0192934148806591	True	"""An integrin complex that comprises one alpha7 subunit and one beta1 subunit."" [PMID:12297042]"	1	97	1	16420	0.0103092783505154	1.0	query_1	['GO:0008305']	['ITGB1']
93	GO:CC	GO:0045178	basal part of cell	0.0192934148806591	True	"""The region of a cell situated near the base. For example, in a polarized epithelial cell, the basal surface rests on the basal lamina that separates the epithelium from other tissue."" [GOC:mah, ISBN:0815316194]"	276	97	6	16420	0.0618556701030927	0.0217391304347826	query_1	['GO:0110165']	['TJP1', 'TFRC', 'HFE', 'LRP1', 'TF', 'PRCP']
597	GO:BP	GO:0048015	phosphatidylinositol-mediated signaling	0.0193785685911923	True	"""The series of molecular signals in which a cell uses a phosphatidylinositol-mediated signaling to convert a signal into a response. Phosphatidylinositols include phosphatidylinositol (PtdIns) and its phosphorylated derivatives."" [GOC:bf, GOC:ceb, ISBN:0198506732]"	172	96	5	15719	0.0520833333333333	0.0290697674418604	query_1	['GO:0048017']	['FN1', 'SRC', 'F2', 'PTK2', 'C1QBP']
94	GO:CC	GO:1904813	ficolin-1-rich granule lumen	0.0196468492309116	True	"""Any membrane-enclosed lumen that is part of a ficolin-1-rich granule."" [GO_REF:0000064, GOC:TermGenie, PMID:23650620]"	123	97	4	16420	0.0412371134020618	0.032520325203252	query_1	['GO:0070013', 'GO:0101002']	['HBB', 'SERPINA1', 'FCN1', 'A1BG']
601	GO:BP	GO:0060192	negative regulation of lipase activity	0.0197039000239727	True	"""Any process that decreases the frequency, rate or extent of lipase activity, the hydrolysis of a lipid or phospholipid."" [GOC:dph, GOC:tb]"	16	96	2	15719	0.0208333333333333	0.125	query_1	['GO:0051346', 'GO:0060191']	['APOC3', 'APOA2']
598	GO:BP	GO:0023035	CD40 signaling pathway	0.0197039000239727	True	"""The series of molecular signals initiated by the binding of the cell surface receptor CD40 to one of its physiological ligands, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mtg_signal, GOC:signaling, PMID:11348017]"	16	96	2	15719	0.0208333333333333	0.125	query_1	['GO:0007166']	['ITGB1', 'ITGA5']
599	GO:BP	GO:0055091	phospholipid homeostasis	0.0197039000239727	True	"""Any process involved in the maintenance of an internal steady state of phospholipid within an organism or cell."" [GOC:BHF, GOC:rl]"	16	96	2	15719	0.0208333333333333	0.125	query_1	['GO:0055088']	['APOA1', 'ITGB6']
605	GO:BP	GO:0051493	regulation of cytoskeleton organization	0.0197039000239727	True	"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]"	514	96	9	15719	0.09375	0.0175097276264591	query_1	['GO:0007010', 'GO:0033043']	['RHOD', 'ITGB3', 'TGFB3', 'TJP1', 'FLNA', 'WHAMM', 'APOA1', 'LRP1', 'PTK2']
606	GO:BP	GO:0033631	cell-cell adhesion mediated by integrin	0.0197039000239727	True	"""The attachment of one cell to another cell via an integrin, a heterodimeric adhesion receptor formed by the non-covalent association of particular alpha and beta subunits."" [GOC:add, PMID:12213832, PMID:14754902]"	16	96	2	15719	0.0208333333333333	0.125	query_1	['GO:0033627', 'GO:0098609']	['ITGB1', 'ITGA5']
600	GO:BP	GO:0010761	fibroblast migration	0.0197039000239727	True	"""Cell migration that is accomplished by extension and retraction of a fibroblast pseudopodium. A fibroblast is a connective tissue cell which secretes an extracellular matrix rich in collagen and other macromolecules."" [GOC:BHF, GOC:dph, GOC:tb]"	53	96	3	15719	0.03125	0.0566037735849056	query_1	['GO:0001667']	['ITGB1', 'ITGB3', 'PTK2']
604	GO:BP	GO:1990748	cellular detoxification	0.0197039000239727	True	"""Any process carried out at the cellular level that reduces or removes the toxicity of a toxic substance. These may include transport of the toxic substance away from sensitive areas and to compartments or complexes whose purpose is sequestration of the toxic substance."" [GOC:vw]"	107	96	4	15719	0.0416666666666666	0.0373831775700934	query_1	['GO:0009987', 'GO:0097237', 'GO:0098754']	['HBB', 'APOE', 'HP', 'ALB']
603	GO:BP	GO:0043117	positive regulation of vascular permeability	0.0197039000239727	True	"""Any process that increases the extent to which blood vessels can be pervaded by fluid."" [GOC:jl]"	16	96	2	15719	0.0208333333333333	0.125	query_1	['GO:0043114']	['TJP1', 'APOE']
602	GO:BP	GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.0197039000239727	True	"""Any process that increases the rate, frequency, or extent of the series of molecular signals generated as a consequence of a transmembrane receptor serine/threonine kinase binding to its physiological ligand."" [GOC:dph, GOC:tb]"	107	96	4	15719	0.0416666666666666	0.0373831775700934	query_1	['GO:0007178', 'GO:0009967', 'GO:0090092']	['TGFB3', 'HFE', 'INHBE', 'INHBC']
607	GO:BP	GO:0022604	regulation of cell morphogenesis	0.0197573519310733	True	"""Any process that modulates the frequency, rate or extent of cell morphogenesis. Cell morphogenesis is the developmental process in which the shape of a cell is generated and organized."" [GOC:isa_complete]"	249	96	6	15719	0.0625	0.0240963855421686	query_1	['GO:0000902', 'GO:0022603']	['RHOD', 'FN1', 'SRC', 'F2', 'FITM2', 'PTK2']
96	REAC	REAC:R-HSA-163841	Gamma carboxylation, hypusine formation and arylsulfatase activation	0.019995499327821	True	Gamma carboxylation, hypusine formation and arylsulfatase activation	37	95	3	10022	0.031578947368421	0.081081081081081	query_1	['REAC:R-HSA-597592']	['F2', 'F9', 'PROS1']
608	GO:BP	GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	0.0202199544397539	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the phosphatidylinositol 3-kinase cascade."" [GOC:ef]"	108	96	4	15719	0.0416666666666666	0.037037037037037	query_1	['GO:0014065', 'GO:1902531']	['FN1', 'SRC', 'F2', 'PTK2']
609	GO:BP	GO:0031401	positive regulation of protein modification process	0.0202560009061711	True	"""Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	933	96	13	15719	0.1354166666666666	0.0139335476956055	query_1	['GO:0031399', 'GO:0036211', 'GO:0051247']	['C3', 'SRC', 'ITGB3', 'TGFB3', 'TFRC', 'ITGA5', 'HFE', 'INHBE', 'INHBC', 'F2', 'VTN', 'PTK2', 'HPX']
610	GO:BP	GO:0010033	response to organic substance	0.0204187313550538	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus."" [GOC:sm, PMID:23356676]"	2672	96	27	15719	0.28125	0.0101047904191616	query_1	['GO:0042221']	['F12', 'ITGB1', 'SIGMAR1', 'HBB', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'TJP1', 'GJA1', 'FLNA', 'TFRC', 'APOE', 'A2M', 'BDKRB1', 'APOA1', 'LRP1', 'HP', 'FGB', 'APOA2', 'C4B_2', 'FGG', 'C2', 'PTK2', 'PRCP', 'HPX']
611	GO:BP	GO:0001501	skeletal system development	0.0206508269161764	True	"""The process whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure. The skeleton is the bony framework of the body in vertebrates (endoskeleton) or the hard outer envelope of insects (exoskeleton or dermoskeleton)."" [GOC:dph, GOC:jid, GOC:tb]"	519	96	9	15719	0.09375	0.0173410404624277	query_1	['GO:0048731']	['GP1BB', 'SRC', 'TGFB3', 'GP1BA', 'GP9', 'GJA1', 'FLNA', 'GP5', 'ITGB6']
612	GO:BP	GO:0048017	inositol lipid-mediated signaling	0.0208355187378357	True	"""The series of molecular signals in which a cell uses an inositol-containing lipid to convert a signal into a response. Inositol lipids include the phosphoinositides (phosphatidylinositol and its phosphorylated derivatives), ceramides containing inositol, and inositol glycolipids."" [GOC:bf, GOC:ceb, PMID:16088939]"	176	96	5	15719	0.0520833333333333	0.0284090909090909	query_1	['GO:0035556']	['FN1', 'SRC', 'F2', 'PTK2', 'C1QBP']
98	REAC	REAC:R-HSA-209822	Glycoprotein hormones	0.0212857090713016	True	Glycoprotein hormones	12	95	2	10022	0.0210526315789473	0.1666666666666666	query_1	['REAC:R-HSA-209952']	['INHBE', 'INHBC']
97	REAC	REAC:R-HSA-6806834	Signaling by MET	0.0212857090713016	True	Signaling by MET	75	95	4	10022	0.0421052631578947	0.0533333333333333	query_1	['REAC:R-HSA-9006934']	['ITGB1', 'FN1', 'SRC', 'PTK2']
613	GO:BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	0.0213047313520471	True	"""Any process that activates or increases the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine."" [GOC:ai]"	177	96	5	15719	0.0520833333333333	0.0282485875706214	query_1	['GO:0001934', 'GO:0018108', 'GO:0050730']	['SRC', 'ITGB3', 'ITGA5', 'VTN', 'HPX']
614	GO:BP	GO:0072577	endothelial cell apoptotic process	0.021366813929027	True	"""Any apoptotic process in an endothelial cell. An endothelial cell comprises the outermost layer or lining of anatomical structures and can be squamous or cuboidal."" [CL:0000115, GOC:BHF, GOC:mah, GOC:mtg_apoptosis]"	55	96	3	15719	0.03125	0.0545454545454545	query_1	['GO:1904019']	['FGA', 'FGB', 'FGG']
615	GO:BP	GO:0009893	positive regulation of metabolic process	0.0214365206656516	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	3655	96	34	15719	0.3541666666666667	0.0093023255813953	query_1	['GO:0008152', 'GO:0019222', 'GO:0048518']	['PTX3', 'C3', 'F12', 'FN1', 'HBB', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'GJA1', 'TFRC', 'APOE', 'ITGA5', 'HFE', 'CRP', 'INHBE', 'INHBC', 'C4BPB', 'CD46', 'APOA1', 'LRP1', 'F2', 'TF', 'TFR2', 'KLKB1', 'APOA2', 'C4BPA', 'VTN', 'APOC2', 'FCN1', 'PTK2', 'C1QBP', 'HPX', 'ORM1']
616	GO:BP	GO:0015833	peptide transport	0.0214365206656516	True	"""The directed movement of peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	254	96	6	15719	0.0625	0.0236220472440944	query_1	['GO:0042886', 'GO:0071702']	['FGA', 'HFE', 'F2', 'TFR2', 'FGB', 'FGG']
95	GO:CC	GO:0031258	lamellipodium membrane	0.0215597580719729	True	"""The portion of the plasma membrane surrounding a lamellipodium."" [GOC:mah]"	21	97	2	16420	0.0206185567010309	0.0952380952380952	query_1	['GO:0030027', 'GO:0031253', 'GO:0031256']	['ITGAV', 'ITGB3']
617	GO:BP	GO:1903672	positive regulation of sprouting angiogenesis	0.0217762394510898	True	"""Any process that activates or increases the frequency, rate or extent of sprouting angiogenesis."" [GO_REF:0000058, GOC:TermGenie, PMID:16756958]"	17	96	2	15719	0.0208333333333333	0.1176470588235294	query_1	['GO:0002040', 'GO:0045766', 'GO:1903670']	['TJP1', 'ITGA5']
618	GO:BP	GO:0050746	regulation of lipoprotein metabolic process	0.0217762394510898	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving lipoproteins, any conjugated, water-soluble protein in which the nonprotein group consists of a lipid or lipids."" [GOC:ai]"	17	96	2	15719	0.0208333333333333	0.1176470588235294	query_1	['GO:0031323', 'GO:0042157', 'GO:0051246']	['ITGAV', 'ITGB3']
619	GO:BP	GO:0050708	regulation of protein secretion	0.0217762394510898	True	"""Any process that modulates the frequency, rate or extent of the controlled release of a protein from a cell."" [GOC:ai]"	255	96	6	15719	0.0625	0.0235294117647058	query_1	['GO:0009306', 'GO:0051223', 'GO:1903530']	['FGA', 'TGFB3', 'APOE', 'F2', 'FGB', 'FGG']
620	GO:BP	GO:0051897	positive regulation of protein kinase B signaling	0.0218551285257897	True	"""Any process that activates or increases the frequency, rate or extent of protein kinase B signaling, a series of reactions mediated by the intracellular serine/threonine kinase protein kinase B."" [GOC:ai]"	111	96	4	15719	0.0416666666666666	0.036036036036036	query_1	['GO:0043491', 'GO:0051896', 'GO:1902533']	['ITGB1', 'SRC', 'PTK2', 'C1QBP']
621	GO:BP	GO:0048008	platelet-derived growth factor receptor signaling pathway	0.0222244306938363	True	"""The series of molecular signals initiated by a ligand binding to a platelet-derived growth factor receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	56	96	3	15719	0.03125	0.0535714285714285	query_1	['GO:0007169']	['SRC', 'ITGB3', 'LRP1']
622	GO:BP	GO:0043534	blood vessel endothelial cell migration	0.0224877829425908	True	"""The orderly movement of an endothelial cell into the extracellular matrix in order to form new blood vessels during angiogenesis."" [PMID:11166264]"	112	96	4	15719	0.0416666666666666	0.0357142857142857	query_1	['GO:0043542']	['ITGB1', 'APOE', 'APOA1', 'PRCP']
623	GO:BP	GO:0046578	regulation of Ras protein signal transduction	0.0230292403918307	True	"""Any process that modulates the frequency, rate or extent of Ras protein signal transduction."" [GOC:bf]"	181	96	5	15719	0.0520833333333333	0.0276243093922651	query_1	['GO:0007265', 'GO:0051056']	['ITGB1', 'APOC3', 'SRC', 'APOE', 'APOA1']
624	GO:BP	GO:0060341	regulation of cellular localization	0.0231905163891981	True	"""Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell."" [GOC:dph, GOC:tb]"	951	96	13	15719	0.1354166666666666	0.0136698212407991	query_1	['GO:0032879', 'GO:0050794', 'GO:0051641']	['ITGB1', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'FLNA', 'TFRC', 'APOE', 'HFE', 'LRP1', 'F2', 'FGB', 'FGG']
625	GO:BP	GO:0002011	morphogenesis of an epithelial sheet	0.0232071759199098	True	"""The process in which the anatomical structures of an epithelial sheet are generated and organized. An epithelial sheet is a flat surface consisting of closely packed epithelial cells."" [GOC:jl]"	57	96	3	15719	0.03125	0.0526315789473684	query_1	['GO:0002009']	['ITGB1', 'FLNA', 'ITGA5']
626	GO:BP	GO:0001952	regulation of cell-matrix adhesion	0.0237104671203598	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to the extracellular matrix."" [GOC:hjd]"	114	96	4	15719	0.0416666666666666	0.0350877192982456	query_1	['GO:0007160', 'GO:0010810']	['SRC', 'ITGB3', 'TLN1', 'PTK2']
627	GO:BP	GO:0002367	cytokine production involved in immune response	0.0237104671203598	True	"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus contributing to an immune response, resulting in an increase in its intracellular or extracellular levels."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	114	96	4	15719	0.0416666666666666	0.0350877192982456	query_1	['GO:0001816', 'GO:0002440', 'GO:0006955']	['TGFB3', 'HFE', 'APOA1', 'APOA2']
628	GO:BP	GO:0002718	regulation of cytokine production involved in immune response	0.0237104671203598	True	"""Any process that modulates the frequency, rate, or extent of cytokine production that contributes to an immune response."" [GOC:add]"	114	96	4	15719	0.0416666666666666	0.0350877192982456	query_1	['GO:0001817', 'GO:0002367', 'GO:0002700']	['TGFB3', 'HFE', 'APOA1', 'APOA2']
633	GO:BP	GO:0086026	atrial cardiac muscle cell to AV node cell signaling	0.0238624296533179	True	"""Any process that mediates the transfer of information from an atrial cardiomyocyte to an AV node cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	18	96	2	15719	0.0208333333333333	0.1111111111111111	query_1	['GO:0086019', 'GO:0086066']	['GJA1', 'FLNA']
629	GO:BP	GO:1900221	regulation of amyloid-beta clearance	0.0238624296533179	True	"""Any process that modulates the frequency, rate or extent of amyloid-beta clearance."" [GOC:BHF, GOC:TermGenie]"	18	96	2	15719	0.0208333333333333	0.1111111111111111	query_1	['GO:0051239', 'GO:0097242']	['APOE', 'LRP1']
630	GO:BP	GO:0030299	intestinal cholesterol absorption	0.0238624296533179	True	"""Uptake of cholesterol into the blood by absorption from the small intestine."" [GOC:mah]"	18	96	2	15719	0.0208333333333333	0.1111111111111111	query_1	['GO:0030301', 'GO:0044241', 'GO:0098856']	['APOA1', 'APOA2']
631	GO:BP	GO:0086014	atrial cardiac muscle cell action potential	0.0238624296533179	True	"""An action potential that occurs in an atrial cardiac muscle cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	18	96	2	15719	0.0208333333333333	0.1111111111111111	query_1	['GO:0086002', 'GO:0086026']	['GJA1', 'FLNA']
632	GO:BP	GO:0086066	atrial cardiac muscle cell to AV node cell communication	0.0238624296533179	True	"""The process that mediates interactions between an atrial cardiomyocyte and its surroundings that contributes to the process of the atrial cardiomyocyte communicating with an AV node cell in cardiac conduction. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	18	96	2	15719	0.0208333333333333	0.1111111111111111	query_1	['GO:0086065']	['GJA1', 'FLNA']
634	GO:BP	GO:1904036	negative regulation of epithelial cell apoptotic process	0.0240205652710416	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of epithelial cell apoptotic process."" [GO_REF:0000058, GOC:TermGenie, PMID:19137015]"	58	96	3	15719	0.03125	0.0517241379310344	query_1	['GO:0043066', 'GO:1904019', 'GO:1904035']	['FGA', 'FGB', 'FGG']
635	GO:BP	GO:0006629	lipid metabolic process	0.0241246994972567	True	"""The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."" [GOC:ma]"	1304	96	16	15719	0.1666666666666666	0.0122699386503067	query_1	['GO:0044238', 'GO:0071704']	['C3', 'APOC3', 'SRC', 'SPP1', 'APOE', 'AGPAT4', 'ALG8', 'APOA1', 'LRP1', 'F2', 'APOA2', 'FITM2', 'APOC2', 'PTK2', 'SC5D', 'AGPAT3']
636	GO:BP	GO:0097237	cellular response to toxic substance	0.0241447485651969	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a toxic stimulus."" [GOC:pr]"	115	96	4	15719	0.0416666666666666	0.0347826086956521	query_1	['GO:0009636', 'GO:0070887']	['HBB', 'APOE', 'HP', 'ALB']
637	GO:BP	GO:0022607	cellular component assembly	0.0245035628808707	True	"""The aggregation, arrangement and bonding together of a cellular component."" [GOC:isa_complete]"	2852	96	28	15719	0.2916666666666667	0.0098176718092566	query_1	['GO:0016043', 'GO:0044085']	['RHOD', 'ITGB1', 'SIGMAR1', 'APOC3', 'ITGB5', 'FN1', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'TJP1', 'GJA1', 'FLNA', 'TFRC', 'APOE', 'ITGA5', 'HFE', 'WHAMM', 'APOA1', 'YWHAZ', 'FGB', 'APOA2', 'FGG', 'FITM2', 'VTN', 'TLN1', 'PTK2', 'C1QBP']
638	GO:BP	GO:0006915	apoptotic process	0.0246978789406212	True	"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"	1799	96	20	15719	0.2083333333333333	0.0111172873818788	query_1	['GO:0012501']	['ITGB1', 'SIGMAR1', 'ITGAV', 'SRC', 'FGA', 'TGFB3', 'TJP1', 'BDKRB2', 'FLNA', 'TFRC', 'COLEC11', 'APOE', 'ITGA5', 'YWHAZ', 'FGB', 'FGG', 'KNG1', 'PTK2', 'C1QBP', 'ALB']
99	REAC	REAC:R-HSA-418885	DCC mediated attractive signaling	0.0247512740756946	True	DCC mediated attractive signaling	13	95	2	10022	0.0210526315789473	0.1538461538461538	query_1	['REAC:R-HSA-373752']	['SRC', 'PTK2']
97	GO:CC	GO:0030669	clathrin-coated endocytic vesicle membrane	0.024893980759794	True	"""The lipid bilayer surrounding a clathrin-coated endocytic vesicle."" [GOC:mah]"	69	97	3	16420	0.0309278350515463	0.0434782608695652	query_1	['GO:0030665', 'GO:0030666', 'GO:0045334']	['TFRC', 'APOE', 'TF']
96	GO:CC	GO:0030659	cytoplasmic vesicle membrane	0.024893980759794	True	"""The lipid bilayer surrounding a cytoplasmic vesicle."" [GOC:mah]"	1158	97	14	16420	0.1443298969072164	0.0120898100172711	query_1	['GO:0012506', 'GO:0031410']	['RHOD', 'ITGB1', 'ITGAV', 'ITGB3', 'GJA1', 'TFRC', 'APOE', 'ITGA2B', 'ANKFY1', 'WHAMM', 'CD46', 'LRP1', 'TF', 'PRCP']
639	GO:BP	GO:0016126	sterol biosynthetic process	0.0249607963018834	True	"""The chemical reactions and pathways resulting in the formation of sterols, steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule."" [GOC:go_curators]"	59	96	3	15719	0.03125	0.0508474576271186	query_1	['GO:0006694', 'GO:0016125', 'GO:1901617']	['APOE', 'APOA1', 'SC5D']
640	GO:BP	GO:0043550	regulation of lipid kinase activity	0.0249607963018834	True	"""Any process that modulates the frequency, rate or extent of lipid kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a simple or complex lipid."" [GOC:bf]"	59	96	3	15719	0.03125	0.0508474576271186	query_1	['GO:0043549']	['SRC', 'F2', 'PTK2']
641	GO:BP	GO:0000165	MAPK cascade	0.0249688908068255	True	"""An intracellular protein kinase cascade containing at least a MAPK, a MAPKK and a MAP3K. The cascade can also contain an additional tiers: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."" [GOC:bf, GOC:mtg_signaling_feb11, PMID:20811974, PMID:9561267]"	744	96	11	15719	0.1145833333333333	0.0147849462365591	query_1	['GO:0035556']	['FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'APOE', 'TF', 'YWHAZ', 'FGB', 'FGG']
