Classical Ehlers-Danlos syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1095	GO:BP	GO:0031623	receptor internalization	0.0227570554477179	True	"""A receptor-mediated endocytosis process that results in the movement of receptors from the plasma membrane to the inside of the cell. The process begins when cell surface receptors are monoubiquitinated following ligand-induced activation. Receptors are subsequently taken up into endocytic vesicles from where they are either targeted to the lysosome or vacuole for degradation or recycled back to the plasma membrane."" [GOC:bf, GOC:mah, GOC:signaling, PMID:15006537, PMID:19643732]"	121	101	4	15719	0.0396039603960396	0.0330578512396694	query_1	['GO:0006898']	['ITGB1', 'ITGB3', 'GRB2', 'VEGFA']
1096	GO:BP	GO:0032355	response to estradiol	0.0227570554477179	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by estradiol, a C18 steroid hormone hydroxylated at C3 and C17 that acts as a potent estrogen."" [GOC:mah, ISBN:0911910123]"	121	101	4	15719	0.0396039603960396	0.0330578512396694	query_1	['GO:0014070', 'GO:0033993', 'GO:1901700']	['PDGFRB', 'EGFR', 'COL1A1', 'ITGA2']
244	REAC	REAC:R-HSA-5654695	PI-3K cascade:FGFR2	0.0228424428429757	True	PI-3K cascade:FGFR2	17	95	2	10022	0.0210526315789473	0.1176470588235294	query_1	['REAC:R-HSA-5654696']	['PIK3R1', 'PTPN11']
245	REAC	REAC:R-HSA-5654712	FRS-mediated FGFR4 signaling	0.0228424428429757	True	FRS-mediated FGFR4 signaling	17	95	2	10022	0.0210526315789473	0.1176470588235294	query_1	['REAC:R-HSA-5654716']	['SOS1', 'PTPN11']
246	REAC	REAC:R-HSA-2029481	FCGR activation	0.0228424428429757	True	FCGR activation	17	95	2	10022	0.0210526315789473	0.1176470588235294	query_1	['REAC:R-HSA-2029480']	['FYN', 'LYN']
247	REAC	REAC:R-HSA-8934593	Regulation of RUNX1 Expression and Activity	0.0228424428429757	True	Regulation of RUNX1 Expression and Activity	17	95	2	10022	0.0210526315789473	0.1176470588235294	query_1	['REAC:R-HSA-8878171']	['SRC', 'PTPN11']
248	REAC	REAC:R-HSA-9703465	Signaling by FLT3 fusion proteins	0.0228424428429757	True	Signaling by FLT3 fusion proteins	17	95	2	10022	0.0210526315789473	0.1176470588235294	query_1	['REAC:R-HSA-9682385']	['PIK3R1', 'SOS1']
243	REAC	REAC:R-HSA-167044	Signalling to RAS	0.0228424428429757	True	Signalling to RAS	17	95	2	10022	0.0210526315789473	0.1176470588235294	query_1	['REAC:R-HSA-187687']	['SHC1', 'SOS1']
1097	GO:BP	GO:1990874	vascular associated smooth muscle cell proliferation	0.0228830445918358	True	"""The multiplication or reproduction of vascular smooth muscle cells, resulting in the expansion of a cell population. A vascular smooth muscle cell is a non-striated, elongated, spindle-shaped cell found lining the blood vessels."" [PMID:23246467]"	63	101	3	15719	0.0297029702970297	0.0476190476190476	query_1	['GO:0048659']	['PDGFB', 'SRC', 'TGFB3']
1098	GO:BP	GO:0051179	localization	0.0229201862020833	True	"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]"	4977	101	44	15719	0.4356435643564356	0.0088406670685151	query_1	['GO:0008150']	['PTP4A3', 'P4HB', 'MET', 'RAPGEF1', 'PTPN2', 'MSR1', 'ITGB1', 'ITGAV', 'PDGFB', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'FYN', 'ITGA4', 'MADCAM1', 'LYN', 'GRB2', 'PDGFRB', 'JAM3', 'EGFR', 'VAV1', 'PLCG1', 'ERBB2', 'NUTF2', 'SH3KBP1', 'CDH1', 'VEGFA', 'SH3GL2', 'COL1A1', 'CRKL', 'ERO1A', 'VTN', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'ITGB7', 'ITGA3', 'PTPN11', 'CBL', 'ITGA2']
1100	GO:BP	GO:0032516	positive regulation of phosphoprotein phosphatase activity	0.0233234555836751	True	"""Any process that activates or increases the activity of a phosphoprotein phosphatase."" [GOC:mah]"	21	101	2	15719	0.0198019801980198	0.0952380952380952	query_1	['GO:0010922', 'GO:0035307', 'GO:0043666']	['ITGA1', 'PDGFRB']
1101	GO:BP	GO:0002043	blood vessel endothelial cell proliferation involved in sprouting angiogenesis	0.0233234555836751	True	"""The multiplication or reproduction of blood vessel endothelial cells, resulting in the expansion of a cell population contributing to sprouting angiogenesis."" [GOC:dph, GOC:tb, PMID:16391003]"	21	101	2	15719	0.0198019801980198	0.0952380952380952	query_1	['GO:0001935', 'GO:0002040']	['VEGFA', 'THBS1']
1102	GO:BP	GO:0055093	response to hyperoxia	0.0233234555836751	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating increased oxygen tension."" [GOC:kmv]"	21	101	2	15719	0.0198019801980198	0.0952380952380952	query_1	['GO:0006950', 'GO:0036296']	['PDGFRB', 'COL1A1']
1103	GO:BP	GO:0031290	retinal ganglion cell axon guidance	0.0233234555836751	True	"""The process in which the migration of an axon growth cone of a retinal ganglion cell (RGC) is directed to its target in the brain in response to a combination of attractive and repulsive cues."" [GOC:ejs]"	21	101	2	15719	0.0198019801980198	0.0952380952380952	query_1	['GO:0007411']	['VEGFA', 'NRP1']
1099	GO:BP	GO:0048485	sympathetic nervous system development	0.0233234555836751	True	"""The process whose specific outcome is the progression of the sympathetic nervous system over time, from its formation to the mature structure. The sympathetic nervous system is one of the two divisions of the vertebrate autonomic nervous system (the other being the parasympathetic nervous system). The sympathetic preganglionic neurons have their cell bodies in the thoracic and lumbar regions of the spinal cord and connect to the paravertebral chain of sympathetic ganglia. Innervate heart and blood vessels, sweat glands, viscera and the adrenal medulla. Most sympathetic neurons, but not all, use noradrenaline as a post-ganglionic neurotransmitter."" [FMA:9906, GOC:jid, GOC:sr]"	21	101	2	15719	0.0198019801980198	0.0952380952380952	query_1	['GO:0048483', 'GO:0048731']	['NRP2', 'NRP1']
132	GO:CC	GO:0044291	cell-cell contact zone	0.0236060422906118	True	"""Extended zone of intimate apposition between two cells containing one or more types of intercellular junctions, e.g., the intercalated disk of muscle."" [NIF_Subcellular:sao1299635018]"	70	102	3	16420	0.0294117647058823	0.0428571428571428	query_1	['GO:0005911']	['ITGB1', 'JAM3', 'JAM2']
1104	GO:BP	GO:0006911	phagocytosis, engulfment	0.0237466165528218	True	"""The internalization of bacteria, immune complexes and other particulate matter or of an apoptotic cell by phagocytosis, including the membrane and cytoskeletal processes required, which involves one of three mechanisms: zippering of pseudopods around a target via repeated receptor-ligand interactions, sinking of the target directly into plasma membrane of the phagocytosing cell, or induced uptake via an enhanced membrane ruffling of the phagocytosing cell similar to macropinocytosis."" [GOC:curators, ISBN:0781735149]"	64	101	3	15719	0.0297029702970297	0.046875	query_1	['GO:0006909', 'GO:0099024']	['MSR1', 'THBS1', 'ITGA2']
1105	GO:BP	GO:0009582	detection of abiotic stimulus	0.0245432344005698	True	"""The series of events in which an (non-living) abiotic stimulus is received by a cell and converted into a molecular signal."" [GOC:hb]"	124	101	4	15719	0.0396039603960396	0.032258064516129	query_1	['GO:0009628', 'GO:0051606']	['CAMKMT', 'FYN', 'PTK2', 'ITGA2']
1106	GO:BP	GO:0021987	cerebral cortex development	0.0245432344005698	True	"""The progression of the cerebral cortex over time from its initial formation until its mature state. The cerebral cortex is the outer layered region of the telencephalon."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	124	101	4	15719	0.0396039603960396	0.032258064516129	query_1	['GO:0021543', 'GO:0048856']	['CRK', 'COL3A1', 'EGFR', 'CRKL']
1107	GO:BP	GO:0045453	bone resorption	0.0247140682120201	True	"""The process in which specialized cells known as osteoclasts degrade the organic and inorganic portions of bone, and endocytose and transport the degradation products."" [GOC:mah, PMID:10968780]"	65	101	3	15719	0.0297029702970297	0.0461538461538461	query_1	['GO:0001894', 'GO:0046849']	['SRC', 'SPP1', 'ITGB3']
1108	GO:BP	GO:0051146	striated muscle cell differentiation	0.0248069566028528	True	"""The process in which a relatively unspecialized cell acquires specialized features of a striated muscle cell; striated muscle fibers are divided by transverse bands into striations, and cardiac and voluntary muscle are types of striated muscle."" [CL:0000737, GOC:ai]"	274	101	6	15719	0.0594059405940594	0.0218978102189781	query_1	['GO:0042692']	['ITGB1', 'PDGFRB', 'VEGFA', 'ADAM12', 'JAM2', 'PDGFRA']
1110	GO:BP	GO:0071897	DNA biosynthetic process	0.0252693325396124	True	"""The biosynthetic process resulting in the formation of DNA."" [GOC:mah]"	196	101	5	15719	0.0495049504950495	0.0255102040816326	query_1	['GO:0006259', 'GO:0009059', 'GO:0034654']	['PDGFB', 'SRC', 'HGF', 'PDGFRB', 'VEGFA']
1109	GO:BP	GO:1902075	cellular response to salt	0.0252693325396124	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a salt stimulus."" [GOC:mls, GOC:TermGenie, PMID:16666921]"	196	101	5	15719	0.0495049504950495	0.0255102040816326	query_1	['GO:0070887', 'GO:1902074']	['PDGFB', 'FYN', 'CDH1', 'COL1A1', 'CRKL']
1112	GO:BP	GO:1902883	negative regulation of response to oxidative stress	0.0253197119244912	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of response to oxidative stress."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:16899554]"	22	101	2	15719	0.0198019801980198	0.0909090909090909	query_1	['GO:0006979', 'GO:0048585', 'GO:1902882']	['MET', 'HGF']
1113	GO:BP	GO:2000831	regulation of steroid hormone secretion	0.0253197119244912	True	"""Any process that modulates the frequency, rate or extent of steroid hormone secretion."" [GOC:sl]"	22	101	2	15719	0.0198019801980198	0.0909090909090909	query_1	['GO:0032368', 'GO:0035929', 'GO:0044060', 'GO:0046883']	['SPP1', 'PTPN11']
1111	GO:BP	GO:1900746	regulation of vascular endothelial growth factor signaling pathway	0.0253197119244912	True	"""Any process that modulates the frequency, rate or extent of vascular endothelial growth factor signaling pathway."" [GOC:TermGenie]"	22	101	2	15719	0.0198019801980198	0.0909090909090909	query_1	['GO:0009966', 'GO:0038084', 'GO:1902547']	['PTP4A3', 'VEGFA']
249	REAC	REAC:R-HSA-9013405	RHOD GTPase cycle	0.0254358410976574	True	RHOD GTPase cycle	51	95	3	10022	0.031578947368421	0.0588235294117647	query_1	['REAC:R-HSA-9012999']	['PLXNB1', 'PIK3R1', 'PLXNA1']
250	REAC	REAC:R-HSA-5654700	FRS-mediated FGFR2 signaling	0.0254358410976574	True	FRS-mediated FGFR2 signaling	18	95	2	10022	0.0210526315789473	0.1111111111111111	query_1	['REAC:R-HSA-5654696']	['SOS1', 'PTPN11']
1117	GO:BP	GO:0001885	endothelial cell development	0.0255185623426893	True	"""The progression of an endothelial cell over time, from its formation to the mature structure."" [GOC:dph]"	66	101	3	15719	0.0297029702970297	0.0454545454545454	query_1	['GO:0002064', 'GO:0045446']	['MET', 'RAPGEF1', 'VEGFA']
1118	GO:BP	GO:0046847	filopodium assembly	0.0255185623426893	True	"""The assembly of a filopodium, a thin, stiff protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal growth cone."" [GOC:dph, GOC:mah, GOC:tb, PMID:16337369, PMID:18464790]"	66	101	3	15719	0.0297029702970297	0.0454545454545454	query_1	['GO:0120031']	['TGFB3', 'PIK3R1', 'NRP1']
1116	GO:BP	GO:0043954	cellular component maintenance	0.0255185623426893	True	"""The organization process that preserves a cellular component in a stable functional or structural state."" [GOC:dph, GOC:jl, GOC:mah]"	66	101	3	15719	0.0297029702970297	0.0454545454545454	query_1	['GO:0016043']	['ITGB3', 'FYN', 'ITGA3']
1115	GO:BP	GO:0030239	myofibril assembly	0.0255185623426893	True	"""Formation of myofibrils, the repeating units of striated muscle."" [GOC:mah]"	66	101	3	15719	0.0297029702970297	0.0454545454545454	query_1	['GO:0010927', 'GO:0031032', 'GO:0055002', 'GO:0097435', 'GO:0140694']	['ITGB1', 'PDGFRB', 'PDGFRA']
1114	GO:BP	GO:0002548	monocyte chemotaxis	0.0255185623426893	True	"""The movement of a monocyte in response to an external stimulus."" [GOC:add, PMID:11696603, PMID:15173832]"	66	101	3	15719	0.0297029702970297	0.0454545454545454	query_1	['GO:0030595', 'GO:0071674', 'GO:0097529']	['PDGFB', 'LYN', 'FLT1']
1119	GO:BP	GO:1990266	neutrophil migration	0.025632185881176	True	"""The movement of a neutrophil within or between different tissues and organs of the body."" [PMID:1826836]"	126	101	4	15719	0.0396039603960396	0.0317460317460317	query_1	['GO:0097530']	['ITGA9', 'ITGA1', 'JAM3', 'VAV1']
1123	GO:BP	GO:1900076	regulation of cellular response to insulin stimulus	0.0264736788992516	True	"""Any process that modulates the frequency, rate or extent of cellular response to insulin stimulus."" [GOC:TermGenie, GOC:yaf]"	67	101	3	15719	0.0297029702970297	0.044776119402985	query_1	['GO:0032869', 'GO:0048583', 'GO:0050794']	['PTPN2', 'SRC', 'PTPN11']
1122	GO:BP	GO:0045576	mast cell activation	0.0264736788992516	True	"""The change in morphology and behavior of a mast cell resulting from exposure to a cytokine, chemokine, soluble factor, or to (at least in mammals) an antigen which the mast cell has specifically bound via IgE bound to Fc-epsilonRI receptors."" [GOC:mgi_curators, ISBN:0781735149]"	67	101	3	15719	0.0297029702970297	0.044776119402985	query_1	['GO:0002274']	['LYN', 'LCP2', 'CBL']
1121	GO:BP	GO:0031100	animal organ regeneration	0.0264736788992516	True	"""The regrowth of a lost or destroyed animal organ."" [GOC:mah]"	67	101	3	15719	0.0297029702970297	0.044776119402985	query_1	['GO:0031099', 'GO:0048513']	['HGF', 'VTN', 'PGF']
1120	GO:BP	GO:0055002	striated muscle cell development	0.0264736788992516	True	"""The process whose specific outcome is the progression of a striated muscle cell over time, from its formation to the mature structure. Striated muscle cells contain fibers that are divided by transverse bands into striations, and cardiac and skeletal muscle are types of striated muscle."" [CL:0000737, GOC:devbiol]"	67	101	3	15719	0.0297029702970297	0.044776119402985	query_1	['GO:0051146', 'GO:0055001']	['ITGB1', 'PDGFRB', 'PDGFRA']
1124	GO:BP	GO:0003158	endothelium development	0.0269357178653893	True	"""The process whose specific outcome is the progression of an endothelium over time, from its formation to the mature structure. Endothelium refers to the layer of cells lining blood vessels, lymphatics, the heart, and serous cavities, and is derived from bone marrow or mesoderm. Corneal endothelium is a special case, derived from neural crest cells."" [GOC:mtg_heart]"	128	101	4	15719	0.0396039603960396	0.03125	query_1	['GO:0060429']	['MET', 'RAPGEF1', 'VEGFA', 'NRP1']
1125	GO:BP	GO:0071407	cellular response to organic cyclic compound	0.0270833430898833	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."" [GOC:mah]"	555	101	9	15719	0.0891089108910891	0.0162162162162162	query_1	['GO:0014070', 'GO:0071310']	['RAPGEF1', 'MSR1', 'PDGFB', 'SRC', 'SPP1', 'EGFR', 'CDH1', 'COL1A1', 'ITGA2']
1126	GO:BP	GO:0014855	striated muscle cell proliferation	0.0274949114414997	True	"""The multiplication or reproduction of striated muscle cells, resulting in the expansion of a cell population. Striated muscles contain fibers that are divided by transverse bands into striations, and cardiac and skeletal muscle are types of striated muscle."" [CL:0000737, GOC:ef, GOC:mtg_muscle]"	68	101	3	15719	0.0297029702970297	0.0441176470588235	query_1	['GO:0033002']	['SRC', 'HGF', 'DIPK2A']
1127	GO:BP	GO:1904375	regulation of protein localization to cell periphery	0.0275897358797653	True	"""Any process that modulates the frequency, rate or extent of protein localization to cell periphery."" [GO_REF:0000058, GOC:TermGenie, PMID:18216290]"	129	101	4	15719	0.0396039603960396	0.0310077519379844	query_1	['GO:0032880', 'GO:1990778']	['ITGB1', 'PIK3R1', 'EGFR', 'ITGA3']
133	GO:CC	GO:0099503	secretory vesicle	0.0281467425978227	True	"""A cytoplasmic, membrane bound vesicle that is capable of fusing to the plasma membrane to release its contents into the extracellular space."" [GOC:dos]"	1031	102	13	16420	0.1274509803921568	0.0126091173617846	query_1	['GO:0031410']	['VEGFB', 'FN1', 'ITGAV', 'PDGFB', 'ITGB3', 'TGFB3', 'HGF', 'ITGA1', 'ITGA2B', 'VEGFA', 'COL1A1', 'THBS1', 'ADAM15']
136	GO:CC	GO:0036398	TCR signalosome	0.028249487431621	True	"""A multi-protein complex containing at least the T-cell receptor complex and the LAT (linker for activation of T cells) scaffold protein. Also contains a variety of signaling proteins including co-receptors, kinases, phosphatases and adaptors such as CD8. Connects events on the plasma membrane to distal signaling cascades to ultimately modulate T cell biology."" [GOC:krc, PMID:17534068, PMID:20107804, PMID:22426112]"	2	102	1	16420	0.0098039215686274	0.5	query_1	['GO:0032991']	['LCP2']
134	GO:CC	GO:0034680	integrin alpha10-beta1 complex	0.028249487431621	True	"""An integrin complex that comprises one alpha10 subunit and one beta1 subunit."" [PMID:12297042]"	2	102	1	16420	0.0098039215686274	0.5	query_1	['GO:0008305']	['ITGB1']
135	GO:CC	GO:0034686	integrin alphav-beta8 complex	0.028249487431621	True	"""An integrin complex that comprises one alphav subunit and one beta8 subunit."" [PMID:12297042]"	2	102	1	16420	0.0098039215686274	0.5	query_1	['GO:0008305']	['ITGAV']
144	GO:CC	GO:0071133	alpha9-beta1 integrin-ADAM8 complex	0.028249487431621	True	"""A protein complex that consists of an alpha9-beta1 integrin complex bound to the transmembrane metallopeptidase ADAM8."" [PMID:16995821]"	2	102	1	16420	0.0098039215686274	0.5	query_1	['GO:0098797']	['ITGB3']
143	GO:CC	GO:0005598	short-chain collagen trimer	0.028249487431621	True	"""Any collagen trimer that does not form fibrils and that is relatively short compared to the collagen trimers that do form fibrils."" [ISBN:0198599587]"	2	102	1	16420	0.0098039215686274	0.5	query_1	['GO:0005581']	['COL10A1']
142	GO:CC	GO:0098646	collagen sheet	0.028249487431621	True	"""A protein complex that consists of collagen triple helices associated to form a sheet-like network."" [GOC:dos, PMID:21421911]"	2	102	1	16420	0.0098039215686274	0.5	query_1	['GO:0098645']	['COL10A1']
145	GO:CC	GO:1990265	platelet-derived growth factor complex	0.028249487431621	True	"""A protein complex consisting of two chains of platelet-derived growth factor (PDGF) subunits. PDGF dimers bind to PDGF receptors in the plasma membrane and induce receptor dimerisation and activation. PDGFs are involved in a wide variety of signalling processes. PDGFs are found in all vertebrates where at least 2 different chains (A and B) exist. In human (and other mammals), four types of PDGF chains (A, B, C, and D) are known which form five different dimers (AA, AB, BB, CC and DD)."" [GOC:bhm, PMID:11331882]"	2	102	1	16420	0.0098039215686274	0.5	query_1	['GO:0036454']	['PDGFB']
140	GO:CC	GO:0038143	ERBB3:ERBB2 complex	0.028249487431621	True	"""A heterodimeric complex between the tyrosine kinase receptor ERBB2 and a ligand-activated receptor ERBB3. ERBB2, which does not bind any known ligand, is activated through formation of a heterodimer with another ligand-activated ERBB family member such as ERBB3."" [GOC:signaling, PMID:16460914, PMID:8665853, Reactome:R-HSA-1247502, Reactome:R-HSA-1963573, Reactome:R-HSA-1963589]"	2	102	1	16420	0.0098039215686274	0.5	query_1	['GO:0098802']	['ERBB2']
139	GO:CC	GO:0030935	sheet-forming collagen trimer	0.028249487431621	True	"""A protein complex consisting of three collagen chains assembled into a left-handed triple helix. These trimers assemble into a sheet."" [PMID:7188361]"	2	102	1	16420	0.0098039215686274	0.5	query_1	['GO:0098642', 'GO:0098646']	['COL10A1']
138	GO:CC	GO:0034678	integrin alpha8-beta1 complex	0.028249487431621	True	"""An integrin complex that comprises one alpha8 subunit and one beta1 subunit."" [PMID:12297042]"	2	102	1	16420	0.0098039215686274	0.5	query_1	['GO:0008305']	['ITGB1']
137	GO:CC	GO:0005769	early endosome	0.028249487431621	True	"""A membrane-bounded organelle that receives incoming material from primary endocytic vesicles that have been generated by clathrin-dependent and clathrin-independent endocytosis; vesicles fuse with the early endosome to deliver cargo for sorting into recycling or degradation pathways."" [GOC:mah, NIF_Subcellular:nlx_subcell_20090701, PMID:19696797]"	397	102	7	16420	0.0686274509803921	0.017632241813602	query_1	['GO:0005768']	['PTP4A3', 'RAPGEF1', 'EGFR', 'ERBB2', 'SH3GL2', 'VCAM1', 'NRP1']
141	GO:CC	GO:0070436	Grb2-EGFR complex	0.028249487431621	True	"""A protein complex that contains the epidermal growth factor receptor (EGFR) and Grb2, and is involved in linking EGFR activation to the p21-Ras pathway."" [GOC:mah, PMID:7798267]"	2	102	1	16420	0.0098039215686274	0.5	query_1	['GO:0098797']	['GRB2']
1128	GO:BP	GO:1904888	cranial skeletal system development	0.0285619674525504	True	"""The process whose specific outcome is the progression of a cranial skeletal system over time, from its formation to the mature structure. The cranial skeletal system is the skeletal subdivision of the head, and includes the skull (cranium plus mandible), pharyngeal and/or hyoid apparatus."" [GO_REF:0000094, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:11262227]"	69	101	3	15719	0.0297029702970297	0.0434782608695652	query_1	['GO:0048856']	['TGFB3', 'CRKL', 'PDGFRA']
1129	GO:BP	GO:1902074	response to salt	0.0286314679208863	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a salt stimulus."" [GOC:mls, GOC:TermGenie, PMID:16666921]"	371	101	7	15719	0.0693069306930693	0.0188679245283018	query_1	['GO:0042221']	['PDGFB', 'FYN', 'CDH1', 'COL1A1', 'CRKL', 'THBS1', 'ITGA2']
146	GO:CC	GO:0036477	somatodendritic compartment	0.0292458453073384	True	"""The region of a neuron that includes the cell body (cell soma) and dendrite(s), but excludes the axon."" [GOC:pad, GOC:PARL]"	821	102	11	16420	0.1078431372549019	0.0133982947624847	query_1	['GO:0110165']	['ITGB1', 'SRC', 'TGFB3', 'SOS1', 'ITGA1', 'FYN', 'ITGA4', 'ERO1A', 'L1CAM', 'PTK2', 'JAM2']
147	GO:CC	GO:0005901	caveola	0.0292458453073384	True	"""A membrane raft that forms small pit, depression, or invagination that communicates with the outside of a cell and extends inward, indenting the cytoplasm and the cell membrane. Examples include flask-shaped invaginations of the plasma membrane in adipocytes associated with caveolin proteins, and minute pits or incuppings of the cell membrane formed during pinocytosis. Caveolae may be pinched off to form free vesicles within the cytoplasm."" [GOC:mah, ISBN:0721662544, PMID:16645198]"	79	102	3	16420	0.0294117647058823	0.0379746835443038	query_1	['GO:0044853']	['SRC', 'CDH1', 'CBL']
148	GO:CC	GO:0031528	microvillus membrane	0.0292458453073384	True	"""The portion of the plasma membrane surrounding a microvillus."" [GOC:mah]"	28	102	2	16420	0.0196078431372549	0.0714285714285714	query_1	['GO:0005902', 'GO:0031253']	['ITGAV', 'ITGB3']
1133	GO:BP	GO:1903205	regulation of hydrogen peroxide-induced cell death	0.0294719780837688	True	"""Any process that modulates the frequency, rate or extent of hydrogen peroxide-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie]"	24	101	2	15719	0.0198019801980198	0.0833333333333333	query_1	['GO:0036474', 'GO:1901031', 'GO:1903201']	['MET', 'HGF']
1132	GO:BP	GO:0062009	secondary palate development	0.0294719780837688	True	"""The biological process whose specific outcome is the progression of the secondary palate from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure. The secondary palate is the part of the palate formed from the fusion of the two palatine shelves, extensions of the maxillary prominences."" [PMID:28784960]"	24	101	2	15719	0.0198019801980198	0.0833333333333333	query_1	['GO:0060021']	['TGFB3', 'ITGB6']
1130	GO:BP	GO:1902547	regulation of cellular response to vascular endothelial growth factor stimulus	0.0294719780837688	True	"""Any process that modulates the frequency, rate or extent of cellular response to vascular endothelial growth factor stimulus."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:17895370]"	24	101	2	15719	0.0198019801980198	0.0833333333333333	query_1	['GO:0035924', 'GO:0090287']	['PTP4A3', 'VEGFA']
1131	GO:BP	GO:0062149	detection of stimulus involved in sensory perception of pain	0.0294719780837688	True	"""The series of events involved in the perception of pain in which a stimulus is received and converted into a molecular signal."" [PMID:19837031]"	24	101	2	15719	0.0198019801980198	0.0833333333333333	query_1	['GO:0019233', 'GO:0050906']	['FYN', 'ITGA2']
1134	GO:BP	GO:0050877	nervous system process	0.0296307460762187	True	"""A organ system process carried out by any of the organs or tissues of neurological system."" [GOC:ai, GOC:mtg_cardio]"	1098	101	14	15719	0.1386138613861386	0.0127504553734061	query_1	['GO:0003008']	['ITGB1', 'COL4A3', 'SRC', 'COCH', 'HGF', 'COL2A1', 'ITGA5', 'FYN', 'JAM3', 'EGFR', 'COL1A1', 'ITGA3', 'JAM2', 'ITGA2']
1135	GO:BP	GO:0043523	regulation of neuron apoptotic process	0.0296307460762187	True	"""Any process that modulates the occurrence or rate of cell death by apoptotic process in neurons."" [GOC:go_curators, GOC:mtg_apoptosis]"	205	101	5	15719	0.0495049504950495	0.024390243902439	query_1	['GO:0042981', 'GO:0051402', 'GO:1901214']	['NES', 'VEGFB', 'TGFB3', 'ITGA1', 'NRP1']
1136	GO:BP	GO:1901215	negative regulation of neuron death	0.0296307460762187	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of neuron death."" [GOC:rph, GOC:TermGenie]"	205	101	5	15719	0.0495049504950495	0.024390243902439	query_1	['GO:0060548', 'GO:0070997', 'GO:1901214']	['NES', 'VEGFB', 'TGFB3', 'NRP1', 'CBL']
1137	GO:BP	GO:0042692	muscle cell differentiation	0.0296307460762187	True	"""The process in which a relatively unspecialized cell acquires specialized features of a muscle cell."" [CL:0000187, GOC:go_curators]"	374	101	7	15719	0.0693069306930693	0.0187165775401069	query_1	['GO:0030154', 'GO:0061061']	['ITGB1', 'PDGFB', 'PDGFRB', 'VEGFA', 'ADAM12', 'JAM2', 'PDGFRA']
1138	GO:BP	GO:0031400	negative regulation of protein modification process	0.0296383448977838	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	467	101	8	15719	0.0792079207920792	0.0171306209850107	query_1	['GO:0031399', 'GO:0036211', 'GO:0051248']	['PTPN2', 'HGF', 'FYN', 'LYN', 'SH3GL2', 'CRKL', 'CBL', 'SEMA4D']
1139	GO:BP	GO:1904019	epithelial cell apoptotic process	0.0302974182422428	True	"""Any apoptotic process in an epithelial cell."" [GO_REF:0000085, GOC:TermGenie, PMID:19137015]"	133	101	4	15719	0.0396039603960396	0.0300751879699248	query_1	['GO:0006915']	['COL4A3', 'ITGA4', 'PLCG1', 'THBS1']
1140	GO:BP	GO:0019222	regulation of metabolic process	0.0306143370207542	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	6245	101	52	15719	0.5148514851485149	0.0083266613290632	query_1	['GO:0008152', 'GO:0050789']	['PTP4A3', 'MET', 'PTPN2', 'MSR1', 'ITGB1', 'COL4A3', 'VEGFB', 'FN1', 'ITGAV', 'PDGFB', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'COL2A1', 'SOS1', 'ITGA1', 'ITGA5', 'FYN', 'ADAM19', 'LYN', 'GRB2', 'PDGFRB', 'TNC', 'LCP2', 'EGFR', 'AGPAT1', 'ERBB2', 'CDH1', 'VEGFA', 'SH3GL2', 'COL1A1', 'CRKL', 'VTN', 'DIPK2A', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'ITGA3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF']
