Williams syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1468	GO:BP	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	0.0190955007461001	True	"""Any process that modulates the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]"	165	120	5	17376	0.0416666666666666	0.0303030303030303	query_1	['GO:0001817', 'GO:0071706']	['PIK3R1', 'PLCG2', 'SYK', 'THBS1', 'PTPN11']
1469	GO:BP	GO:0070665	positive regulation of leukocyte proliferation	0.0190955007461001	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]"	165	120	5	17376	0.0416666666666666	0.0303030303030303	query_1	['GO:0008284', 'GO:0070661', 'GO:0070663']	['ZAP70', 'LYN', 'SYK', 'VCAM1', 'PTK2']
1470	GO:BP	GO:0071706	tumor necrosis factor superfamily cytokine production	0.0190955007461001	True	"""The appearance of any member of the TNF superfamily due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add]"	165	120	5	17376	0.0416666666666666	0.0303030303030303	query_1	['GO:0001816']	['PIK3R1', 'PLCG2', 'SYK', 'THBS1', 'PTPN11']
1471	GO:BP	GO:0001701	in utero embryonic development	0.0191030181523692	True	"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	391	120	8	17376	0.0666666666666666	0.0204603580562659	query_1	['GO:0043009']	['ITGB1', 'TGFB3', 'SH3PXD2A', 'GRB2', 'EGFR', 'PLCG1', 'VEGFA', 'PDGFRA']
1472	GO:BP	GO:0038066	p38MAPK cascade	0.0193200251617921	True	"""An intracellular protein kinase cascade containing at least a p38 MAPK, a MAPKK and a MAP3K. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinases in the downstream tier to transmit a signal within a cell."" [GOC:signaling, PMID:20811974]"	53	120	3	17376	0.025	0.0566037735849056	query_1	['GO:0051403']	['HGF', 'NCF1', 'VEGFA']
1473	GO:BP	GO:1903076	regulation of protein localization to plasma membrane	0.0193200251617921	True	"""Any process that modulates the frequency, rate or extent of protein localization to plasma membrane."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:11602640]"	104	120	4	17376	0.0333333333333333	0.0384615384615384	query_1	['GO:0072659', 'GO:1904375', 'GO:1905475']	['ITGB1', 'PIK3R1', 'EGFR', 'ITGA3']
1474	GO:BP	GO:1901214	regulation of neuron death	0.0193200251617921	True	"""Any process that modulates the frequency, rate or extent of neuron death."" [GOC:rph, GOC:TermGenie]"	311	120	7	17376	0.0583333333333333	0.022508038585209	query_1	['GO:0010941', 'GO:0070997']	['VEGFB', 'TGFB3', 'FYN', 'KDR', 'PTK2B', 'NRP1', 'CBL']
1475	GO:BP	GO:0045936	negative regulation of phosphate metabolic process	0.0193202290140197	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	392	120	8	17376	0.0666666666666666	0.0204081632653061	query_1	['GO:0006796', 'GO:0010563', 'GO:0019220']	['MLXIPL', 'HGF', 'LYN', 'SH3GL2', 'CRKL', 'EMILIN1', 'CBL', 'SEMA4D']
1476	REAC	REAC:R-HSA-5621575	CD209 (DC-SIGN) signaling	0.0194650694424459	True	CD209 (DC-SIGN) signaling	20	120	2	17376	0.0166666666666666	0.1	query_1	['REAC:R-HSA-5621481']	['FYN', 'LYN']
1477	GO:BP	GO:0010950	positive regulation of endopeptidase activity	0.0194752101984169	True	"""Any process that increases the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:dph, GOC:tb]"	166	120	5	17376	0.0416666666666666	0.0301204819277108	query_1	['GO:0010952', 'GO:0052548']	['RET', 'FYN', 'LYN', 'SYK', 'LCK']
1478	GO:BP	GO:0010563	negative regulation of phosphorus metabolic process	0.0195726292334729	True	"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]"	393	120	8	17376	0.0666666666666666	0.0203562340966921	query_1	['GO:0006793', 'GO:0031324', 'GO:0051174']	['MLXIPL', 'HGF', 'LYN', 'SH3GL2', 'CRKL', 'EMILIN1', 'CBL', 'SEMA4D']
1479	GO:BP	GO:0050670	regulation of lymphocyte proliferation	0.0195726292334729	True	"""Any process that modulates the frequency, rate or extent of lymphocyte proliferation."" [GOC:ai]"	236	120	6	17376	0.05	0.0254237288135593	query_1	['GO:0032944', 'GO:0046651', 'GO:0051249']	['SOS1', 'ZAP70', 'LYN', 'SYK', 'ERBB2', 'VCAM1']
1480	GO:BP	GO:0051895	negative regulation of focal adhesion assembly	0.0195732334776904	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of focal adhesion assembly, the establishment and maturation of focal adhesions."" [GOC:ai]"	17	120	2	17376	0.0166666666666666	0.1176470588235294	query_1	['GO:0001953', 'GO:0048041', 'GO:0051893', 'GO:0150118', 'GO:1901889']	['SRC', 'THBS1']
1481	GO:BP	GO:0048486	parasympathetic nervous system development	0.0195732334776904	True	"""The process whose specific outcome is the progression of the parasympathetic nervous system over time, from its formation to the mature structure. The parasympathetic nervous system is one of the two divisions of the vertebrate autonomic nervous system. Parasympathetic nerves emerge cranially as pre ganglionic fibers from oculomotor, facial, glossopharyngeal and vagus and from the sacral region of the spinal cord. Most neurons are cholinergic and responses are mediated by muscarinic receptors. The parasympathetic system innervates, for example: salivary glands, thoracic and abdominal viscera, bladder and genitalia."" [FMA:9907, GOC:jid, GOC:sr]"	17	120	2	17376	0.0166666666666666	0.1176470588235294	query_1	['GO:0048483', 'GO:0048731']	['NRP2', 'NRP1']
1482	GO:BP	GO:0150118	negative regulation of cell-substrate junction organization	0.0195732334776904	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of cell-substrate junction organization."" [GOC:aruk]"	17	120	2	17376	0.0166666666666666	0.1176470588235294	query_1	['GO:0051129', 'GO:0150115', 'GO:0150116']	['SRC', 'THBS1']
1483	GO:BP	GO:1901032	negative regulation of response to reactive oxygen species	0.0195732334776904	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of response to reactive oxygen species."" [GOC:kmv, GOC:TermGenie]"	17	120	2	17376	0.0166666666666666	0.1176470588235294	query_1	['GO:0000302', 'GO:1901031', 'GO:1902883']	['MET', 'HGF']
1484	GO:BP	GO:0038065	collagen-activated signaling pathway	0.0195732334776904	True	"""The series of molecular signals initiated by collagen binding to a cell surface receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:uh, PMID:21568710]"	17	120	2	17376	0.0166666666666666	0.1176470588235294	query_1	['GO:0007166']	['SYK', 'MUSK']
1485	GO:BP	GO:1903672	positive regulation of sprouting angiogenesis	0.0195732334776904	True	"""Any process that activates or increases the frequency, rate or extent of sprouting angiogenesis."" [GO_REF:0000058, GOC:TermGenie, PMID:16756958]"	17	120	2	17376	0.0166666666666666	0.1176470588235294	query_1	['GO:0002040', 'GO:0045766', 'GO:1903670']	['ITGA5', 'VEGFA']
1486	GO:BP	GO:0010759	positive regulation of macrophage chemotaxis	0.0195732334776904	True	"""Any process that increases the rate, frequency or extent of macrophage chemotaxis. Macrophage chemotaxis is the movement of a macrophage in response to an external stimulus."" [GOC:BHF, GOC:dph, GOC:tb]"	17	120	2	17376	0.0166666666666666	0.1176470588235294	query_1	['GO:0002690', 'GO:0010758', 'GO:0048246', 'GO:0071622', 'GO:0071675', 'GO:1905523']	['PTK2', 'THBS1']
1487	GO:BP	GO:1901550	regulation of endothelial cell development	0.0195732334776904	True	"""Any process that modulates the frequency, rate or extent of endothelial cell development."" [GOC:pr, GOC:TermGenie, PMID:19470579]"	17	120	2	17376	0.0166666666666666	0.1176470588235294	query_1	['GO:0001885', 'GO:0045601', 'GO:0060284']	['VCL', 'VEGFA']
1488	GO:BP	GO:0048532	anatomical structure arrangement	0.0195732334776904	True	"""The process that gives rise to the configuration of the constituent parts of an anatomical structure. This process pertains to the physical shaping of a rudimentary structure. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:go_curators]"	17	120	2	17376	0.0166666666666666	0.1176470588235294	query_1	['GO:0009653', 'GO:0032502']	['NRP2', 'NRP1']
1489	GO:BP	GO:1903140	regulation of establishment of endothelial barrier	0.0195732334776904	True	"""Any process that modulates the frequency, rate or extent of establishment of endothelial barrier."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:24851274]"	17	120	2	17376	0.0166666666666666	0.1176470588235294	query_1	['GO:0061028', 'GO:1901550']	['VCL', 'VEGFA']
1490	GO:BP	GO:1903206	negative regulation of hydrogen peroxide-induced cell death	0.0195732334776904	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hydrogen peroxide-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:14749723, PMID:24252804]"	17	120	2	17376	0.0166666666666666	0.1176470588235294	query_1	['GO:0036474', 'GO:1901032', 'GO:1903202', 'GO:1903205']	['MET', 'HGF']
1491	GO:BP	GO:1903707	negative regulation of hemopoiesis	0.0196692427808894	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]"	105	120	4	17376	0.0333333333333333	0.0380952380952381	query_1	['GO:0002683', 'GO:0010721', 'GO:0030097', 'GO:0051241', 'GO:1903706']	['PIK3R1', 'LYN', 'FBN1', 'ERBB2']
1492	GO:BP	GO:0046545	development of primary female sexual characteristics	0.0196692427808894	True	"""The process whose specific outcome is the progression of the primary female sexual characteristics over time, from their formation to the mature structure. The primary female sexual characteristics are the ovaries, and they develop in response to sex hormone secretion."" [GOC:ai]"	105	120	4	17376	0.0333333333333333	0.0380952380952381	query_1	['GO:0045137', 'GO:0046660']	['SRC', 'KDR', 'VEGFA', 'PDGFRA']
1493	GO:BP	GO:0021545	cranial nerve development	0.0199902877406126	True	"""The process whose specific outcome is the progression of the cranial nerves over time, from its formation to the mature structure. The cranial nerves are composed of twelve pairs of nerves that emanate from the nervous tissue of the hindbrain. These nerves are sensory, motor, or mixed in nature, and provide the motor and general sensory innervation of the head, neck and viscera. They mediate vision, hearing, olfaction and taste and carry the parasympathetic innervation of the autonomic ganglia that control visceral functions."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	54	120	3	17376	0.025	0.0555555555555555	query_1	['GO:0021675']	['NRP2', 'NRP1', 'PLXNA1']
1494	GO:BP	GO:0031102	neuron projection regeneration	0.0199902877406126	True	"""The regrowth of neuronal processes such as axons or dendrites in response to their loss or damage."" [GOC:dgh, GOC:dph, GOC:tb]"	54	120	3	17376	0.025	0.0555555555555555	query_1	['GO:0031099', 'GO:0031175', 'GO:0033554']	['SPP1', 'HGF', 'TNC']
1495	GO:BP	GO:0001541	ovarian follicle development	0.0199902877406126	True	"""The process whose specific outcome is the progression of the ovarian follicle over time, from its formation to the mature structure."" [https://www.ncbi.nlm.nih.gov/books/NBK279054/]"	54	120	3	17376	0.025	0.0555555555555555	query_1	['GO:0003006', 'GO:0008585', 'GO:0048856']	['SRC', 'KDR', 'VEGFA']
1496	GO:BP	GO:0048771	tissue remodeling	0.0201212555150259	True	"""The reorganization or renovation of existing tissues. This process can either change the characteristics of a tissue such as in blood vessel remodeling, or result in the dynamic equilibrium of a tissue such as in bone remodeling."" [GOC:ebc]"	168	120	5	17376	0.0416666666666666	0.0297619047619047	query_1	['GO:0032501']	['SRC', 'SPP1', 'ITGB3', 'SYK', 'PTK2B']
1497	GO:BP	GO:0048640	negative regulation of developmental growth	0.0201885274957463	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of developmental growth."" [GOC:go_curators]"	106	120	4	17376	0.0333333333333333	0.0377358490566037	query_1	['GO:0045926', 'GO:0048589', 'GO:0048638', 'GO:0051093']	['SPP1', 'CDH1', 'NRP1', 'SEMA4D']
1498	GO:BP	GO:0032147	activation of protein kinase activity	0.0201885274957463	True	"""Any process that initiates the activity of an inactive protein kinase."" [GOC:mah]"	106	120	4	17376	0.0333333333333333	0.0377358490566037	query_1	['GO:0045860']	['SRC', 'ITGB3', 'PTK2B', 'VEGFA']
1499	GO:BP	GO:0048144	fibroblast proliferation	0.0201885274957463	True	"""The multiplication or reproduction of fibroblast cells, resulting in the expansion of the fibroblast population."" [GOC:jid]"	106	120	4	17376	0.0333333333333333	0.0377358490566037	query_1	['GO:0008283']	['FN1', 'ITGB3', 'EGFR', 'PDGFRA']
1500	GO:BP	GO:0120034	positive regulation of plasma membrane bounded cell projection assembly	0.0201885274957463	True	"""Any process that activates or increases the frequency, rate or extent of plasma membrane bounded cell projection assembly."" [GOC:krc]"	106	120	4	17376	0.0333333333333333	0.0377358490566037	query_1	['GO:0031346', 'GO:0044089', 'GO:0120031', 'GO:0120032']	['TGFB3', 'PIK3R1', 'AGRN', 'NRP1']
1501	GO:BP	GO:0021700	developmental maturation	0.020195427940316	True	"""A developmental process, independent of morphogenetic (shape) change, that is required for an anatomical structure, cell or cellular component to attain its fully functional state."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	315	120	7	17376	0.0583333333333333	0.0222222222222222	query_1	['GO:0032502']	['PLXNB1', 'RET', 'KDR', 'PTK2B', 'VEGFA', 'AGRN', 'SEMA4D']
1502	REAC	REAC:R-HSA-9013149	RAC1 GTPase cycle	0.0202093673959685	True	RAC1 GTPase cycle	182	120	5	17376	0.0416666666666666	0.0274725274725274	query_1	['REAC:R-HSA-9012999']	['ITGB1', 'PIK3R1', 'SOS1', 'NCF1', 'VAV1']
1503	GO:BP	GO:0032944	regulation of mononuclear cell proliferation	0.0207648984269716	True	"""Any process that modulates the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]"	240	120	6	17376	0.05	0.025	query_1	['GO:0032943', 'GO:0070663']	['SOS1', 'ZAP70', 'LYN', 'SYK', 'ERBB2', 'VCAM1']
1504	GO:BP	GO:2000179	positive regulation of neural precursor cell proliferation	0.0208702758195326	True	"""Any process that activates or increases the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]"	55	120	3	17376	0.025	0.0545454545454545	query_1	['GO:0008284', 'GO:0061351', 'GO:2000177']	['ITGB1', 'LYN', 'VEGFA']
1505	GO:BP	GO:0140962	multicellular organismal-level chemical homeostasis	0.0208702758195326	True	"""A homeostatic process involved in the maintenance of a steady state level of a chemical within extracellular body fluids, such as blood, xylem or phloem, of a multicellular organism. This is distinct from maintenance of cellular homeostasis, which occurs within a cell."" [GOC:curators]"	55	120	3	17376	0.025	0.0545454545454545	query_1	['GO:0048871', 'GO:0048878']	['KDR', 'VEGFA', 'ITGB6']
1506	GO:CC	GO:0034774	secretory granule lumen	0.0210019696175388	True	"""The volume enclosed by the membrane of a secretory granule."" [GOC:rph]"	313	120	7	17376	0.0583333333333333	0.0223642172523961	query_1	['GO:0030141', 'GO:0060205']	['VEGFB', 'FN1', 'TGFB3', 'HGF', 'VCL', 'VEGFA', 'THBS1']
1507	GO:BP	GO:0150054	regulation of postsynaptic neurotransmitter receptor diffusion trapping	0.0212643759161121	True	"""Any process that modulates the frequency, rate or extent of postsynaptic neurotransmitter receptor diffusion trapping."" [GOC:aruk, GOC:bc, PMID:20935643]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0060341', 'GO:0065008', 'GO:0098970', 'GO:1902683']	['ITGB3']
1508	GO:BP	GO:0045887	positive regulation of synaptic assembly at neuromuscular junction	0.0212643759161121	True	"""Any process that activates or increases the frequency, rate or extent of synaptic assembly at neuromuscular junction."" [GOC:go_curators]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0008582', 'GO:0048639', 'GO:0051124', 'GO:0051965', 'GO:1904398']	['AGRN']
1509	GO:BP	GO:1900729	regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway	0.0212643759161121	True	"""Any process that modulates the frequency, rate or extent of adenylate cyclase-inhibiting opioid receptor signaling pathway."" [GOC:sjw, GOC:TermGenie, PMID:17157995]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0031635', 'GO:2000474']	['ITGB3']
1510	GO:BP	GO:0043496	regulation of protein homodimerization activity	0.0212643759161121	True	"""Any process that modulates the frequency, rate or extent of protein homodimerization, interacting selectively with an identical protein to form a homodimer."" [GOC:jl, GOC:tb]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0043393']	['ITGA4']
1511	GO:BP	GO:0032752	positive regulation of interleukin-3 production	0.0212643759161121	True	"""Any process that activates or increases the frequency, rate, or extent of interleukin-3 production."" [GOC:mah]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0001819', 'GO:0032632', 'GO:0032672']	['SYK']
1512	GO:BP	GO:1903572	positive regulation of protein kinase D signaling	0.0212643759161121	True	"""Any process that activates or increases the frequency, rate or extent of protein kinase D signaling."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:20497126]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0089700', 'GO:1902533', 'GO:1903570']	['VEGFA']
1513	GO:BP	GO:1903570	regulation of protein kinase D signaling	0.0212643759161121	True	"""Any process that modulates the frequency, rate or extent of protein kinase D signaling."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:20497126]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0089700', 'GO:1902531']	['VEGFA']
1514	GO:BP	GO:1900731	positive regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway	0.0212643759161121	True	"""Any process that activates or increases the frequency, rate or extent of adenylate cyclase-inhibiting opioid receptor signaling pathway."" [GOC:sjw, GOC:TermGenie, PMID:17157995]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0031635', 'GO:1900729', 'GO:2000476']	['ITGB3']
1515	GO:BP	GO:0014886	transition between slow and fast fiber	0.0212643759161121	True	"""The process of conversion of slow-contracting muscle fibers to a faster character. This may involve increasing of contractile rate, fast myosin gene induction, increase in glycolytic metabolic properties, altered electrophysiology and altered innervation. This process also regulates skeletal muscle adapatation."" [GOC:ef, GOC:mtg_muscle]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0014733']	['GTF2IRD1']
1516	GO:BP	GO:0090668	endothelial cell chemotaxis to vascular endothelial growth factor	0.0212643759161121	True	"""The directed movement of an endothelial cell in response to the presence of vascular endothelial growth factor (VEGF)."" [GOC:BHF, GOC:BHF_miRNA, GOC:rph, PMID:21885851]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0090667']	['GAB1']
1517	GO:BP	GO:0090667	cell chemotaxis to vascular endothelial growth factor	0.0212643759161121	True	"""The directed movement of a motile cell in response to the presence of vascular endothelial growth factor (VEGF)."" [GOC:BHF, GOC:BHF_miRNA, GOC:rph, PMID:21885851]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0035924', 'GO:0060326']	['GAB1']
1518	GO:BP	GO:0051917	regulation of fibrinolysis	0.0212643759161121	True	"""Any process that modulates the frequency, rate or extent of fibrinolysis, an ongoing process that solubilizes fibrin, resulting in the removal of small blood clots."" [GOC:ai]"	18	120	2	17376	0.0166666666666666	0.1111111111111111	query_1	['GO:0030193', 'GO:0042730']	['VTN', 'THBS1']
1519	GO:BP	GO:0090138	regulation of actin cytoskeleton organization by cell-cell adhesion	0.0212643759161121	True	"""Any cell-cell adhesion process that modulates the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0032956', 'GO:0098609']	['JAM3']
1520	GO:BP	GO:2000476	positive regulation of opioid receptor signaling pathway	0.0212643759161121	True	"""Any process that activates or increases the frequency, rate or extent of opioid receptor signaling pathway."" [GOC:obol]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0038003', 'GO:0045745', 'GO:2000474']	['ITGB3']
1521	GO:BP	GO:0035906	descending aorta development	0.0212643759161121	True	"""The progression of the descending aorta over time, from its initial formation to the mature structure. The descending aorta is the portion of the aorta in a two-pass circulatory system from the arch of aorta to the point where it divides into the common iliac arteries. In a two-pass circulatory system blood passes twice through the heart to supply the body once."" [GOC:bf, GOC:dgh, MA:0002571, UBERON:0001514, Wikipedia:Descending_aorta]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0035904', 'GO:0048856']	['LOX']
1522	GO:BP	GO:0090136	epithelial cell-cell adhesion	0.0212643759161121	True	"""The attachment of an epithelial cell to another epithelial cell via adhesion molecules."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	18	120	2	17376	0.0166666666666666	0.1111111111111111	query_1	['GO:0098609']	['ITGB5', 'VCL']
1523	GO:BP	GO:2000539	regulation of protein geranylgeranylation	0.0212643759161121	True	"""Any process that modulates the frequency, rate or extent of protein geranylgeranylation."" [GOC:obol]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0010556', 'GO:0018344', 'GO:0031323', 'GO:0031399']	['MUSK']
1524	GO:BP	GO:2000541	positive regulation of protein geranylgeranylation	0.0212643759161121	True	"""Any process that activates or increases the frequency, rate or extent of protein geranylgeranylation."" [GOC:obol]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0018344', 'GO:0031325', 'GO:0031401', 'GO:2000539']	['MUSK']
1525	GO:BP	GO:1901629	regulation of presynaptic membrane organization	0.0212643759161121	True	"""Any process that modulates the frequency, rate or extent of presynaptic membrane organization."" [GOC:TermGenie, PMID:22426000]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0050807', 'GO:0097090']	['LRP4']
1526	GO:BP	GO:0050746	regulation of lipoprotein metabolic process	0.0212643759161121	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving lipoproteins, any conjugated, water-soluble protein in which the nonprotein group consists of a lipid or lipids."" [GOC:ai]"	18	120	2	17376	0.0166666666666666	0.1111111111111111	query_1	['GO:0031323', 'GO:0042157', 'GO:0051246']	['ITGAV', 'ITGB3']
1527	GO:BP	GO:1901631	positive regulation of presynaptic membrane organization	0.0212643759161121	True	"""Any process that activates or increases the frequency, rate or extent of presynaptic membrane organization."" [GOC:TermGenie, PMID:22426000]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0051130', 'GO:0097090', 'GO:1901629']	['LRP4']
1528	GO:BP	GO:0085017	entry into host cell by a symbiont-containing vacuole	0.0212643759161121	True	"""The invasion by a symbiont of a cell of a host organism, forming a vacuole in which the symbiont resides. The vacuole membrane is formed from lipids and proteins derived from both host and symbiont. Begins when the symbiont attaches on to the host cell membrane which invaginates and deepens as the symbiont enters, and ends when the host cell membrane closes behind the newly-formed vacuole."" [GOC:jl, PMID:18665841, PMID:8690024, PMID:9580555]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0044409']	['ITGAV']
1529	GO:BP	GO:0090074	negative regulation of protein homodimerization activity	0.0212643759161121	True	"""Any process that decreases the frequency, rate or extent of protein homodimerization, interacting selectively with an identical protein to form a homodimer."" [GOC:dph, GOC:tb]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0032091', 'GO:0043496']	['ITGA4']
1530	GO:BP	GO:0051463	negative regulation of cortisol secretion	0.0212643759161121	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the regulated release of cortisol from a cell."" [GOC:ai]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0043400', 'GO:0051462', 'GO:2000850']	['PTPN11']
1531	GO:BP	GO:1901655	cellular response to ketone	0.0212643759161121	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ketone stimulus."" [GOC:pr, GOC:TermGenie]"	109	120	4	17376	0.0333333333333333	0.036697247706422	query_1	['GO:1901654', 'GO:1901701']	['SRC', 'SPP1', 'NCF1', 'ADAM15']
1532	GO:BP	GO:0060301	positive regulation of cytokine activity	0.0212643759161121	True	"""Any process that increases the rate, frequency or extent of the activity of a molecule that controls the survival, growth, differentiation and effector function of tissues and cells."" [GOC:BHF, GOC:dph, GOC:tb]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0009967', 'GO:0060300', 'GO:1900122', 'GO:2000273']	['NRP1']
1533	GO:BP	GO:1904027	negative regulation of collagen fibril organization	0.0212643759161121	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of collagen fibril organization."" [GO_REF:0000058, GOC:TermGenie, PMID:25451920]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0030199', 'GO:1902904', 'GO:1903054', 'GO:1904026']	['EMILIN1']
1534	GO:BP	GO:0000304	response to singlet oxygen	0.0212643759161121	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a singlet oxygen stimulus. Singlet oxygen is a dioxygen (O2) molecule in which two 2p electrons have similar spin. Singlet oxygen is more highly reactive than the form in which these electrons are of opposite spin, and it is produced in mutant chloroplasts lacking carotenoids and by leukocytes during metabolic burst."" [GOC:krc, ISBN:0124325653, ISBN:0198506732]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0000302', 'GO:0010035']	['FYN']
1535	GO:BP	GO:0048673	collateral sprouting of intact axon in response to injury	0.0212643759161121	True	"""The process in which outgrowths develop from the axons of intact undamaged neurons as a result of injury to an axon. The collateral sprouts typically appear from undamaged axons in a tissue which has had part of its nerve supply removed, and they can often innervate successfully any cells that have lost some or all of their original synaptic input."" [GOC:dgh, GOC:dph, GOC:jid]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0031103', 'GO:0048668']	['SPP1']
1536	GO:BP	GO:0031349	positive regulation of defense response	0.0212643759161121	True	"""Any process that activates or increases the frequency, rate or extent of a defense response."" [GOC:mah]"	403	120	8	17376	0.0666666666666666	0.0198511166253101	query_1	['GO:0006952', 'GO:0031347', 'GO:0048584']	['SRC', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK', 'FCGR1A', 'EMILIN1']
1537	GO:BP	GO:1905564	positive regulation of vascular endothelial cell proliferation	0.0212643759161121	True	"""Any process that activates or increases the frequency, rate or extent of vascular endothelial cell proliferation."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23201774]"	18	120	2	17376	0.0166666666666666	0.1111111111111111	query_1	['GO:0001938', 'GO:0101023', 'GO:1905562']	['ITGA4', 'PLCG1']
1538	GO:BP	GO:0043157	response to cation stress	0.0212643759161121	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of cation stress, an increase or decrease in the concentration of positively charged ions in the environment."" [GOC:jl, PMID:14762213]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0009651']	['PTK2B']
1539	GO:BP	GO:0036323	vascular endothelial growth factor receptor-1 signaling pathway	0.0212643759161121	True	"""The series of molecular signals initiated by a ligand binding to a vascular endothelial growth factor receptor-1 (VEGFR-1) on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:uh, Wikipedia:FLT1, Wikipedia:VEGF_receptors]"	1	120	1	17376	0.0083333333333333	1.0	query_1	['GO:0048010']	['FLT1']
