Branchio-oculo-facial syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1583	GO:BP	GO:0033233	regulation of protein sumoylation	0.0280361447465722	True	"""Any process that modulates the frequency, rate or extent of the addition of SUMO groups to a protein."" [GOC:mah]"	25	101	2	17376	0.0198019801980198	0.08	query_1	['GO:0016925', 'GO:1903320']	['CTNNB1', 'CDKN2A']
1584	GO:BP	GO:0048596	embryonic camera-type eye morphogenesis	0.0280361447465722	True	"""The process in which the anatomical structures of the eye are generated and organized during embryonic development."" [GOC:jid, GOC:mtg_sensu]"	25	101	2	17376	0.0198019801980198	0.08	query_1	['GO:0031076', 'GO:0048048', 'GO:0048593']	['CITED2', 'TFAP2A']
1585	GO:BP	GO:0070897	transcription preinitiation complex assembly	0.0280361447465722	True	"""The aggregation, arrangement and bonding together of proteins on promoter DNA to form the transcriptional preinitiation complex (PIC), required for transcription."" [GOC:jp, GOC:txnOH]"	74	101	3	17376	0.0297029702970297	0.0405405405405405	query_1	['GO:0006352', 'GO:0065004']	['SMARCA4', 'ESR1', 'TP53']
1586	GO:BP	GO:0001759	organ induction	0.0280361447465722	True	"""The interaction of two or more cells or tissues that causes them to change their fates and specify the development of an organ."" [ISBN:0878932437]"	25	101	2	17376	0.0198019801980198	0.08	query_1	['GO:0003156', 'GO:0010092', 'GO:0031128', 'GO:0110110']	['CTNNB1', 'AR']
1587	GO:BP	GO:0060740	prostate gland epithelium morphogenesis	0.0280361447465722	True	"""The process in which the anatomical structures of epithelia of the prostate gland are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph]"	25	101	2	17376	0.0198019801980198	0.08	query_1	['GO:0002009', 'GO:0003006', 'GO:0060512']	['AR', 'ESR1']
1588	GO:BP	GO:0055017	cardiac muscle tissue growth	0.0280361447465722	True	"""The increase in size or mass of a cardiac muscle, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."" [GOC:devbiol]"	74	101	3	17376	0.0297029702970297	0.0405405405405405	query_1	['GO:0048589', 'GO:0048738', 'GO:0060419']	['CITED2', 'YY1', 'CDK1']
1589	GO:BP	GO:0072028	nephron morphogenesis	0.0280361447465722	True	"""The process in which the anatomical structures of the nephron are generated and organized. A nephron is the functional unit of the kidney."" [GOC:mtg_kidney_jan10]"	74	101	3	17376	0.0297029702970297	0.0405405405405405	query_1	['GO:0009653', 'GO:0060993', 'GO:0072006']	['MYC', 'CTNNB1', 'SMAD4']
1590	GO:BP	GO:0019318	hexose metabolic process	0.0280589607785835	True	"""The chemical reactions and pathways involving a hexose, any monosaccharide with a chain of six carbon atoms in the molecule."" [ISBN:0198506732]"	220	101	5	17376	0.0495049504950495	0.0227272727272727	query_1	['GO:0005996']	['AKT1', 'EP300', 'FOXO1', 'TFAP2B', 'TP53']
1591	GO:BP	GO:0048738	cardiac muscle tissue development	0.0280589607785835	True	"""The process whose specific outcome is the progression of cardiac muscle over time, from its formation to the mature structure."" [GOC:dph, GOC:jid, GOC:lm]"	220	101	5	17376	0.0495049504950495	0.0227272727272727	query_1	['GO:0007507', 'GO:0014706']	['CITED2', 'SMAD4', 'YY1', 'CDK1', 'FOXH1']
1592	GO:BP	GO:0071322	cellular response to carbohydrate stimulus	0.0281017941523659	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a carbohydrate stimulus."" [GOC:mah]"	141	101	4	17376	0.0396039603960396	0.0283687943262411	query_1	['GO:0009743', 'GO:0071310', 'GO:1901701']	['SMARCA4', 'SIN3A', 'SMAD4', 'KAT5']
1593	GO:BP	GO:0009914	hormone transport	0.0283001701060002	True	"""The directed movement of hormones into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:tb]"	309	101	6	17376	0.0594059405940594	0.0194174757281553	query_1	['GO:0006810', 'GO:0010817']	['REST', 'KDM5B', 'SMAD2', 'SMAD4', 'FOXO1', 'TFAP2B']
1594	GO:BP	GO:0030534	adult behavior	0.0286634137271304	True	"""Behavior in a fully developed and mature organism."" [GOC:mah, ISBN:0877797099]"	142	101	4	17376	0.0396039603960396	0.028169014084507	query_1	['GO:0007610']	['CDK5', 'EHMT2', 'CCND2', 'HDAC2']
1595	GO:BP	GO:0044403	biological process involved in symbiotic interaction	0.0286634137271304	True	"""A process carried out by gene products in an organism that enable the organism to engage in a symbiotic relationship, a more or less intimate association, with another organism. The various forms of symbiosis include parasitism, in which the association is disadvantageous or destructive to one of the organisms; mutualism, in which the association is advantageous, or often necessary to one or both and not harmful to either; and commensalism, in which one member of the association benefits while the other is not affected. However, mutualism, parasitism, and commensalism are often not discrete categories of interactions and should rather be perceived as a continuum of interaction ranging from parasitism to mutualism. In fact, the direction of a symbiotic interaction can change during the lifetime of the symbionts due to developmental changes as well as changes in the biotic/abiotic environment in which the interaction occurs. Microscopic symbionts are often referred to as endosymbionts."" [GOC:cc, PMID:31257129]"	310	101	6	17376	0.0594059405940594	0.0193548387096774	query_1	['GO:0044419']	['REST', 'HDAC1', 'SMARCA4', 'EP300', 'CDK1', 'SP1']
1596	GO:BP	GO:2001056	positive regulation of cysteine-type endopeptidase activity	0.0286634137271304	True	"""Any process that activates or increases the frequency, rate or extent of cysteine-type endopeptidase activity."" [GOC:obol]"	142	101	4	17376	0.0396039603960396	0.028169014084507	query_1	['GO:0010950', 'GO:2000116']	['REST', 'MYC', 'CDKN2A', 'SMAD3']
1597	GO:BP	GO:0072006	nephron development	0.0286634137271304	True	"""The process whose specific outcome is the progression of the nephron over time, from its formation to the mature structure. A nephron is the functional unit of the kidney."" [GOC:mtg_kidney_jan10]"	142	101	4	17376	0.0396039603960396	0.028169014084507	query_1	['GO:0001822', 'GO:0048856']	['MYC', 'CTNNB1', 'SMAD4', 'TFAP2B']
1598	GO:BP	GO:0003407	neural retina development	0.0287335263274429	True	"""The progression of the neural retina over time from its initial formation to the mature structure. The neural retina is the part of the retina that contains neurons and photoreceptor cells."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	75	101	3	17376	0.0297029702970297	0.04	query_1	['GO:0048856', 'GO:0060041']	['TFAP2A', 'SMARCA4', 'TFAP2B']
1599	GO:BP	GO:0055013	cardiac muscle cell development	0.0287335263274429	True	"""The process whose specific outcome is the progression of a cardiac muscle cell over time, from its formation to the mature state."" [GOC:devbiol, GOC:mtg_heart]"	75	101	3	17376	0.0297029702970297	0.04	query_1	['GO:0055001', 'GO:0055006', 'GO:0055007']	['SMAD4', 'YY1', 'CDK1']
1600	GO:CC	GO:0000806	Y chromosome	0.02878941163707	True	"""The sex chromosome present in males of species in which the male is the heterogametic sex; generally, the sex chromosome that pairs with the X chromosome in the heterogametic sex. The Y chromosome is absent from the cells of females and present in one copy in the somatic cells of males."" [GOC:mah, GOC:mr, ISBN:0582227089, PMID:20622855, Wikipedia:XY_sex-determination_system]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0000803']	['CDK2']
1601	GO:CC	GO:0070557	PCNA-p21 complex	0.02878941163707	True	"""A protein complex that contains the cyclin-dependent protein kinase inhibitor p21WAF1/CIP1 bound to PCNA; formation of the complex inhibits DNA replication."" [GOC:mah, PMID:7911228, PMID:7915843]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0140513']	['CDKN1A']
1602	GO:CC	GO:1990711	beta-catenin-ICAT complex	0.02878941163707	True	"""Transcription factor complex that inhibits binding of Tcf to beta-catenin while preserving interaction of catenin with cadherin thus inhibiting transcription mediated by beta-catenin-Tcf complex."" [GOC:bhm, PMID:12408824]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0090571']	['CTNNB1']
1603	GO:CC	GO:0070443	Mad-Max complex	0.02878941163707	True	"""A transcriptional repressor complex that consists of a heterodimer of the bHLH-ZIP proteins Mad and Max."" [PMID:8224841]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0090571']	['MAX']
1604	GO:CC	GO:0034750	Scrib-APC-beta-catenin complex	0.02878941163707	True	"""A protein complex that contains the Scribble protein (a cell polarity determinant), the tumor suppressor protein adenomatous polyposis coli (APC), and beta-catenin; may be involved in the control of cell proliferation."" [PMID:16611247]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0005737', 'GO:0032991']	['CTNNB1']
1605	GO:CC	GO:0071142	homomeric SMAD protein complex	0.02878941163707	True	"""A protein complex composed of a single type of SMAD family proteins. In the absence of Smad4, phosphorylation of R-SMADs results in their homotrimerization. However, these complexes do not appear to import into the nucleus and are assumed to be transcriptionally inactive."" [GOC:bhm, GOC:mah, PMID:11779505, PMID:16322555, PMID:9670020]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0005737', 'GO:0071141']	['SMAD2']
1606	GO:BP	GO:0016032	viral process	0.0289823698023317	True	"""A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle."" [GOC:bf, GOC:jl, GOC:mah]"	407	101	7	17376	0.0693069306930693	0.0171990171990172	query_1	['GO:0008150']	['REST', 'HDAC1', 'SMARCA4', 'EP300', 'CDK1', 'SP1', 'TP53']
1607	GO:BP	GO:0022409	positive regulation of cell-cell adhesion	0.0293845185067658	True	"""Any process that activates or increases the rate or extent of cell adhesion to another cell."" [GOC:isa_complete]"	312	101	6	17376	0.0594059405940594	0.0192307692307692	query_1	['GO:0022407', 'GO:0045785', 'GO:0098609']	['CITED2', 'BMI1', 'AKT1', 'FOXO3', 'SMARCA4', 'KAT5']
1608	GO:BP	GO:0010817	regulation of hormone levels	0.0296398060654449	True	"""Any process that modulates the levels of hormone within an organism or a tissue. A hormone is any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action."" [GOC:BHF, GOC:dph, GOC:tb]"	511	101	8	17376	0.0792079207920792	0.0156555772994129	query_1	['GO:0065008']	['REST', 'SIN3A', 'KDM5B', 'SMAD2', 'SMAD4', 'ESR1', 'FOXO1', 'TFAP2B']
1609	GO:BP	GO:0003012	muscle system process	0.0296451556200759	True	"""A organ system process carried out at the level of a muscle. Muscle tissue is composed of contractile cells or fibers."" [GOC:mtg_cardio]"	409	101	7	17376	0.0693069306930693	0.0171149144254278	query_1	['GO:0003008']	['EZH2', 'FOXO3', 'SMAD4', 'YY1', 'FOXO1', 'SMAD3', 'HDAC2']
1610	GO:BP	GO:1901983	regulation of protein acetylation	0.0296599786843957	True	"""Any process that modulates the frequency, rate or extent of protein acetylation."" [GOC:TermGenie, PMID:22117195]"	76	101	3	17376	0.0297029702970297	0.0394736842105263	query_1	['GO:0006473', 'GO:0031399']	['SMAD4', 'KAT5', 'HDAC2']
1611	GO:BP	GO:2000737	negative regulation of stem cell differentiation	0.0297838426599345	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of stem cell differentiation."" [GOC:obol]"	26	101	2	17376	0.0198019801980198	0.0769230769230769	query_1	['GO:0045596', 'GO:0048863', 'GO:2000736']	['REST', 'EZH2']
1612	GO:BP	GO:1903055	positive regulation of extracellular matrix organization	0.0297838426599345	True	"""Any process that activates or increases the frequency, rate or extent of extracellular matrix organization."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:22357537]"	26	101	2	17376	0.0198019801980198	0.0769230769230769	query_1	['GO:0030198', 'GO:0051130', 'GO:1903053']	['RB1', 'SMAD3']
1613	GO:BP	GO:1904706	negative regulation of vascular associated smooth muscle cell proliferation	0.0297838426599345	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of vascular smooth muscle cell proliferation."" [GO_REF:0000058, GOC:TermGenie, PMID:23246467]"	26	101	2	17376	0.0198019801980198	0.0769230769230769	query_1	['GO:0048662', 'GO:1904705', 'GO:1990874']	['CDKN1A', 'CDKN1B']
1614	GO:BP	GO:1903050	regulation of proteolysis involved in protein catabolic process	0.0302717397693075	True	"""Any process that modulates the frequency, rate or extent of proteolysis involved in cellular catabolic process."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:18307834]"	225	101	5	17376	0.0495049504950495	0.0222222222222222	query_1	['GO:0030162', 'GO:0051603']	['AKT1', 'RBX1', 'RYBP', 'CDKN2A', 'CDK2']
1615	REAC	REAC:R-HSA-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	0.0304957286195954	True	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	94	101	3	17376	0.0297029702970297	0.0319148936170212	query_1	['REAC:R-HSA-8878171']	['HDAC1', 'SIN3A', 'EP300']
1616	GO:BP	GO:0060395	SMAD protein signal transduction	0.030587902789979	True	"""An intracellular signal transduction process that starts with the activation of a SMAD protein, and ultimately effecting a change in the functioning of the cell, for e. g. transcription. SMAD proteins are activated by protein serine/threonine kinase cell surface receptors."" [GOC:BHF]"	77	101	3	17376	0.0297029702970297	0.0389610389610389	query_1	['GO:0007178', 'GO:0035556']	['SMAD2', 'SMAD4', 'SMAD3']
1617	GO:BP	GO:0043933	protein-containing complex organization	0.030587902789979	True	"""Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein complex."" [GOC:mah]"	1727	101	18	17376	0.1782178217821782	0.0104226983207874	query_1	['GO:0016043']	['MYC', 'CREBBP', 'MAX', 'KCTD1', 'RB1', 'RBBP4', 'SMARCA4', 'SMAD2', 'SMAD4', 'EP300', 'RUVBL1', 'MNAT1', 'CDK1', 'KCTD15', 'ESR1', 'CDKN1B', 'TP53', 'SMAD3']
1618	GO:BP	GO:0044419	biological process involved in interspecies interaction between organisms	0.0307133615241927	True	"""Any process evolved to enable an interaction with an organism of a different species."" [GOC:cc]"	1596	101	17	17376	0.1683168316831683	0.0106516290726817	query_1	['GO:0008150']	['REST', 'AKT1', 'CREBBP', 'HDAC1', 'SMARCA4', 'SIN3A', 'EP300', 'CDK1', 'SP1', 'ESR1', 'KAT5', 'SKP2', 'CDK4', 'TP53', 'SMAD3', 'HDAC2', 'CDK6']
1619	GO:BP	GO:0009967	positive regulation of signal transduction	0.0308852331656822	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]"	1467	101	16	17376	0.1584158415841584	0.0109066121336059	query_1	['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']	['CITED2', 'CDKN2B', 'MYC', 'EZH2', 'CREBBP', 'CTNNB1', 'SMARCA4', 'AR', 'SMAD2', 'SMAD4', 'EP300', 'RUVBL1', 'CDKN2A', 'SKP2', 'TP53', 'SMAD3']
1620	GO:BP	GO:0031023	microtubule organizing center organization	0.0310759654670554	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a microtubule organizing center, a structure from which microtubules grow."" [GOC:dph, GOC:jl, GOC:mah]"	146	101	4	17376	0.0396039603960396	0.0273972602739726	query_1	['GO:0000226', 'GO:0007017', 'GO:0016043']	['E2F4', 'CTNNB1', 'CDK1', 'CDK2']
1621	REAC	REAC:R-HSA-391251	Protein folding	0.0312693503511925	True	Protein folding	95	101	3	17376	0.0297029702970297	0.031578947368421	query_1	['REAC:R-HSA-392499']	['CCNE2', 'CCNE1', 'TP53']
1622	GO:BP	GO:0060512	prostate gland morphogenesis	0.0317963685717646	True	"""The process in which the anatomical structures of a prostate gland are generated and organized."" [GOC:dph, PMID:18977204]"	27	101	2	17376	0.0198019801980198	0.074074074074074	query_1	['GO:0003006', 'GO:0022612', 'GO:0030850']	['AR', 'ESR1']
1623	GO:BP	GO:0031365	N-terminal protein amino acid modification	0.0317963685717646	True	"""The alteration of the N-terminal amino acid residue in a protein."" [GOC:mah]"	27	101	2	17376	0.0198019801980198	0.074074074074074	query_1	['GO:0036211']	['CREBBP', 'EP300']
1624	GO:BP	GO:0045815	transcription initiation-coupled chromatin remodeling	0.0317963685717646	True	"""An epigenetic mechanism of regulation of gene expression that involves chromatin remodeling to capacitate gene expression by either modifying the chromatin fiber, the nucleosomal histones, or the DNA."" [PMID:34414474]"	27	101	2	17376	0.0198019801980198	0.074074074074074	query_1	['GO:0010628', 'GO:0040029']	['EP300', 'TP53']
1625	GO:BP	GO:0006996	organelle organization	0.0318291059955352	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]"	3431	101	30	17376	0.297029702970297	0.0087438064704167	query_1	['GO:0016043']	['AKT1', 'CTCF', 'MYC', 'EZH2', 'CDK5', 'EHMT2', 'E2F4', 'CCNB1', 'CCNA1', 'CCNE2', 'CTNNB1', 'RB1', 'SMARCA4', 'CCNE1', 'DNMT1', 'SIN3A', 'SMAD4', 'EP300', 'RUVBL1', 'MNAT1', 'YY1', 'CDK1', 'CDKN2A', 'CDK2', 'KAT5', 'CDKN1B', 'TP53', 'SMAD3', 'YEATS4', 'EPC1']
1626	REAC	REAC:R-HSA-975871	MyD88 cascade initiated on plasma membrane	0.0318683353379675	True	MyD88 cascade initiated on plasma membrane	96	101	3	17376	0.0297029702970297	0.03125	query_1	['REAC:R-HSA-168142', 'REAC:R-HSA-168176']	['SKP1', 'CUL1', 'TP53']
1627	REAC	REAC:R-HSA-168176	Toll Like Receptor 5 (TLR5) Cascade	0.0318683353379675	True	Toll Like Receptor 5 (TLR5) Cascade	96	101	3	17376	0.0297029702970297	0.03125	query_1	['REAC:R-HSA-168898']	['SKP1', 'CUL1', 'TP53']
1628	REAC	REAC:R-HSA-168142	Toll Like Receptor 10 (TLR10) Cascade	0.0318683353379675	True	Toll Like Receptor 10 (TLR10) Cascade	96	101	3	17376	0.0297029702970297	0.03125	query_1	['REAC:R-HSA-168898']	['SKP1', 'CUL1', 'TP53']
1629	REAC	REAC:R-HSA-9029569	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	0.0319333312693305	True	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	36	101	2	17376	0.0198019801980198	0.0555555555555555	query_1	['REAC:R-HSA-9024446']	['EP300', 'KDM1A']
1630	GO:BP	GO:0007281	germ cell development	0.0320619029709903	True	"""The process whose specific outcome is the progression of an immature germ cell over time, from its formation to the mature structure (gamete). A germ cell is any reproductive cell in a multicellular organism."" [GOC:go_curators]"	319	101	6	17376	0.0594059405940594	0.018808777429467	query_1	['GO:0003006', 'GO:0007276', 'GO:0022412', 'GO:0048468']	['AKT1', 'EHMT2', 'CTNNB1', 'KAT5', 'RNF2', 'EPC1']
1631	GO:BP	GO:0090257	regulation of muscle system process	0.0321859751865653	True	"""Any process that modulates the frequency, rate or extent of a muscle system process, a multicellular organismal process carried out by any of the organs or tissues in a muscle system."" [GOC:dph, GOC:tb]"	229	101	5	17376	0.0495049504950495	0.0218340611353711	query_1	['GO:0003012', 'GO:0044057']	['FOXO3', 'SMAD4', 'YY1', 'FOXO1', 'SMAD3']
1632	GO:CC	GO:0016514	SWI/SNF complex	0.0322452198111309	True	"""A SWI/SNF-type complex that contains 8 to 14 proteins, including both conserved (core) and nonconserved components; contains the ATPase product of the yeast SNF2 or mammalian SMARCA4/BAF190A/BRG1 gene, or an ortholog thereof."" [GOC:bhm, PMID:12672490]"	30	101	2	17376	0.0198019801980198	0.0666666666666666	query_1	['GO:0070603']	['RB1', 'SMARCA4']
1633	GO:BP	GO:1900407	regulation of cellular response to oxidative stress	0.0324679119297025	True	"""Any process that modulates the frequency, rate or extent of cellular response to oxidative stress."" [GOC:mah, GOC:TermGenie]"	79	101	3	17376	0.0297029702970297	0.0379746835443038	query_1	['GO:0034599', 'GO:0080135', 'GO:1902882']	['REST', 'AKT1', 'CTNNB1']
1634	GO:BP	GO:0021675	nerve development	0.0324679119297025	True	"""The process whose specific outcome is the progression of a nerve over time, from its formation to the mature structure."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	79	101	3	17376	0.0297029702970297	0.0379746835443038	query_1	['GO:0007399', 'GO:0048856']	['CITED2', 'CTNNB1', 'TFAP2A']
1635	GO:BP	GO:0030902	hindbrain development	0.0327498585615663	True	"""The process whose specific outcome is the progression of the hindbrain over time, from its formation to the mature structure. The hindbrain is the posterior of the three primary divisions of the developing chordate brain, or the corresponding part of the adult brain (in vertebrates, includes the cerebellum, pons, and medulla oblongata and controls the autonomic functions and equilibrium)."" [http://www2.merriam-webster.com/cgi-bin/mwmednlm?book=Medical&va=hindbrain]"	150	101	4	17376	0.0396039603960396	0.0266666666666666	query_1	['GO:0007420', 'GO:0048856']	['EZH2', 'CDK5', 'CTNNB1', 'TP53']
1636	GO:BP	GO:0003340	negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis	0.0327498585615663	True	"""Any process that decreases the rate, frequency or extent of the transition where a mesenchymal cell establishes apical/basolateral polarity,forms intercellular adhesive junctions, synthesizes basement membrane components and becomes an epithelial cell that will contribute to the shaping of the metanephros."" [GOC:dph, GOC:yaf]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0003337', 'GO:0003339', 'GO:2000697']	['CTNNB1']
1637	GO:BP	GO:0014735	regulation of muscle atrophy	0.0327498585615663	True	"""Any process that modulates the frequency, rate or extent of muscle atrophy."" [GOC:mtg_muscle]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0014889', 'GO:0043502']	['FOXO3']
1638	GO:BP	GO:0045116	protein neddylation	0.0327498585615663	True	"""Covalent attachment of the ubiquitin-like protein NEDD8 (RUB1) to another protein."" [PMID:11698580]"	28	101	2	17376	0.0198019801980198	0.0714285714285714	query_1	['GO:0032446']	['RBX1', 'CDKN2A']
1639	GO:BP	GO:0065004	protein-DNA complex assembly	0.0327498585615663	True	"""The aggregation, arrangement and bonding together of proteins and DNA molecules to form a protein-DNA complex."" [GOC:jl]"	231	101	5	17376	0.0495049504950495	0.0216450216450216	query_1	['GO:0065003', 'GO:0071824']	['RB1', 'RBBP4', 'SMARCA4', 'ESR1', 'TP53']
1640	GO:BP	GO:0014737	positive regulation of muscle atrophy	0.0327498585615663	True	"""Any process that activates or increases the frequency, rate or extent of muscle atrophy."" [GOC:mtg_muscle]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0014735', 'GO:0014744', 'GO:0014889']	['FOXO3']
1641	GO:BP	GO:0051984	positive regulation of chromosome segregation	0.0327498585615663	True	"""Any process that activates or increases the frequency, rate or extent of chromosome segregation, the process in which genetic material, in the form of chromosomes, is organized and then physically separated and apportioned to two or more sets."" [GOC:ai]"	28	101	2	17376	0.0198019801980198	0.0714285714285714	query_1	['GO:0007059', 'GO:0051983', 'GO:0090068']	['CCNB1', 'KAT5']
1642	GO:BP	GO:0003404	optic vesicle morphogenesis	0.0327498585615663	True	"""The developmental process pertaining to the formation and shaping of the optic vesicle. This process begins with the specific processes that contribute to the appearance of the vesicle and ends when the vesicle has evaginated. The optic vesicle is the evagination of neurectoderm that precedes formation of the optic cup."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0048596', 'GO:0048598', 'GO:0048729']	['TFAP2A']
1643	GO:BP	GO:1904568	cellular response to wortmannin	0.0327498585615663	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a wortmannin stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:20629186]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0071407', 'GO:1901655', 'GO:1904567']	['SP1']
1644	GO:BP	GO:0051595	response to methylglyoxal	0.0327498585615663	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a methylglyoxal stimulus. Methylglyoxal is a 2-oxoaldehyde derived from propanal."" [GOC:ai]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:1901654']	['SIN3A']
1645	GO:BP	GO:1901963	regulation of cell proliferation involved in outflow tract morphogenesis	0.0327498585615663	True	"""Any process that modulates the frequency, rate or extent of cell proliferation involved in outflow tract morphogenesis."" [GOC:dph, GOC:mtg_heart, GOC:TermGenie, PMID:21419760]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0061325', 'GO:2000136']	['CTNNB1']
1646	GO:BP	GO:0045720	negative regulation of integrin biosynthetic process	0.0327498585615663	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of integrins."" [GOC:go_curators]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0010558', 'GO:0045112', 'GO:0045113', 'GO:0051129']	['AR']
1647	GO:BP	GO:0008214	protein dealkylation	0.0327498585615663	True	"""The removal of an alkyl group from a protein amino acid. Alkyl groups are derived from alkanes by removal of one hydrogen atom."" [GOC:ai]"	28	101	2	17376	0.0198019801980198	0.0714285714285714	query_1	['GO:0036211']	['KDM5B', 'KDM1A']
1648	GO:BP	GO:0140066	peptidyl-lysine crotonylation	0.0327498585615663	True	"""The crotonylation of a lysine residue in a protein. Crotonyl is the univalent radical CH3-CH=CH-CO- derived from crotonic acid."" [PMID:25818647, Wikipedia:crotonyl]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0043543']	['EP300']
1649	GO:BP	GO:0140588	chromatin looping	0.0327498585615663	True	"""A chromatin organization process that starts with the loading of an extrusion motor (by an SMC family complex) onto the chromatin, followed by chromatin extrusion that stops at loop anchoring sites on the chromosome."" [PMID:32213323]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0006325']	['CTCF']
1650	GO:BP	GO:0021622	oculomotor nerve morphogenesis	0.0327498585615663	True	"""The process in which the anatomical structure of the oculomotor nerve is generated and organized. This motor nerve innervates all extraocular muscles except the superior oblique and the lateral rectus muscles. The superior division supplies the levator palpebrae superioris and superior rectus muscles. The inferior division supplies the medial rectus, inferior rectus and inferior oblique muscles. This nerve also innervates the striated muscles of the eyelid. Pupillary constriction and lens movement are mediated by this nerve for near vision. In the orbit the inferior division sends branches that enter the ciliary ganglion where they form functional contacts (synapses) with the ganglion cells. The ganglion cells send nerve fibers into the back of the eye where they travel to ultimately innervate the ciliary muscle and the constrictor pupillae muscle."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0021557', 'GO:0021602']	['TFAP2A']
1651	GO:BP	GO:0021623	oculomotor nerve formation	0.0327498585615663	True	"""The process that gives rise to the oculomotor nerve. This process pertains to the initial formation of a structure from unspecified parts. This motor nerve innervates all extraocular muscles except the superior oblique and the lateral rectus muscles. The superior division supplies the levator palpebrae superioris and superior rectus muscles. The inferior division supplies the medial rectus, inferior rectus and inferior oblique muscles. This nerve also innervates the striated muscles of the eyelid. Pupillary constriction and lens movement are mediated by this nerve for near vision. In the orbit the inferior division sends branches that enter the ciliary ganglion where they form functional contacts (synapses) with the ganglion cells. The ganglion cells send nerve fibers into the back of the eye where they travel to ultimately innervate the ciliary muscle and the constrictor pupillae muscle."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0021603', 'GO:0021622']	['TFAP2A']
