Noonan syndrome with multiple lentigines	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1933	GO:BP	GO:0097101	blood vessel endothelial cell fate specification	0.0401903391850635	True	"""The process involved in the specification of identity of a blood vessel endothelial cell. Once specification has taken place, a cell will be committed to differentiate down a specific pathway if left in its normal environment. A blood vessel endothelial cell is an endothelial cell of the vascular tree, which includes blood vessels and lymphatic vessels."" [CL:0002139, GOC:dgh, PMID:21521739]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0060846', 'GO:0060847']	['NRP1']
1917	GO:BP	GO:0060948	cardiac vascular smooth muscle cell development	0.0401903391850635	True	"""The process whose specific outcome is the progression of a cardiac vascular smooth muscle cell over time, from its formation to the mature state."" [GOC:mtg_heart]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0055006', 'GO:0060947', 'GO:0097084']	['VEGFA']
1896	GO:BP	GO:0061198	fungiform papilla formation	0.0401903391850635	True	"""The developmental process pertaining to the initial formation of a spongiform papilla from unspecified parts. The fungiform papilla is a mushroom-shaped papilla of the tongue."" [GOC:dph]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0048646', 'GO:0061197']	['CTNNB1']
1895	GO:BP	GO:0060423	foregut regionalization	0.0401903391850635	True	"""The pattern specification process that results in the spatial subdivision of an axis or axes along the foregut to define an area or volume in which specific patterns of cell differentiation will take place."" [GOC:dph, GOC:mtg_lung]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0009952']	['CTNNB1']
1894	GO:BP	GO:2000697	negative regulation of epithelial cell differentiation involved in kidney development	0.0401903391850635	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of epithelial cell differentiation involved in kidney development."" [GOC:mtg_kidney_jan10, GOC:yaf]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0030857', 'GO:0035850', 'GO:2000696']	['CTNNB1']
1893	GO:BP	GO:0060846	blood vessel endothelial cell fate commitment	0.0401903391850635	True	"""The commitment of a cell to a blood vessel endothelial cell fate and its capacity to differentiate into a blood vessel endothelial cell."" [GOC:dph, GOC:sdb_2009, GOC:tb]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0060837', 'GO:0060839']	['NRP1']
1892	GO:BP	GO:0060769	positive regulation of epithelial cell proliferation involved in prostate gland development	0.0401903391850635	True	"""Any process that increases the rate, frequency or extent of epithelial cell proliferation that contributes to the progression of the prostate gland over time."" [GOC:dph]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0050679', 'GO:0051094', 'GO:0060767', 'GO:0060768', 'GO:2000243']	['CTNNB1']
1891	GO:BP	GO:0036520	astrocyte-dopaminergic neuron signaling	0.0401903391850635	True	"""Cell-cell signaling that mediates the transfer of information from an astrocyte to a dopaminergic neuron."" [GOC:bf, GOC:PARL, PMID:12794311, PMID:21752258]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0150098']	['CTNNB1']
1890	GO:BP	GO:1905702	regulation of inhibitory synapse assembly	0.0401903391850635	True	"""Any process that modulates the frequency, rate or extent of inhibitory synapse assembly."" [GO_REF:0000058, GOC:TermGenie, PMID:27779093]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0051963', 'GO:1904862']	['SEMA4D']
1889	GO:BP	GO:0071550	death-inducing signaling complex assembly	0.0401903391850635	True	"""A process of protein complex assembly in which the arrangement and bonding together of the set of components that form the protein complex is mediated by a death domain (DD) interaction, as part of the extrinsic apoptotic signaling pathway."" [GOC:amm, GOC:mtg_apoptosis, InterPro:IPR000488]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0065003', 'GO:0097191']	['RAF1']
1888	GO:BP	GO:1990428	miRNA transport	0.0401903391850635	True	"""The directed movement of microRNA (miRNA) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or pore."" [GO:jl, PMID:24356509]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0050658']	['TGFBR2']
1887	GO:BP	GO:0010909	positive regulation of heparan sulfate proteoglycan biosynthetic process	0.0401903391850635	True	"""Any process that increases the rate, frequency or extent of heparan sulfate proteoglycan biosynthesis. Heparan sulfate proteoglycan biosynthetic processes are the chemical reactions and pathways resulting in the formation of the heparan sulfate proteoglycan, a glycosaminoglycan with repeat unit consisting of alternating alpha-(1->4)-linked hexuronic acid and glucosamine residues."" [GOC:dph, GOC:tb]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0010908', 'GO:0015012', 'GO:0031328', 'GO:0051176', 'GO:1902730']	['CTNNB1']
1886	GO:BP	GO:1990637	response to prolactin	0.0401903391850635	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a prolactin stimulus. The anterior pituitary hormone prolactin has a number of roles including being essential for lactation."" [PMID:7760850]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0043434']	['SRC']
1885	GO:BP	GO:1990402	embryonic liver development	0.0401903391850635	True	"""The process occurring during the embryonic phase whose specific outcome is the progression of the liver over time, from its formation to the mature structure."" [PMID:15918910]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0048568']	['TGFB1']
1884	GO:BP	GO:0071464	cellular response to hydrostatic pressure	0.0401903391850635	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydrostatic pressure stimulus. Hydrostatic pressure is the force acting on an object in a system where the fluid is at rest (as opposed to moving). The weight of the fluid above the object creates pressure on it."" [GOC:mah]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0051599', 'GO:0062197', 'GO:0071462']	['PIK3CA']
1883	GO:BP	GO:2000864	regulation of estradiol secretion	0.0401903391850635	True	"""Any process that modulates the frequency, rate or extent of estradiol secretion."" [GOC:sl]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0035938', 'GO:2000831']	['SPP1']
1918	GO:BP	GO:1904880	response to hydrogen sulfide	0.0401903391850635	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydrogen sulfide stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:24012591]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0010035']	['KDR']
1897	GO:BP	GO:0060424	lung field specification	0.0401903391850635	True	"""The process that results in the delineation of a specific region of the foregut into the area in which the lung will develop."" [GOC:dph, GOC:mtg_lung]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0010092', 'GO:0060423', 'GO:0060431']	['CTNNB1']
1899	GO:BP	GO:0014916	regulation of lung blood pressure	0.0401903391850635	True	"""The process that modulates the force with which blood travels through the lungs. The process is controlled by a balance of processes that increase pressure and decrease pressure."" [GOC:mtg_cardio]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0008217']	['SMAD3']
1898	GO:BP	GO:0061753	substrate localization to autophagosome	0.0401903391850635	True	"""The localization process by which an autophagic substrate is delivered to a forming autophagosome."" [GOC:dph, GOC:pad, GOC:PARL, PMID:23545414]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0000045', 'GO:0051649']	['SMURF1']
1901	GO:BP	GO:2000474	regulation of opioid receptor signaling pathway	0.0401903391850635	True	"""Any process that modulates the frequency, rate or extent of opioid receptor signaling pathway."" [GOC:obol]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0008277', 'GO:0038003']	['ITGB3']
1916	GO:BP	GO:1905430	cellular response to glycine	0.0401903391850635	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glycine stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:18984164]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0071230', 'GO:1905429']	['FYN']
1915	GO:BP	GO:0007584	response to nutrient	0.0401903391850635	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nutrient stimulus."" [GOC:go_curators]"	156	103	4	15719	0.0388349514563106	0.0256410256410256	query_1	['GO:0031667', 'GO:0042221']	['SPP1', 'TGFBR2', 'TGFB1', 'VCAM1']
1914	GO:BP	GO:0009896	positive regulation of catabolic process	0.0401903391850635	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	512	103	8	15719	0.0776699029126213	0.015625	query_1	['GO:0009056', 'GO:0009893', 'GO:0009894']	['PIK3CB', 'SMAD7', 'MAPK3', 'KDR', 'HSP90AA1', 'SMURF1', 'PTK2B', 'PTK2']
1913	GO:BP	GO:2000588	positive regulation of platelet-derived growth factor receptor-beta signaling pathway	0.0401903391850635	True	"""Any process that activates or increases the frequency, rate or extent of platelet-derived growth factor receptor-beta signaling pathway."" [GOC:obol]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0010641', 'GO:0035791', 'GO:2000586']	['SRC']
1912	GO:BP	GO:2000015	regulation of determination of dorsal identity	0.0401903391850635	True	"""Any process that modulates the frequency, rate or extent of determination of dorsal identity."" [GOC:obol]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0048263', 'GO:0051239']	['CTNNB1']
1911	GO:BP	GO:0060594	mammary gland specification	0.0401903391850635	True	"""The regionalization process in which the mammary line is specified. The mammary line is a ridge of epidermal cells that will form the mammary placodes."" [GOC:dph]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0010092', 'GO:0060592']	['FGFR2']
1909	GO:BP	GO:0070494	regulation of thrombin-activated receptor signaling pathway	0.0401903391850635	True	"""Any process that modulates the frequency, rate or extent of a thrombin-activated receptor signaling pathway activity. A thrombin receptor signaling pathway is the series of molecular signals generated as a consequence of a thrombin-activated receptor binding to one of its physiological ligands."" [GOC:mah]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0008277', 'GO:0070493']	['MET']
1910	GO:BP	GO:0070495	negative regulation of thrombin-activated receptor signaling pathway	0.0401903391850635	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of thrombin-activated receptor protein signaling pathway activity. A thrombin receptor signaling pathway is the series of molecular signals generated as a consequence of a thrombin-activated receptor binding to one of its physiological ligands."" [GOC:mah]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0045744', 'GO:0070493', 'GO:0070494']	['MET']
1907	GO:BP	GO:0070447	positive regulation of oligodendrocyte progenitor proliferation	0.0401903391850635	True	"""Any process that activates or increases the rate or extent of oligodendrocyte progenitor proliferation."" [GOC:mah, GOC:sl]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0014015', 'GO:0070444', 'GO:0070445', 'GO:2000179']	['LYN']
1906	GO:BP	GO:0001798	positive regulation of type IIa hypersensitivity	0.0401903391850635	True	"""Any process that activates or increases the frequency, rate or extent of type IIa hypersensitivity, a type of inflammatory response."" [GOC:add, ISBN:0781735149]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0001794', 'GO:0001796', 'GO:0002894']	['FCGR1A']
1905	GO:BP	GO:0060665	regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling	0.0401903391850635	True	"""Any process that modulates the rate, frequency, or extent of branching involved in salivary gland morphogenesis as a result of signals being generated by the mesenchyme and received and interpreted by the salivary gland epithelium."" [GOC:dph, PMID:17336109]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0060638', 'GO:0060693']	['HGF']
1904	GO:BP	GO:0035938	estradiol secretion	0.0401903391850635	True	"""The regulated release of estradiol into the circulatory system."" [GOC:sl, PMID:21632818]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0015850', 'GO:0035929']	['SPP1']
1903	GO:BP	GO:0060300	regulation of cytokine activity	0.0401903391850635	True	"""Any process that modulates the rate, frequency or extent of the activity of a molecule that controls the survival, growth, differentiation and effector function of tissues and cells."" [GOC:BHF, GOC:dph, GOC:tb]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0010469', 'GO:1900120']	['NRP1']
1902	GO:BP	GO:0010693	negative regulation of alkaline phosphatase activity	0.0401903391850635	True	"""Any process that decreases the frequency, rate or extent of alkaline phosphatase activity, the catalysis of the reaction: an orthophosphoric monoester + H2O = an alcohol + phosphate, with an alkaline pH optimum."" [GOC:BHF, GOC:dph, GOC:tb]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0010692', 'GO:0010923']	['SEMA4D']
1908	GO:BP	GO:0060523	prostate epithelial cord elongation	0.0401903391850635	True	"""The developmental growth process in which solid chords of prostate epithelium increase in length."" [GOC:dph, PMID:18977204]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0060442', 'GO:0060602', 'GO:0060737', 'GO:0060740']	['FGFR2']
1900	GO:BP	GO:0060492	lung induction	0.0401903391850635	True	"""The close range interaction of two or more cells or tissues that causes the cells of the foregut to change their fates and specify the development of the lung."" [GOC:dph]"	3	103	1	15719	0.0097087378640776	0.3333333333333333	query_1	['GO:0001759', 'GO:0045995', 'GO:0060424', 'GO:0061046']	['CTNNB1']
172	GO:CC	GO:0048237	rough endoplasmic reticulum lumen	0.0402891222502484	True	"""The volume enclosed by the membranes of the rough endoplasmic reticulum."" [GOC:jid]"	3	103	1	16420	0.0097087378640776	0.3333333333333333	query_1	['GO:0005788', 'GO:0005791']	['VTN']
174	GO:CC	GO:0070369	beta-catenin-TCF7L2 complex	0.0402891222502484	True	"""A protein complex that contains beta-catenin and TCF7L2 (TCF4), binds to the TCF DNA motif within a promoter element, and is involved in the regulation of WNT target gene transcription."" [GOC:BHF, GOC:rl, PMID:9065401, PMID:9065402]"	3	103	1	16420	0.0097087378640776	0.3333333333333333	query_1	['GO:0071664', 'GO:1990907']	['CTNNB1']
173	GO:CC	GO:1990578	perinuclear endoplasmic reticulum membrane	0.0402891222502484	True	"""The membrane of the perinuclear endoplasmic reticulum, which is the portion of endoplasmic reticulum, the intracellular network of tubules and cisternae, that occurs near the nucleus."" [PMID:25454947]"	3	103	1	16420	0.0097087378640776	0.3333333333333333	query_1	['GO:0031090', 'GO:0042175', 'GO:0097038']	['PIK3R1']
1955	GO:BP	GO:0048730	epidermis morphogenesis	0.0403810950475524	True	"""The process in which the anatomical structures of the epidermis are generated and organized. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species."" [GOC:jid, UBERON:0001003]"	33	103	2	15719	0.0194174757281553	0.0606060606060606	query_1	['GO:0002009', 'GO:0008544']	['FGFR2', 'CTNNB1']
1954	GO:BP	GO:0098810	neurotransmitter reuptake	0.0403810950475524	True	"""The directed movement of neurotransmitter molecules from the extrasynaptic space into the presynaptic cytosol."" [GOC:dos]"	33	103	2	15719	0.0194174757281553	0.0606060606060606	query_1	['GO:0001504', 'GO:0051649']	['ITGB1', 'ITGB3']
1958	GO:BP	GO:0061036	positive regulation of cartilage development	0.0403810950475524	True	"""Any process that increases the rate, frequency, or extent of cartilage development, the process whose specific outcome is the progression of the cartilage over time, from its formation to the mature structure. Cartilage is a connective tissue dominated by extracellular matrix containing collagen type II and large amounts of proteoglycan, particularly chondroitin sulfate."" [GOC:dph]"	33	103	2	15719	0.0194174757281553	0.0606060606060606	query_1	['GO:0051094', 'GO:0051216', 'GO:0051240', 'GO:0061035']	['SMAD7', 'SMAD3']
1956	GO:BP	GO:0060251	regulation of glial cell proliferation	0.0403810950475524	True	"""Any process that modulates the frequency, rate or extent of glial cell proliferation."" [GOC:dph, GOC:tb]"	33	103	2	15719	0.0194174757281553	0.0606060606060606	query_1	['GO:0014009', 'GO:0042127']	['VEGFC', 'LYN']
1957	GO:BP	GO:0033006	regulation of mast cell activation involved in immune response	0.0403810950475524	True	"""Any process that modulates the frequency, rate, or extent of mast cell activation as part of an immune response."" [GOC:mah]"	33	103	2	15719	0.0194174757281553	0.0606060606060606	query_1	['GO:0002279', 'GO:0002699', 'GO:0033003', 'GO:0050776']	['LYN', 'SYK']
1960	GO:BP	GO:0016311	dephosphorylation	0.0405150375909835	True	"""The process of removing one or more phosphoric (ester or anhydride) residues from a molecule."" [ISBN:0198506732]"	324	103	6	15719	0.058252427184466	0.0185185185185185	query_1	['GO:0006796']	['NCK1', 'SRC', 'YWHAB', 'SMAD3', 'PTPN11', 'SEMA4D']
1959	GO:BP	GO:0009895	negative regulation of catabolic process	0.0405150375909835	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	324	103	6	15719	0.058252427184466	0.0185185185185185	query_1	['GO:0009056', 'GO:0009892', 'GO:0009894']	['MET', 'HGF', 'FYN', 'EGFR', 'PIK3CA', 'SMAD3']
1961	GO:BP	GO:0034612	response to tumor necrosis factor	0.0406458725859543	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a tumor necrosis factor stimulus."" [GOC:mah]"	237	103	5	15719	0.0485436893203883	0.0210970464135021	query_1	['GO:0034097']	['MAPK1', 'MAPK3', 'SYK', 'PTK2B', 'VCAM1']
1962	GO:BP	GO:0019219	regulation of nucleobase-containing compound metabolic process	0.0407335377139874	True	"""Any cellular process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	3725	103	34	15719	0.3300970873786408	0.0091275167785234	query_1	['GO:0006139', 'GO:0031323', 'GO:0051171', 'GO:0080090']	['MET', 'NCK1', 'SMURF2', 'PIK3R2', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'TGFB3', 'PIK3R1', 'MAPK1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFB1', 'MAP2K1', 'EGFR', 'YWHAZ', 'HSP90AA1', 'HRAS', 'SYK', 'RAF1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'TGFBR1', 'MAP2K2', 'SMAD3', 'SEMA4D']
1964	GO:BP	GO:0030901	midbrain development	0.0410567540768796	True	"""The process whose specific outcome is the progression of the midbrain over time, from its formation to the mature structure. The midbrain is the middle division of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes a ventral part containing the cerebral peduncles and a dorsal tectum containing the corpora quadrigemina and that surrounds the aqueduct of Sylvius connecting the third and fourth ventricles)."" [http://www2.merriam-webster.com/cgi-bin/mwmednlm?book=Medical&va=midbrain]"	88	103	3	15719	0.029126213592233	0.034090909090909	query_1	['GO:0007420', 'GO:0048856']	['FGFR2', 'CTNNB1', 'SOS1']
1963	GO:BP	GO:0046620	regulation of organ growth	0.0410567540768796	True	"""Any process that modulates the frequency, rate or extent of growth of an organ of an organism."" [GOC:bf, GOC:tb]"	88	103	3	15719	0.029126213592233	0.034090909090909	query_1	['GO:0035265', 'GO:0048638', 'GO:0051239']	['FGFR2', 'TGFBR2', 'TGFBR1']
1965	GO:BP	GO:0030041	actin filament polymerization	0.0412417087904627	True	"""Assembly of actin filaments by the addition of actin monomers to a filament."" [GOC:mah]"	158	103	4	15719	0.0388349514563106	0.0253164556962025	query_1	['GO:0008154', 'GO:0051258']	['NCK1', 'PIK3R2', 'GRB2', 'PTK2B']
1966	GO:BP	GO:0030001	metal ion transport	0.0417158159822531	True	"""The directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	833	103	11	15719	0.1067961165048543	0.0132052821128451	query_1	['GO:0006812']	['ITGB1', 'ITGAV', 'ITGB3', 'PLCG2', 'CTNNB1', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'LCK']
392	REAC	REAC:R-HSA-168898	Toll-like Receptor Cascades	0.0419839116173803	True	Toll-like Receptor Cascades	162	101	5	10022	0.0495049504950495	0.0308641975308641	query_1	['REAC:R-HSA-168249']	['MAPK1', 'PLCG2', 'MAPK3', 'MAP2K1', 'PTPN11']
1969	GO:BP	GO:0071453	cellular response to oxygen levels	0.0420132472471255	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:mah]"	159	103	4	15719	0.0388349514563106	0.0251572327044025	query_1	['GO:0070482', 'GO:0070887']	['PIK3CB', 'SRC', 'VEGFA', 'CBL']
1967	GO:BP	GO:0051250	negative regulation of lymphocyte activation	0.0420132472471255	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of lymphocyte activation."" [GOC:ai]"	159	103	4	15719	0.0388349514563106	0.0251572327044025	query_1	['GO:0002695', 'GO:0046649', 'GO:0051249']	['SMAD7', 'LYN', 'TGFB1', 'ERBB2']
1968	GO:BP	GO:0035265	organ growth	0.0420132472471255	True	"""The increase in size or mass of an organ. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that function together as to perform a specific function."" [GOC:bf, ISBN:0471245208, ISBN:0721662544]"	159	103	4	15719	0.0388349514563106	0.0251572327044025	query_1	['GO:0032501', 'GO:0048589']	['FGFR2', 'TGFBR2', 'TGFBR1', 'PTPN11']
396	REAC	REAC:R-HSA-1855204	Synthesis of IP3 and IP4 in the cytosol	0.0420654116026627	True	Synthesis of IP3 and IP4 in the cytosol	24	101	2	10022	0.0198019801980198	0.0833333333333333	query_1	['REAC:R-HSA-1483249']	['PLCG2', 'PLCG1']
393	REAC	REAC:R-HSA-6783589	Interleukin-6 family signaling	0.0420654116026627	True	Interleukin-6 family signaling	24	101	2	10022	0.0198019801980198	0.0833333333333333	query_1	['REAC:R-HSA-449147']	['PTPN11', 'CBL']
394	REAC	REAC:R-HSA-5668599	RHO GTPases Activate NADPH Oxidases	0.0420654116026627	True	RHO GTPases Activate NADPH Oxidases	24	101	2	10022	0.0198019801980198	0.0833333333333333	query_1	['REAC:R-HSA-195258']	['MAPK1', 'MAPK3']
395	REAC	REAC:R-HSA-389948	PD-1 signaling	0.0420654116026627	True	PD-1 signaling	24	101	2	10022	0.0198019801980198	0.0833333333333333	query_1	['REAC:R-HSA-388841']	['LCK', 'PTPN11']
1970	GO:BP	GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	0.0423778282817897	True	"""Any process that activates or increases the frequency, rate or extent of CDK activity."" [GOC:go_curators, GOC:pr]"	34	103	2	15719	0.0194174757281553	0.0588235294117647	query_1	['GO:0000079', 'GO:0045787', 'GO:0071902', 'GO:1904031']	['SRC', 'EGFR']
1971	GO:BP	GO:0010742	macrophage derived foam cell differentiation	0.0423778282817897	True	"""The process in which a monocyte acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:dph, GOC:tb]"	34	103	2	15719	0.0194174757281553	0.0588235294117647	query_1	['GO:0090077']	['ITGAV', 'ITGB3']
1972	GO:BP	GO:2000406	positive regulation of T cell migration	0.0423778282817897	True	"""Any process that activates or increases the frequency, rate or extent of T cell migration."" [GOC:mah]"	34	103	2	15719	0.0194174757281553	0.0588235294117647	query_1	['GO:0072678', 'GO:2000403', 'GO:2000404']	['ITGB3', 'ITGA4']
1973	GO:BP	GO:0090077	foam cell differentiation	0.0423778282817897	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:BHF, GOC:dph, GOC:tb]"	34	103	2	15719	0.0194174757281553	0.0588235294117647	query_1	['GO:0030154']	['ITGAV', 'ITGB3']
1974	GO:BP	GO:0061081	positive regulation of myeloid leukocyte cytokine production involved in immune response	0.0423778282817897	True	"""Any process that modulates the rate, frequency, or extent of the production of a cytokine that contributes to the immune response."" [GOC:BHF, GOC:dph]"	34	103	2	15719	0.0194174757281553	0.0588235294117647	query_1	['GO:0002720', 'GO:0061082']	['PLCG2', 'SYK']
1975	GO:BP	GO:0032640	tumor necrosis factor production	0.0427276025724545	True	"""The appearance of tumor necrosis factor due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. Tumor necrosis factor is an inflammatory cytokine produced by macrophages/monocytes during acute inflammation and which is responsible for a diverse range of signaling events within cells, leading to necrosis or apoptosis."" [GOC:mah, PMID:10891884, PMID:15560120]"	160	103	4	15719	0.0388349514563106	0.025	query_1	['GO:0071706']	['PIK3R1', 'PLCG2', 'SYK', 'PTPN11']
1976	GO:BP	GO:0032680	regulation of tumor necrosis factor production	0.0427276025724545	True	"""Any process that modulates the frequency, rate or extent of tumor necrosis factor production."" [GOC:mah, PMID:10891884, PMID:15560120]"	160	103	4	15719	0.0388349514563106	0.025	query_1	['GO:0032640', 'GO:1903555']	['PIK3R1', 'PLCG2', 'SYK', 'PTPN11']
1978	GO:BP	GO:0072080	nephron tubule development	0.0432159272366491	True	"""The progression of a nephron tubule over time, from its initial formation to the mature structure. A nephron tubule is an epithelial tube that is part of the nephron, the functional part of the kidney."" [GOC:mtg_kidney_jan10]"	90	103	3	15719	0.029126213592233	0.0333333333333333	query_1	['GO:0061326', 'GO:0072009']	['CTNNB1', 'TGFB1', 'VEGFA']
1977	GO:BP	GO:0060993	kidney morphogenesis	0.0432159272366491	True	"""Morphogenesis of a kidney. A kidney is an organ that filters the blood and excretes the end products of body metabolism in the form of urine."" [GOC:dph, GOC:mtg_kidney_jan10]"	90	103	3	15719	0.029126213592233	0.0333333333333333	query_1	['GO:0001822', 'GO:0009887']	['CTNNB1', 'TGFB1', 'VEGFA']
1979	GO:BP	GO:1990830	cellular response to leukemia inhibitory factor	0.0432159272366491	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a leukemia inhibitory factor stimulus."" [PMID:12801913]"	90	103	3	15719	0.029126213592233	0.0333333333333333	query_1	['GO:0071345', 'GO:1990823']	['SMAD7', 'VEGFC', 'NRP2']
1980	GO:BP	GO:0048545	response to steroid hormone	0.0440173236776449	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a steroid hormone stimulus."" [GOC:go_curators]"	331	103	6	15719	0.058252427184466	0.0181268882175226	query_1	['GO:0009725', 'GO:0014070', 'GO:0033993']	['SRC', 'SPP1', 'TGFB3', 'TGFBR2', 'TGFB1', 'PIK3CA']
175	GO:CC	GO:0005604	basement membrane	0.0443484853131036	True	"""A collagen-containing extracellular matrix consisting of a thin layer of dense material found in various animal tissues interposed between the cells and the adjacent connective tissue. It consists of the basal lamina plus an associated layer of reticulin fibers."" [ISBN:0198547684, PMID:22505934]"	93	103	3	16420	0.029126213592233	0.032258064516129	query_1	['GO:0062023']	['FN1', 'TNC', 'VTN']
1981	GO:BP	GO:2000106	regulation of leukocyte apoptotic process	0.0444139611457106	True	"""Any process that modulates the frequency, rate or extent of leukocyte apoptotic process."" [GOC:BHF, GOC:mtg_apoptosis]"	91	103	3	15719	0.029126213592233	0.0329670329670329	query_1	['GO:0042981', 'GO:0071887']	['PIK3CB', 'PIK3CD', 'LYN']
