Pseudoxanthoma elasticum	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
157	GO:CC	GO:0098594	mucin granule	0.014625572395504	True	"""A secretory granule that contains mucin."" [PMID:16377632]"	1	102	1	16420	0.0098039215686274	1.0	query_1	['GO:0030141']	['VAMP8']
156	GO:CC	GO:0097489	multivesicular body, internal vesicle lumen	0.014625572395504	True	"""The volume enclosed by the membrane of the multivesicular body internal vesicle."" [GOC:pde, PMID:21183070]"	1	102	1	16420	0.0098039215686274	1.0	query_1	['GO:0031983', 'GO:0070013', 'GO:0097487']	['EGFR']
282	GO:BP	GO:0043001	Golgi to plasma membrane protein transport	0.0156245405900594	True	"""The directed movement of proteins from the Golgi to the plasma membrane in transport vesicles that move from the trans-Golgi network to the plasma membrane."" [ISBN:0716731363]"	39	102	3	15719	0.0294117647058823	0.0769230769230769	query_1	['GO:0006893', 'GO:0015031', 'GO:0061951']	['VAMP2', 'VAMP3', 'NSF']
283	GO:BP	GO:0051701	biological process involved in interaction with host	0.0161921729090837	True	"""An interaction between two organisms living together in more or less intimate association. The term host is used for the larger (macro) of the two members of a symbiosis; the various forms of symbiosis include parasitism, commensalism and mutualism."" [GOC:cc]"	204	102	6	15719	0.0588235294117647	0.0294117647058823	query_1	['GO:0044403']	['CHMP2A', 'HSP90AB1', 'EPS15', 'EGFR', 'VAMP8', 'FURIN']
83	REAC	REAC:R-HSA-6806834	Signaling by MET	0.0163407023521078	True	Signaling by MET	75	86	4	10022	0.0465116279069767	0.0533333333333333	query_1	['REAC:R-HSA-9006934']	['HGS', 'STAM2', 'STAM', 'EPS15']
285	GO:BP	GO:0031340	positive regulation of vesicle fusion	0.0166208310343316	True	"""Any process that activates or increases the frequency, rate or extent of vesicle fusion."" [GOC:mah]"	11	102	2	15719	0.0196078431372549	0.1818181818181818	query_1	['GO:0006906', 'GO:0010638', 'GO:0031338', 'GO:0051050']	['SYT1', 'SYT9']
284	GO:BP	GO:0071635	negative regulation of transforming growth factor beta production	0.0166208310343316	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of production of transforming growth factor-beta."" [GOC:mah]"	11	102	2	15719	0.0196078431372549	0.1818181818181818	query_1	['GO:0001818', 'GO:0071604', 'GO:0071634']	['HSP90AB1', 'FURIN']
286	GO:BP	GO:0001921	positive regulation of receptor recycling	0.0166208310343316	True	"""Any process that activates or increases the frequency, rate or extent of receptor recycling."" [GOC:add]"	11	102	2	15719	0.0196078431372549	0.1818181818181818	query_1	['GO:0001881', 'GO:0001919', 'GO:0010604', 'GO:0023056']	['VAMP3', 'NSF']
84	REAC	REAC:R-HSA-422356	Regulation of insulin secretion	0.0169356357205681	True	Regulation of insulin secretion	76	86	4	10022	0.0465116279069767	0.0526315789473684	query_1	['REAC:R-HSA-163685']	['VAMP2', 'STX1A', 'SNAP25', 'STXBP1']
158	GO:CC	GO:0098984	neuron to neuron synapse	0.0169937144250598	True	"""A synapse in which pre and post-synaptic cells are neurons."" [GOC:dos]"	361	102	7	16420	0.0686274509803921	0.0193905817174515	query_1	['GO:0045202']	['SYT1', 'STX1A', 'STXBP5', 'DNM2', 'SYT9', 'SNAP47', 'NSF']
159	GO:CC	GO:0005771	multivesicular body	0.0171364834321177	True	"""A type of endosome in which regions of the limiting endosomal membrane invaginate to form internal vesicles; membrane proteins that enter the internal vesicles are sequestered from the cytoplasm."" [PMID:11566881, PMID:16533950]"	64	102	3	16420	0.0294117647058823	0.046875	query_1	['GO:0005770']	['CHMP2A', 'HGS', 'EGFR']
287	GO:BP	GO:0032881	regulation of polysaccharide metabolic process	0.0177413818625161	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving polysaccharides."" [GOC:mah]"	41	102	3	15719	0.0294117647058823	0.073170731707317	query_1	['GO:0005976', 'GO:0006109', 'GO:0060255']	['CLTC', 'AP2A1', 'ENPP1']
160	GO:CC	GO:0030027	lamellipodium	0.01778994155877	True	"""A thin sheetlike process extended by the leading edge of a migrating cell or extending cell process; contains a dense meshwork of actin filaments."" [ISBN:0815316194]"	197	102	5	16420	0.0490196078431372	0.0253807106598984	query_1	['GO:0031252', 'GO:0120025']	['VAMP7', 'SH3BP1', 'STX3', 'DNM2', 'STX4']
85	REAC	REAC:R-HSA-9012999	RHO GTPase cycle	0.0179798093467245	True	RHO GTPase cycle	441	86	10	10022	0.1162790697674418	0.0226757369614512	query_1	['REAC:R-HSA-194315']	['HGS', 'HSP90AB1', 'PICALM', 'STAM2', 'CLTC', 'SH3BP1', 'STAM', 'SNAP23', 'VAMP3', 'STX5']
288	GO:BP	GO:0072594	establishment of protein localization to organelle	0.0185953608919449	True	"""The directed movement of a protein to a specific location on or in an organelle. Encompasses establishment of localization in the membrane or lumen of a membrane-bounded organelle."" [GOC:mah]"	447	102	9	15719	0.088235294117647	0.0201342281879194	query_1	['GO:0033365', 'GO:0045184']	['HGS', 'STAM2', 'M6PR', 'VPS54', 'ZFAND6', 'STAM', 'GCC2', 'VPS53', 'HSPA8']
289	GO:BP	GO:0001881	receptor recycling	0.0188856240861545	True	"""The process that results in the return of receptor molecules to an active state and an active cellular location after they have been stimulated by a ligand. An active state is when the receptor is ready to receive a signal."" [GOC:dph]"	42	102	3	15719	0.0294117647058823	0.0714285714285714	query_1	['GO:0043112']	['AP1AR', 'VAMP3', 'NSF']
290	GO:BP	GO:0002366	leukocyte activation involved in immune response	0.018937756120907	True	"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	285	102	7	15719	0.0686274509803921	0.0245614035087719	query_1	['GO:0002263', 'GO:0045321']	['VAMP7', 'VAMP2', 'AP1G1', 'STX4', 'SNAP23', 'STXBP1', 'VAMP8']
291	GO:BP	GO:0043482	cellular pigment accumulation	0.0193878921891435	True	"""The aggregation of coloring matter in a particular location in a cell, occurring in response to some external stimulus."" [GOC:jl]"	12	102	2	15719	0.0196078431372549	0.1666666666666666	query_1	['GO:0033059', 'GO:0043476', 'GO:0051716']	['AP1G1', 'AP1M1']
293	GO:BP	GO:0043320	natural killer cell degranulation	0.0193878921891435	True	"""The regulated exocytosis of secretory granules containing preformed mediators such as perforin and granzymes by a natural killer cell."" [ISBN:0781735149]"	12	102	2	15719	0.0196078431372549	0.1666666666666666	query_1	['GO:0002323', 'GO:0042267', 'GO:0043299']	['VAMP7', 'AP1G1']
292	GO:BP	GO:0043476	pigment accumulation	0.0193878921891435	True	"""The aggregation of coloring matter in a particular location in an organism, tissue or cell, occurring in response to some external stimulus."" [GOC:jl]"	12	102	2	15719	0.0196078431372549	0.1666666666666666	query_1	['GO:0009605', 'GO:0043473']	['AP1G1', 'AP1M1']
295	GO:BP	GO:0001504	neurotransmitter uptake	0.0197975475997828	True	"""The directed movement of neurotransmitters into neurons or glial cells. This process leads to inactivation and recycling of neurotransmitters."" [ISBN:0123668387]"	43	102	3	15719	0.0294117647058823	0.0697674418604651	query_1	['GO:0001505', 'GO:0006836', 'GO:0098657']	['TOR1A', 'SLC18A3', 'SNAP25']
294	GO:BP	GO:2000300	regulation of synaptic vesicle exocytosis	0.0197975475997828	True	"""Any process that modulates the frequency, rate or extent of synaptic vesicle exocytosis."" [GOC:obol]"	43	102	3	15719	0.0294117647058823	0.0697674418604651	query_1	['GO:0016079', 'GO:0046928', 'GO:1903305']	['SYT1', 'STXBP5', 'RAB3A']
296	GO:BP	GO:0002263	cell activation involved in immune response	0.0200531075913734	True	"""A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	289	102	7	15719	0.0686274509803921	0.0242214532871972	query_1	['GO:0001775', 'GO:0002252', 'GO:0006955']	['VAMP7', 'VAMP2', 'AP1G1', 'STX4', 'SNAP23', 'STXBP1', 'VAMP8']
161	GO:CC	GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	0.020148687607835	True	"""A complex system of membrane-bounded compartments located between endoplasmic reticulum (ER) and the Golgi complex, with a distinctive membrane protein composition; involved in ER-to-Golgi and Golgi-to-ER transport."" [GOC:pr, PMID:16723730]"	130	102	4	16420	0.0392156862745098	0.0307692307692307	query_1	['GO:0005737', 'GO:0043231']	['GOSR2', 'BET1', 'SEC22B', 'STX5']
162	GO:CC	GO:0019898	extrinsic component of membrane	0.0201990369523595	True	"""The component of a membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:dos, GOC:jl, GOC:mah]"	286	102	6	16420	0.0588235294117647	0.0209790209790209	query_1	['GO:0016020', 'GO:0110165']	['PICALM', 'AP2M1', 'TOR1A', 'STXBP5', 'SNAP25', 'STXBP1']
297	GO:BP	GO:0033003	regulation of mast cell activation	0.0210049449212008	True	"""Any process that modulates the frequency, rate, or extent of mast cell activation."" [GOC:mah]"	44	102	3	15719	0.0294117647058823	0.0681818181818181	query_1	['GO:0002694', 'GO:0045576']	['VAMP7', 'STXBP1', 'VAMP8']
86	REAC	REAC:R-HSA-416993	Trafficking of GluR2-containing AMPA receptors	0.0217854377835215	True	Trafficking of GluR2-containing AMPA receptors	13	86	2	10022	0.0232558139534883	0.1538461538461538	query_1	['REAC:R-HSA-399719']	['AP2A1', 'NSF']
163	GO:CC	GO:0005795	Golgi stack	0.022081710618881	True	"""The set of thin, flattened membrane-bounded compartments, called cisternae, that form the central portion of the Golgi complex. The stack usually comprises cis, medial, and trans cisternae; the cis- and trans-Golgi networks are not considered part of the stack."" [GOC:mah, ISBN:0815316194]"	134	102	4	16420	0.0392156862745098	0.0298507462686567	query_1	['GO:0098791']	['GOSR1', 'BET1', 'NSF', 'STX16']
299	GO:BP	GO:0033605	positive regulation of catecholamine secretion	0.0222856370690563	True	"""Any process that activates or increases the frequency, rate or extent of the regulated release of a catecholamine."" [GOC:mah]"	13	102	2	15719	0.0196078431372549	0.1538461538461538	query_1	['GO:0050432', 'GO:0050433', 'GO:0051954', 'GO:1903532']	['SYT1', 'STX1A']
298	GO:BP	GO:0098814	spontaneous synaptic transmission	0.0222856370690563	True	"""The low level of synaptic transmission that occurs via spontaneous neurotransmitter release into the synaptic cleft in the absence of a presynaptic action potential."" [PMID:20200227]"	13	102	2	15719	0.0196078431372549	0.1538461538461538	query_1	['GO:0007268']	['SYT1', 'STX1B']
300	GO:BP	GO:0030213	hyaluronan biosynthetic process	0.0222856370690563	True	"""The chemical reactions and pathways resulting in the formation of hyaluronan, the naturally occurring anionic form of hyaluronic acid, any member of a group of glycosaminoglycans, the repeat units of which consist of beta-1,4 linked D-glucuronyl-beta-(1,3)-N-acetyl-D-glucosamine."" [GOC:mah, ISBN:0198506732]"	13	102	2	15719	0.0196078431372549	0.1538461538461538	query_1	['GO:0006024', 'GO:0030212']	['CLTC', 'AP2A1']
301	GO:BP	GO:0048066	developmental pigmentation	0.0235351506243553	True	"""The developmental process that results in the deposition of coloring matter in an organism, tissue or cell."" [ISBN:0582227089]"	46	102	3	15719	0.0294117647058823	0.0652173913043478	query_1	['GO:0043473']	['AP1G1', 'ENPP1', 'AP1M1']
302	GO:BP	GO:0002443	leukocyte mediated immunity	0.0238898994257479	True	"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	381	102	8	15719	0.0784313725490196	0.0209973753280839	query_1	['GO:0002252']	['VAMP7', 'VAMP2', 'STX7', 'AP1G1', 'STX4', 'SNAP23', 'STXBP1', 'VAMP8']
303	GO:BP	GO:0007009	plasma membrane organization	0.0246864248719988	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the plasma membrane."" [GOC:dph, GOC:jl, GOC:mah]"	156	102	5	15719	0.0490196078431372	0.032051282051282	query_1	['GO:0010256', 'GO:0061024']	['CHMP2A', 'DNM2', 'STX4', 'NSF', 'RAB3A']
87	REAC	REAC:R-HSA-3371568	Attenuation phase	0.0249129061588975	True	Attenuation phase	14	86	2	10022	0.0232558139534883	0.1428571428571428	query_1	['REAC:R-HSA-3371571']	['HSP90AB1', 'HSPA8']
88	REAC	REAC:R-HSA-422475	Axon guidance	0.0249129061588975	True	Axon guidance	540	86	11	10022	0.127906976744186	0.0203703703703703	query_1	['REAC:R-HSA-9675108']	['HSP90AB1', 'CLTC', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'EGFR', 'DNM2', 'AP2A1', 'HSPA8', 'NUMB']
304	GO:BP	GO:0019058	viral life cycle	0.0253562707986437	True	"""A set of processes which all viruses follow to ensure survival; includes attachment and entry of the virus particle, decoding of genome information, translation of viral mRNA by host ribosomes, genome replication, and assembly and release of viral particles containing the genome."" [ISBN:1555811272]"	303	102	7	15719	0.0686274509803921	0.0231023102310231	query_1	['GO:0016032']	['CHMP2A', 'HSP90AB1', 'EPS15', 'EGFR', 'HSPA8', 'VAMP8', 'FURIN']
305	GO:BP	GO:0036230	granulocyte activation	0.0262187662125045	True	"""The change in morphology and behavior of a granulocyte resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [CL:0000094, GOC:nhn]"	48	102	3	15719	0.0294117647058823	0.0625	query_1	['GO:0002274']	['VAMP7', 'VAMP2', 'STX4']
89	REAC	REAC:R-HSA-190828	Gap junction trafficking	0.0263365096202123	True	Gap junction trafficking	45	86	3	10022	0.0348837209302325	0.0666666666666666	query_1	['REAC:R-HSA-157858']	['CLTC', 'AP2M1', 'DNM2']
165	GO:CC	GO:0070381	endosome to plasma membrane transport vesicle	0.0269442453222731	True	"""A transport vesicle that mediates transport from the endosome to the plasma membrane, and fuses with the plasma membrane to deliver lipids and membrane proteins to the plasma membrane and to release various cargo molecules, such as proteins or hormones, by exocytosis."" [GOC:kad, GOC:mah, PMID:10679016, PMID:12110576]"	2	102	1	16420	0.0098039215686274	0.5	query_1	['GO:0070382']	['PICALM']
166	GO:CC	GO:0098922	extrinsic component of dense core granule membrane	0.0269442453222731	True	"""The component of the dense core granule membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:dos]"	2	102	1	16420	0.0098039215686274	0.5	query_1	['GO:0031312', 'GO:0032127']	['STXBP5']
167	GO:CC	GO:0070436	Grb2-EGFR complex	0.0269442453222731	True	"""A protein complex that contains the epidermal growth factor receptor (EGFR) and Grb2, and is involved in linking EGFR activation to the p21-Ras pathway."" [GOC:mah, PMID:7798267]"	2	102	1	16420	0.0098039215686274	0.5	query_1	['GO:0098797']	['GRB2']
169	GO:CC	GO:1990565	HSP90-CDC37 chaperone complex	0.0269442453222731	True	"""A protein kinase chaperone complex required for the proper folding, maturation and stabilization of target proteins (mostly signalling protein kinases, some steroid hormone receptors), usually during or immediately after completion of translation. The highly conserved, phosphorylated CDC37-Ser13 (vertebrates) or cdc37-Ser14 (yeast) is essential for complex assembly and target protein binding. CDC37-Ser13 (Ser14) is phosphorylated by Casein kinase II (CK2), which in turn is a target of CDC37 creating a positive feedback loop. Complex binding also prevents rapid ubiquitin-dependent proteosomal degradation of target proteins."" [GOC:bhm, GOC:pad, GOC:PARL, PMID:21855797, PMID:22939624]"	2	102	1	16420	0.0098039215686274	0.5	query_1	['GO:0005737', 'GO:0101031']	['HSP90AB1']
168	GO:CC	GO:0098575	lumenal side of lysosomal membrane	0.0269442453222731	True	"""The side (leaflet) of the lysosomal membrane that faces the lumen."" [GOC:dos]"	2	102	1	16420	0.0098039215686274	0.5	query_1	['GO:0005765', 'GO:0098576']	['HSPA8']
164	GO:CC	GO:0070435	Shc-EGFR complex	0.0269442453222731	True	"""A protein complex that contains the epidermal growth factor receptor (EGFR) and the adaptor protein Shc, and is involved in linking EGFR activation to the p21-Ras pathway."" [GOC:mah, PMID:7798267]"	2	102	1	16420	0.0098039215686274	0.5	query_1	['GO:0098797']	['EGFR']
170	GO:CC	GO:0098674	extrinsic component of neuronal dense core vesicle membrane	0.0269442453222731	True	"""The component of the neuronal dense core vesicle membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:dos]"	2	102	1	16420	0.0098039215686274	0.5	query_1	['GO:0098922', 'GO:0099012']	['STXBP5']
306	GO:BP	GO:0050796	regulation of insulin secretion	0.0272313469318686	True	"""Any process that modulates the frequency, rate or extent of the regulated release of insulin."" [GOC:ai]"	160	102	5	15719	0.0490196078431372	0.03125	query_1	['GO:0030073', 'GO:0050708', 'GO:0090276']	['STX1A', 'STX4', 'SNAP25', 'SYT9', 'EIPR1']
307	GO:BP	GO:0002703	regulation of leukocyte mediated immunity	0.0275224862723685	True	"""Any process that modulates the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]"	231	102	6	15719	0.0588235294117647	0.0259740259740259	query_1	['GO:0002443', 'GO:0002697']	['VAMP7', 'STX7', 'AP1G1', 'STX4', 'STXBP1', 'VAMP8']
308	GO:BP	GO:0002274	myeloid leukocyte activation	0.0275224862723685	True	"""A change in the morphology or behavior of a myeloid leukocyte resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:add, ISBN:0781735149]"	231	102	6	15719	0.0588235294117647	0.0259740259740259	query_1	['GO:0045321']	['VAMP7', 'VAMP2', 'STX4', 'SNAP23', 'STXBP1', 'VAMP8']
90	REAC	REAC:R-HSA-157858	Gap junction trafficking and regulation	0.0276937713109055	True	Gap junction trafficking and regulation	46	86	3	10022	0.0348837209302325	0.0652173913043478	query_1	['REAC:R-HSA-199991']	['CLTC', 'AP2M1', 'DNM2']
173	GO:CC	GO:0036477	somatodendritic compartment	0.0277979357830404	True	"""The region of a neuron that includes the cell body (cell soma) and dendrite(s), but excludes the axon."" [GOC:pad, GOC:PARL]"	821	102	11	16420	0.1078431372549019	0.0133982947624847	query_1	['GO:0110165']	['APBA3', 'VTI1B', 'VTI1A', 'HSP90AB1', 'PICALM', 'STX3', 'STX4', 'SNAP25', 'HSPA8', 'SNAP47', 'NSF']
172	GO:CC	GO:0001891	phagocytic cup	0.0277979357830404	True	"""An invagination of the cell membrane formed by an actin dependent process during phagocytosis. Following internalization it is converted into a phagosome."" [PMID:10358769]"	28	102	2	16420	0.0196078431372549	0.0714285714285714	query_1	['GO:0005886', 'GO:0110165']	['SH3BP1', 'DNM2']
171	GO:CC	GO:0032585	multivesicular body membrane	0.0277979357830404	True	"""The lipid bilayer surrounding a multivesicular body."" [GOC:mah]"	28	102	2	16420	0.0196078431372549	0.0714285714285714	query_1	['GO:0005771', 'GO:0031902']	['CHMP2A', 'HGS']
309	GO:BP	GO:0030072	peptide hormone secretion	0.0286092257431855	True	"""The regulated release of a peptide hormone from a cell."" [GOC:mah]"	233	102	6	15719	0.0588235294117647	0.0257510729613733	query_1	['GO:0002790', 'GO:0046879']	['STX1A', 'STX4', 'SNAP25', 'SYT9', 'EIPR1', 'RAB3A']
174	GO:CC	GO:0016323	basolateral plasma membrane	0.0294700405815091	True	"""The region of the plasma membrane that includes the basal end and sides of the cell. Often used in reference to animal polarized epithelial membranes, where the basal membrane is the part attached to the extracellular matrix, or in plant cells, where the basal membrane is defined with respect to the zygotic axis."" [GOC:go_curators]"	228	102	5	16420	0.0490196078431372	0.0219298245614035	query_1	['GO:0009925', 'GO:0098590']	['ABCC6', 'EGFR', 'STX4', 'ENPP1', 'NUMB']
175	GO:CC	GO:0008076	voltage-gated potassium channel complex	0.0295780738803885	True	"""A protein complex that forms a transmembrane channel through which potassium ions may cross a cell membrane in response to changes in membrane potential."" [GOC:mah]"	81	102	3	16420	0.0294117647058823	0.037037037037037	query_1	['GO:0034705', 'GO:0098797']	['VAMP2', 'STX1A', 'SNAP25']
310	GO:BP	GO:1902414	protein localization to cell junction	0.0303464706213475	True	"""A process in which a protein is transported to, or maintained in, a location within a cell junction."" [GOC:TermGenie, PMID:18332111]"	102	102	4	15719	0.0392156862745098	0.0392156862745098	query_1	['GO:0008104']	['STX3', 'STX1B', 'SNAP25', 'SNAP47']
311	GO:BP	GO:0045912	negative regulation of carbohydrate metabolic process	0.0305299840460598	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving carbohydrate."" [GOC:go_curators]"	51	102	3	15719	0.0294117647058823	0.0588235294117647	query_1	['GO:0005975', 'GO:0006109', 'GO:0009892']	['CLTC', 'AP2A1', 'ENPP1']
312	GO:BP	GO:0002790	peptide secretion	0.0314072579110266	True	"""The controlled release of a peptide from a cell or a tissue."" [GOC:add]"	238	102	6	15719	0.0588235294117647	0.0252100840336134	query_1	['GO:0015833', 'GO:0046903']	['STX1A', 'STX4', 'SNAP25', 'SYT9', 'EIPR1', 'RAB3A']
313	GO:BP	GO:0044248	cellular catabolic process	0.031571374871802	True	"""The chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells."" [GOC:jl]"	1429	102	18	15719	0.1764705882352941	0.0125962211336599	query_1	['GO:0009056', 'GO:0044237']	['VTI1B', 'VTI1A', 'CHMP2A', 'HGS', 'STAM2', 'CLTC', 'ACADL', 'VPS54', 'CRYL1', 'STAM', 'ENPP1', 'SEC22B', 'STX12', 'HSPA8', 'VAMP8', 'SNAP29', 'FURIN', 'VPS51']
314	GO:BP	GO:0043254	regulation of protein-containing complex assembly	0.0317168285127113	True	"""Any process that modulates the frequency, rate or extent of protein complex assembly."" [GOC:jl]"	402	102	8	15719	0.0784313725490196	0.0199004975124378	query_1	['GO:0044087', 'GO:0051128', 'GO:0065003']	['STX1A', 'GRB2', 'STXBP5', 'STX1B', 'STXBP1', 'HSPA8', 'NAPA', 'RAB3A']
94	REAC	REAC:R-HSA-5690338	Defective ABCC6 causes PXE	0.0317322723342002	True	Defective ABCC6 causes PXE	1	86	1	10022	0.0116279069767441	1.0	query_1	['REAC:R-HSA-5619084']	['ABCC6']
91	REAC	REAC:R-HSA-5250982	Toxicity of tetanus toxin (tetX)	0.0317322723342002	True	Toxicity of tetanus toxin (tetX)	1	86	1	10022	0.0116279069767441	1.0	query_1	['REAC:R-HSA-168799']	['VAMP2']
92	REAC	REAC:R-HSA-171286	Synthesis and processing of ENV and VPU	0.0317322723342002	True	Synthesis and processing of ENV and VPU	1	86	1	10022	0.0116279069767441	1.0	query_1	['REAC:R-HSA-175474']	['FURIN']
95	REAC	REAC:R-HSA-9675108	Nervous system development	0.0317322723342002	True	Nervous system development	564	86	11	10022	0.127906976744186	0.0195035460992907	query_1	['REAC:R-HSA-1266738']	['HSP90AB1', 'CLTC', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'EGFR', 'DNM2', 'AP2A1', 'HSPA8', 'NUMB']
93	REAC	REAC:R-HSA-9635644	Inhibition of membrane repair	0.0317322723342002	True	Inhibition of membrane repair	1	86	1	10022	0.0116279069767441	1.0	query_1	['REAC:R-HSA-9637690']	['HGS']
176	GO:CC	GO:0019897	extrinsic component of plasma membrane	0.0326983807246165	True	"""The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:curators, GOC:dos]"	154	102	4	16420	0.0392156862745098	0.0259740259740259	query_1	['GO:0005886', 'GO:0019898']	['PICALM', 'AP2M1', 'SNAP25', 'STXBP1']
315	GO:BP	GO:0016032	viral process	0.0345212621292493	True	"""A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle."" [GOC:bf, GOC:jl, GOC:mah]"	408	102	8	15719	0.0784313725490196	0.0196078431372549	query_1	['GO:0008150']	['CHMP2A', 'HSP90AB1', 'EPS15', 'EGFR', 'IGF2R', 'HSPA8', 'VAMP8', 'FURIN']
317	GO:BP	GO:0097352	autophagosome maturation	0.0351806785728827	True	"""Removal of PI3P and Atg8/LC3 after the closure of the phagophore and before the fusion with the endosome/lysosome (e.g. mammals and insects) or vacuole (yeast), and that very likely destabilizes other Atg proteins and thus enables their efficient dissociation and recycling."" [GOC:autophagy, GOC:lf, PMID:28077293]"	54	102	3	15719	0.0294117647058823	0.0555555555555555	query_1	['GO:0016236', 'GO:0032984']	['CHMP2A', 'VAMP8', 'SNAP29']
316	GO:BP	GO:0048259	regulation of receptor-mediated endocytosis	0.0351806785728827	True	"""Any process that modulates the frequency, rate or extent of receptor mediated endocytosis, the uptake of external materials by cells, utilizing receptors to ensure specificity of transport."" [GOC:go_curators, GOC:tb]"	107	102	4	15719	0.0392156862745098	0.0373831775700934	query_1	['GO:0006898', 'GO:0030100']	['PICALM', 'AP2M1', 'DNM2', 'NUMB']
177	GO:CC	GO:0070161	anchoring junction	0.0355548251459841	True	"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]"	855	102	11	16420	0.1078431372549019	0.0128654970760233	query_1	['GO:0030054']	['CLTC', 'SH3BP1', 'STX3', 'GRB2', 'EGFR', 'DNM2', 'IGF2R', 'SNAP23', 'HSPA8', 'NUMB', 'STX16']
318	GO:BP	GO:0051223	regulation of protein transport	0.0356032036857703	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a protein into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	501	102	9	15719	0.088235294117647	0.0179640718562874	query_1	['GO:0015031', 'GO:0051049', 'GO:0070201']	['VAMP2', 'STX1A', 'STXBP5', 'STX4', 'GCC2', 'SNAP25', 'SYT9', 'HSPA8', 'EIPR1']
319	GO:BP	GO:1903358	regulation of Golgi organization	0.0358254561802937	True	"""Any process that modulates the frequency, rate or extent of Golgi organization."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:17562788]"	17	102	2	15719	0.0196078431372549	0.1176470588235294	query_1	['GO:0007030', 'GO:0033043']	['DNM2', 'STX5']
320	GO:BP	GO:1903729	regulation of plasma membrane organization	0.0358254561802937	True	"""Any process that modulates the frequency, rate or extent of plasma membrane organization."" [GO_REF:0000058, GOC:TermGenie, PMID:24514900]"	17	102	2	15719	0.0196078431372549	0.1176470588235294	query_1	['GO:0007009', 'GO:0051128']	['DNM2', 'RAB3A']
178	GO:CC	GO:0020018	ciliary pocket membrane	0.0376500716732911	True	"""That part of the plasma membrane found in the ciliary pocket (also called flagellar pocket)."" [GOC:cilia, GOC:mb]"	3	102	1	16420	0.0098039215686274	0.3333333333333333	query_1	['GO:0020016', 'GO:0060170']	['SNAP29']
179	GO:CC	GO:0020016	ciliary pocket	0.0376500716732911	True	"""Invagination of the plasma membrane from which a cilium (also called flagellum) protrudes."" [GOC:cilia, GOC:mb]"	3	102	1	16420	0.0098039215686274	0.3333333333333333	query_1	['GO:0005929', 'GO:0110165']	['SNAP29']
180	GO:CC	GO:0005576	extracellular region	0.0376500716732911	True	"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]"	3767	102	33	16420	0.3235294117647059	0.008760286700292	query_1	['GO:0110165']	['VAMP7', 'VTI1B', 'CHMP2A', 'STAMBP', 'HGS', 'HSP90AB1', 'CLTC', 'STX7', 'AP2M1', 'STX1A', 'CRYL1', 'TOR1A', 'STX3', 'GRB2', 'ABCC6', 'EGFR', 'VPS50', 'DNM2', 'STX4', 'IGF2R', 'ENPP1', 'SNAP23', 'RAB9A', 'TXLNA', 'AP1M1', 'STXBP1', 'HSPA8', 'LGI3', 'A1BG', 'VAMP8', 'FURIN', 'NAPA', 'RAB3A']
