Vogt-Koyanagi-Harada disease	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
852	GO:BP	GO:0071478	cellular response to radiation	0.0234528819696043	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:mah]"	181	101	5	15719	0.0495049504950495	0.0276243093922651	query_1	['GO:0009314', 'GO:0071214']	['TANK', 'CREBBP', 'RBX1', 'FBXW7', 'CUL4A']
850	GO:BP	GO:0061048	negative regulation of branching involved in lung morphogenesis	0.0234528819696043	True	"""Any process that decreases the rate, frequency, or extent of the process in which a highly ordered sequence of patterning events generates the branched structures of the lung, consisting of reiterated combinations of bud outgrowth, elongation, and dichotomous subdivision of terminal units."" [GOC:dph, GOC:yaf]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0051241', 'GO:0060441', 'GO:0061046', 'GO:1905331']	['TNF']
849	GO:BP	GO:0010933	positive regulation of macrophage tolerance induction	0.0234528819696043	True	"""Any process that increases the frequency, rate, or extent of B cell tolerance induction."" [GOC:BHF, GOC:dph, GOC:tb]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0002645', 'GO:0010931', 'GO:0010932']	['IRAK3']
851	GO:BP	GO:0034148	negative regulation of toll-like receptor 5 signaling pathway	0.0234528819696043	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of toll-like receptor 5 signaling pathway."" [GOC:add, PMID:16551253, PMID:17328678]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0002683', 'GO:0009968', 'GO:0034146', 'GO:0034147']	['TNFAIP3']
847	GO:BP	GO:0072573	tolerance induction to lipopolysaccharide	0.0234528819696043	True	"""Tolerance induction directed at lipopolysaccharide antigens."" [GOC:BHF, GOC:mah]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0002507', 'GO:0031665', 'GO:0071222']	['TNFAIP3']
846	GO:BP	GO:0009682	induced systemic resistance	0.0234528819696043	True	"""A response to non-pathogenic bacteria that confers broad spectrum systemic resistance to disease that does not depend upon salicylic acid signaling."" [PMID:10234273]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0042742', 'GO:0045087']	['MYD88']
845	GO:BP	GO:0034128	negative regulation of MyD88-independent toll-like receptor signaling pathway	0.0234528819696043	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of MyD88-independent toll-like receptor signaling pathway."" [GOC:add, PMID:16551253, PMID:17328678]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0002756', 'GO:0034122', 'GO:0034127']	['SARM1']
844	GO:BP	GO:0150127	regulation of interleukin-33 production	0.0234528819696043	True	"""Any process that modulates the frequency, rate or extent of interleukin-33 production."" [GOC:aruk, PMID:29778524]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0001817', 'GO:0072639']	['TNF']
843	GO:BP	GO:0002537	nitric oxide production involved in inflammatory response	0.0234528819696043	True	"""The synthesis or release of nitric oxide following a stimulus as part of an inflammatory response, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0002532']	['TLR4']
842	GO:BP	GO:1902380	positive regulation of endoribonuclease activity	0.0234528819696043	True	"""Any process that activates or increases the frequency, rate or extent of endoribonuclease activity."" [GOC:bf, GOC:TermGenie]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0032075', 'GO:0060699']	['HSPA1A']
841	GO:BP	GO:1902442	regulation of ripoptosome assembly involved in necroptotic process	0.0234528819696043	True	"""Any process that modulates the frequency, rate or extent of ripoptosome assembly involved in a necroptotic process."" [GOC:dph, GOC:mtg_apoptosis, GOC:TermGenie, PMID:21052097]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0043254', 'GO:1901026']	['BIRC2']
837	GO:BP	GO:1901554	response to paracetamol	0.0234528819696043	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a paracetamol stimulus."" [GOC:TermGenie]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0010243', 'GO:0014070', 'GO:1901700']	['TNF']
848	GO:BP	GO:0007005	mitochondrion organization	0.0234528819696043	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a mitochondrion; includes mitochondrial morphogenesis and distribution, and replication of the mitochondrial genome as well as synthesis of new mitochondrial components."" [GOC:dph, GOC:jl, GOC:mah, GOC:sgd_curators, PMID:9786946]"	522	101	9	15719	0.0891089108910891	0.0172413793103448	query_1	['GO:0006996']	['SHARPIN', 'HSPA1A', 'GSK3B', 'OPTN', 'HTT', 'RNF31', 'HSP90AA1', 'FBXW7', 'CDC37']
839	GO:BP	GO:0033365	protein localization to organelle	0.0234528819696043	True	"""A process in which a protein is transported to, or maintained in, a location within an organelle."" [GOC:mah]"	924	101	13	15719	0.1287128712871287	0.014069264069264	query_1	['GO:0008104']	['PTPN22', 'GSK3B', 'OPTN', 'RAB8A', 'RAB8B', 'RNF31', 'SKP1', 'HSP90AA1', 'NFKBIA', 'HSPA8', 'FBXW7', 'LRSAM1', 'TNFAIP3']
840	GO:BP	GO:1902443	negative regulation of ripoptosome assembly involved in necroptotic process	0.0234528819696043	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of ripoptosome assembly involved in a necroptotic process."" [GOC:dph, GOC:mtg_apoptosis, GOC:TermGenie, PMID:21052097]"	1	101	1	15719	0.0099009900990099	1.0	query_1	['GO:0031333', 'GO:1901026', 'GO:1902442']	['BIRC2']
863	GO:BP	GO:0035967	cellular response to topologically incorrect protein	0.0234777943080105	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a protein that is not folded in its correct three-dimensional structure."" [GOC:bf]"	115	101	4	15719	0.0396039603960396	0.0347826086956521	query_1	['GO:0033554', 'GO:0035966', 'GO:0071310']	['CUL3', 'HSPA1A', 'OPTN', 'HSPA8']
200	REAC	REAC:R-HSA-168330	Viral RNP Complexes in the Host Cell Nucleus	0.0234945805794414	True	Viral RNP Complexes in the Host Cell Nucleus	1	96	1	10022	0.0104166666666666	1.0	query_1	['REAC:R-HSA-168274']	['HSPA1A']
867	GO:BP	GO:0051797	regulation of hair follicle development	0.0236231434378043	True	"""Any process that modulates the frequency, rate or extent of hair follicle development."" [GOC:ai]"	19	101	2	15719	0.0198019801980198	0.1052631578947368	query_1	['GO:0001942', 'GO:0042634', 'GO:2000026']	['TNF', 'TRADD']
864	GO:BP	GO:0002281	macrophage activation involved in immune response	0.0236231434378043	True	"""A change in morphology and behavior of a macrophage resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	19	101	2	15719	0.0198019801980198	0.1052631578947368	query_1	['GO:0002275', 'GO:0042116']	['TNF', 'TICAM1']
865	GO:BP	GO:0009110	vitamin biosynthetic process	0.0236231434378043	True	"""The chemical reactions and pathways resulting in the formation of a vitamin, one of a number of unrelated organic substances that occur in many foods in small amounts and that are necessary in trace amounts for the normal metabolic functioning of the body."" [GOC:go_curators, ISBN:0198506732]"	19	101	2	15719	0.0198019801980198	0.1052631578947368	query_1	['GO:0006766', 'GO:0044249', 'GO:0044283']	['TNF', 'NFKB1']
866	GO:BP	GO:0097202	activation of cysteine-type endopeptidase activity	0.0236231434378043	True	"""Any process that initiates the activity of the inactive enzyme cysteine-type endopeptidase."" [GOC:mtg_apoptosis, PMID:21726810]"	19	101	2	15719	0.0198019801980198	0.1052631578947368	query_1	['GO:0031638', 'GO:2001056']	['FADD', 'CASP8']
868	GO:BP	GO:1901800	positive regulation of proteasomal protein catabolic process	0.0240592371555119	True	"""Any process that activates or increases the frequency, rate or extent of proteasomal protein catabolic process."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21669198]"	116	101	4	15719	0.0396039603960396	0.0344827586206896	query_1	['GO:0010498', 'GO:0045732', 'GO:0061136', 'GO:1903052']	['HSPA1A', 'GSK3B', 'RBX1', 'FBXW7']
201	REAC	REAC:R-HSA-399954	Sema3A PAK dependent Axon repulsion	0.0242490312813693	True	Sema3A PAK dependent Axon repulsion	16	96	2	10022	0.0208333333333333	0.125	query_1	['REAC:R-HSA-373755']	['HSP90AB1', 'HSP90AA1']
202	REAC	REAC:R-HSA-9614657	FOXO-mediated transcription of cell death genes	0.0242490312813693	True	FOXO-mediated transcription of cell death genes	16	96	2	10022	0.0208333333333333	0.125	query_1	['REAC:R-HSA-9614085']	['CREBBP', 'FASLG']
869	GO:BP	GO:0070201	regulation of establishment of protein localization	0.0243314697362836	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a protein to a specific location."" [GOC:BHF, GOC:mah]"	526	101	9	15719	0.0891089108910891	0.0171102661596958	query_1	['GO:0032880', 'GO:0045184']	['PTPN22', 'GSK3B', 'RAB8A', 'TLR4', 'TNF', 'RNF31', 'HSP90AA1', 'HSPA8', 'FBXW7']
870	GO:BP	GO:0048255	mRNA stabilization	0.0244439853242797	True	"""Prevention of degradation of mRNA molecules. In the absence of compensating changes in other processes, the slowing of mRNA degradation can result in an overall increase in the population of active mRNA molecules."" [GOC:jid]"	60	101	3	15719	0.0297029702970297	0.05	query_1	['GO:0043488', 'GO:0043489', 'GO:1902373']	['MYD88', 'IKBKE', 'TRAF2']
872	GO:BP	GO:0071482	cellular response to light stimulus	0.02464839480067	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:mah]"	117	101	4	15719	0.0396039603960396	0.0341880341880341	query_1	['GO:0009416', 'GO:0071478']	['CREBBP', 'RBX1', 'FBXW7', 'CUL4A']
873	GO:BP	GO:0042752	regulation of circadian rhythm	0.02464839480067	True	"""Any process that modulates the frequency, rate or extent of a circadian rhythm. A circadian rhythm is a biological process in an organism that recurs with a regularity of approximately 24 hours."" [GOC:dph, GOC:jl, GOC:tb]"	117	101	4	15719	0.0396039603960396	0.0341880341880341	query_1	['GO:0007623', 'GO:0050789']	['GSK3B', 'BTRC', 'FBXW11', 'FBXW7']
871	GO:BP	GO:0071346	cellular response to type II interferon	0.02464839480067	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-gamma stimulus. Interferon gamma is the only member of the type II interferon found so far."" [GOC:mah]"	117	101	4	15719	0.0396039603960396	0.0341880341880341	query_1	['GO:0034341', 'GO:0071345']	['FASLG', 'TLR4', 'TNF', 'CDC37']
874	GO:BP	GO:0071495	cellular response to endogenous stimulus	0.0247821718712133	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]"	1385	101	17	15719	0.1683168316831683	0.0122743682310469	query_1	['GO:0009719']	['PTPN22', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'CREBBP', 'RAB8A', 'HSP90AB1', 'RELA', 'TLR4', 'TNF', 'NFKB1', 'RIPK1', 'CFLAR', 'TAB1', 'MAP3K7', 'HSPA8', 'PTGES3']
72	GO:CC	GO:0035525	NF-kappaB p50/p65 complex	0.0251939665960302	True	"""A heterodimer of NF-kappa B p50 and p65 subunits."" [GO:add, PMID:20393192, PMID:9299584]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0071159']	['RELA']
71	GO:CC	GO:0099522	cytosolic region	0.0251939665960302	True	"""Any (proper) part of the cytosol of a single cell of sufficient size to still be considered cytosol."" [GOC:dos]"	19	101	2	16420	0.0198019801980198	0.1052631578947368	query_1	['GO:0005829']	['HTT', 'HSPA8']
70	GO:CC	GO:0055037	recycling endosome	0.0251939665960302	True	"""An organelle consisting of a network of tubules that functions in targeting molecules, such as receptors transporters and lipids, to the plasma membrane."" [GOC:dph, GOC:jid, GOC:kmv, GOC:rph, PMID:10930469, PMID:15601896, PMID:16246101, PMID:21556374, PMID:21562044]"	188	101	5	16420	0.0495049504950495	0.026595744680851	query_1	['GO:0005768']	['OPTN', 'RAB8A', 'RAB8B', 'TNF', 'TBC1D17']
875	GO:BP	GO:0050830	defense response to Gram-positive bacterium	0.0253317125018677	True	"""Reactions triggered in response to the presence of a Gram-positive bacterium that act to protect the cell or organism."" [GOC:ai]"	118	101	4	15719	0.0396039603960396	0.0338983050847457	query_1	['GO:0042742']	['MYD88', 'TBK1', 'TNF', 'LTA']
877	GO:BP	GO:0000271	polysaccharide biosynthetic process	0.0253859532636541	True	"""The chemical reactions and pathways resulting in the formation of a polysaccharide, a polymer of many (typically more than 10) monosaccharide residues linked glycosidically."" [GOC:go_curators]"	61	101	3	15719	0.0297029702970297	0.0491803278688524	query_1	['GO:0005976', 'GO:0009059', 'GO:0016051']	['GSK3B', 'NFKB1', 'PTGES3']
876	GO:BP	GO:0046824	positive regulation of nucleocytoplasmic transport	0.0253859532636541	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of substances between the nucleus and the cytoplasm."" [GOC:bf]"	61	101	3	15719	0.0297029702970297	0.0491803278688524	query_1	['GO:0006913', 'GO:0032388', 'GO:0046822']	['PTPN22', 'GSK3B', 'HSP90AA1']
879	GO:BP	GO:0098780	response to mitochondrial depolarisation	0.0256945907158848	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) in response to the depolarization of one or more mitochondria."" [GOC:dos]"	20	101	2	15719	0.0198019801980198	0.1	query_1	['GO:0033554']	['OPTN', 'CDC37']
880	GO:BP	GO:0061042	vascular wound healing	0.0256945907158848	True	"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels and contribute to the series of events that restore integrity to damaged vasculature."" [GOC:BHF, GOC:dph]"	20	101	2	15719	0.0198019801980198	0.1	query_1	['GO:0060055']	['TNF', 'TNFAIP3']
881	GO:BP	GO:0071731	response to nitric oxide	0.0256945907158848	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitric oxide stimulus."" [GOC:mah, GOC:yaf]"	20	101	2	15719	0.0198019801980198	0.1	query_1	['GO:0010035', 'GO:1901698', 'GO:1901700']	['CFLAR', 'TRAF2']
882	GO:BP	GO:0039532	negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway	0.0256945907158848	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the series of a cytoplasmic pattern recognition receptor signaling pathway in response to a virus."" [GOC:bf, GOC:jl]"	20	101	2	15719	0.0198019801980198	0.1	query_1	['GO:0002683', 'GO:0002753', 'GO:0009968', 'GO:0039531', 'GO:0050687']	['PTPN22', 'TNFAIP3']
878	GO:BP	GO:0039535	regulation of RIG-I signaling pathway	0.0256945907158848	True	"""Any process that modulates the frequency, rate or extent of the RIG-I signaling pathway."" [GOC:bf, GOC:jl]"	20	101	2	15719	0.0198019801980198	0.1	query_1	['GO:0039529', 'GO:0039531']	['BIRC3', 'BIRC2']
883	GO:BP	GO:0006839	mitochondrial transport	0.0259698288251957	True	"""Transport of substances into, out of or within a mitochondrion."" [GOC:ai]"	188	101	5	15719	0.0495049504950495	0.026595744680851	query_1	['GO:0046907']	['HSPA1A', 'GSK3B', 'RNF31', 'HSP90AA1', 'FBXW7']
203	REAC	REAC:R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	0.0260693601288582	True	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	90	96	4	10022	0.0416666666666666	0.0444444444444444	query_1	['REAC:R-HSA-199418']	['MYD88', 'IRAK4', 'IRAK1', 'TRAF6']
884	GO:BP	GO:0014015	positive regulation of gliogenesis	0.0263142206457243	True	"""Any process that activates or increases the frequency, rate or extent of gliogenesis, the formation of mature glia."" [GOC:ef]"	62	101	3	15719	0.0297029702970297	0.0483870967741935	query_1	['GO:0014013', 'GO:0042063', 'GO:0050769']	['TNFRSF1B', 'TNF', 'LTA']
885	GO:BP	GO:0060261	positive regulation of transcription initiation by RNA polymerase II	0.0263142206457243	True	"""Any process that increases the rate, frequency or extent of a process involved in starting transcription from an RNA polymerase II promoter."" [GOC:dph, GOC:tb, GOC:txnOH]"	62	101	3	15719	0.0297029702970297	0.0483870967741935	query_1	['GO:0006367', 'GO:0045944', 'GO:0060260', 'GO:2000144']	['NFKB1', 'CAND1', 'NFKBIA']
205	REAC	REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	0.0267843202792819	True	Signaling by ERBB2 TMD/JMD mutants	17	96	2	10022	0.0208333333333333	0.1176470588235294	query_1	['REAC:R-HSA-1227990']	['HSP90AA1', 'CDC37']
204	REAC	REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	0.0267843202792819	True	Signaling by Ligand-Responsive EGFR Variants in Cancer	17	96	2	10022	0.0208333333333333	0.1176470588235294	query_1	['REAC:R-HSA-1643713']	['HSP90AA1', 'CDC37']
206	REAC	REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	0.0267843202792819	True	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	17	96	2	10022	0.0208333333333333	0.1176470588235294	query_1	['REAC:R-HSA-5637815']	['HSP90AA1', 'CDC37']
886	GO:BP	GO:0007179	transforming growth factor beta receptor signaling pathway	0.0270321045994807	True	"""The series of molecular signals initiated by an extracellular ligand binding to a transforming growth factor beta receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:BHF, GOC:mah, GOC:signaling]"	190	101	5	15719	0.0495049504950495	0.0263157894736842	query_1	['GO:0007178', 'GO:0071560']	['HSPA1A', 'CREBBP', 'HSP90AB1', 'TAB1', 'MAP3K7']
887	GO:BP	GO:0071363	cellular response to growth factor stimulus	0.0279261566795602	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:mah]"	638	101	10	15719	0.099009900990099	0.0156739811912225	query_1	['GO:0070848', 'GO:0071495']	['HSPA1A', 'TNFRSF1B', 'CREBBP', 'HSP90AB1', 'RELA', 'TLR4', 'RIPK1', 'CFLAR', 'TAB1', 'MAP3K7']
889	GO:BP	GO:0010888	negative regulation of lipid storage	0.0279957204218769	True	"""Any process that decreases the rate, frequency or extent of lipid storage. Lipid storage is the accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."" [GOC:BHF, GOC:dph, GOC:tb]"	21	101	2	15719	0.0198019801980198	0.0952380952380952	query_1	['GO:0010883', 'GO:0019915', 'GO:1905953']	['TNF', 'NFKBIA']
891	GO:BP	GO:0002922	positive regulation of humoral immune response	0.0279957204218769	True	"""Any process that activates or increases the frequency, rate, or extent of a humoral immune response."" [GOC:add]"	21	101	2	15719	0.0198019801980198	0.0952380952380952	query_1	['GO:0002920', 'GO:0006959', 'GO:0050778']	['TNF', 'LTA']
890	GO:BP	GO:1901739	regulation of myoblast fusion	0.0279957204218769	True	"""Any process that modulates the frequency, rate or extent of myoblast fusion."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21364645]"	21	101	2	15719	0.0198019801980198	0.0952380952380952	query_1	['GO:0007520', 'GO:0060142']	['CFLAR', 'TNFSF14']
888	GO:BP	GO:0097049	motor neuron apoptotic process	0.0279957204218769	True	"""Any apoptotic process in a motor neuron, an efferent neuron that passes from the central nervous system or a ganglion toward or to a muscle and conducts an impulse that causes movement."" [CL:0000100, GOC:BHF, GOC:mtg_apoptosis, PMID:14523086]"	21	101	2	15719	0.0198019801980198	0.0952380952380952	query_1	['GO:0051402']	['FAS', 'FADD']
207	REAC	REAC:R-HSA-195721	Signaling by WNT	0.0297437911517962	True	Signaling by WNT	325	96	8	10022	0.0833333333333333	0.0246153846153846	query_1	['REAC:R-HSA-162582']	['CUL3', 'GSK3B', 'CREBBP', 'RBX1', 'BTRC', 'SKP1', 'MAP3K7', 'CUL1']
892	GO:BP	GO:0008104	protein localization	0.0297741942723582	True	"""Any process in which a protein is transported to, or maintained in, a specific location."" [GOC:ai]"	2399	101	25	15719	0.2475247524752475	0.0104210087536473	query_1	['GO:0070727']	['PTPN22', 'GSK3B', 'NFKBIE', 'NFKBIB', 'OPTN', 'RAB8A', 'HSP90AB1', 'TNFRSF1A', 'RAB8B', 'IKBKB', 'TLR4', 'FYB1', 'TNF', 'RNF31', 'SKP1', 'TICAM2', 'HSP90AA1', 'SNX33', 'NFKBIA', 'TBC1D17', 'HSPA8', 'FBXW7', 'LRSAM1', 'TNFAIP3', 'CDC37']
893	GO:BP	GO:2000278	regulation of DNA biosynthetic process	0.0303008852871875	True	"""Any process that modulates the frequency, rate or extent of DNA biosynthetic process."" [GOC:obol]"	125	101	4	15719	0.0396039603960396	0.032	query_1	['GO:0010556', 'GO:0031326', 'GO:0051052', 'GO:0071897']	['HSP90AB1', 'TNF', 'HSP90AA1', 'PTGES3']
894	GO:BP	GO:0006925	inflammatory cell apoptotic process	0.0305643700340672	True	"""Any apoptotic process in an inflammatory cell, any cell participating in the inflammatory response to a foreign substance e.g. neutrophil, macrophage."" [GOC:jl, GOC:mtg_apoptosis]"	22	101	2	15719	0.0198019801980198	0.0909090909090909	query_1	['GO:0006915']	['FASLG', 'IRF7']
896	GO:BP	GO:0032388	positive regulation of intracellular transport	0.0309888329764885	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of substances within cells."" [GOC:mah]"	197	101	5	15719	0.0495049504950495	0.0253807106598984	query_1	['GO:0032386', 'GO:0046907', 'GO:0048522', 'GO:0051050']	['PTPN22', 'GSK3B', 'RNF31', 'HSP90AA1', 'FBXW7']
895	GO:BP	GO:0051248	negative regulation of protein metabolic process	0.0309888329764885	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of chemical reactions and pathways involving a protein."" [GOC:ai]"	966	101	13	15719	0.1287128712871287	0.0134575569358178	query_1	['GO:0010605', 'GO:0019538', 'GO:0051172', 'GO:0051246']	['PTPN22', 'HSPA1A', 'GSK3B', 'IRAK3', 'HSP90AB1', 'RELA', 'IKBKB', 'TNF', 'NFKB1', 'TNFSF14', 'BIRC3', 'BIRC2', 'TNFAIP3']
897	GO:BP	GO:0070727	cellular macromolecule localization	0.0311857922663154	True	"""Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell."" [GOC:mah]"	2409	101	25	15719	0.2475247524752475	0.0103777501037775	query_1	['GO:0033036', 'GO:0051641']	['PTPN22', 'GSK3B', 'NFKBIE', 'NFKBIB', 'OPTN', 'RAB8A', 'HSP90AB1', 'TNFRSF1A', 'RAB8B', 'IKBKB', 'TLR4', 'FYB1', 'TNF', 'RNF31', 'SKP1', 'TICAM2', 'HSP90AA1', 'SNX33', 'NFKBIA', 'TBC1D17', 'HSPA8', 'FBXW7', 'LRSAM1', 'TNFAIP3', 'CDC37']
898	GO:BP	GO:0009653	anatomical structure morphogenesis	0.0313269290875442	True	"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]"	2539	101	26	15719	0.2574257425742574	0.0102402520677432	query_1	['GO:0032502', 'GO:0048856']	['CUL3', 'GSK3B', 'TNFRSF1B', 'CREBBP', 'RAB8A', 'SARM1', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'RELA', 'FASLG', 'BTRC', 'TNF', 'NFKB1', 'CFLAR', 'TNFSF14', 'NFKB2', 'HSP90AA1', 'FBXW11', 'TAB1', 'TRAF6', 'CASP8', 'CUL1', 'FBXW7', 'BCL10', 'TNFAIP3']
208	REAC	REAC:R-HSA-9612973	Autophagy	0.0314587806114429	True	Autophagy	147	96	5	10022	0.0520833333333333	0.0340136054421768	query_1	['REAC:0000000']	['UBE2V1', 'HSP90AB1', 'HSP90AA1', 'HSPA8', 'UBE2N']
899	GO:BP	GO:0001666	response to hypoxia	0.031711730788228	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:hjd]"	278	101	6	15719	0.0594059405940594	0.0215827338129496	query_1	['GO:0006950', 'GO:0036293']	['CREBBP', 'TNF', 'LTA', 'CFLAR', 'IRAK1', 'BIRC2']
900	GO:BP	GO:0048513	animal organ development	0.0318642678296648	True	"""Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dph, GOC:jid]"	2936	101	29	15719	0.2871287128712871	0.0098773841961852	query_1	['GO:0048856']	['CUL3', 'SHARPIN', 'GSK3B', 'TNFRSF1B', 'MYD88', 'HSP90AB1', 'TNFRSF1A', 'TAB2', 'RELA', 'FASLG', 'BTRC', 'TNF', 'FADD', 'NFKB1', 'LTA', 'CFLAR', 'TRADD', 'LTB', 'NFKB2', 'FBXW11', 'TAB1', 'LTBR', 'TRAF6', 'BIRC2', 'CASP8', 'CUL1', 'PTGES3', 'FBXW7', 'TNFAIP3']
901	GO:BP	GO:0034394	protein localization to cell surface	0.0319940046717101	True	"""A process in which a protein is transported to, or maintained in, a location within the external part of the cell wall and/or plasma membrane."" [GOC:mah]"	67	101	3	15719	0.0297029702970297	0.044776119402985	query_1	['GO:0008104']	['HSP90AB1', 'TNF', 'SNX33']
902	GO:BP	GO:0003158	endothelium development	0.0325452685716036	True	"""The process whose specific outcome is the progression of an endothelium over time, from its formation to the mature structure. Endothelium refers to the layer of cells lining blood vessels, lymphatics, the heart, and serous cavities, and is derived from bone marrow or mesoderm. Corneal endothelium is a special case, derived from neural crest cells."" [GOC:mtg_heart]"	128	101	4	15719	0.0396039603960396	0.03125	query_1	['GO:0060429']	['MYD88', 'TNFRSF1A', 'IKBKB', 'TNF']
209	REAC	REAC:R-HSA-199418	Negative regulation of the PI3K/AKT network	0.0326505813792787	True	Negative regulation of the PI3K/AKT network	97	96	4	10022	0.0416666666666666	0.0412371134020618	query_1	['REAC:R-HSA-1257604']	['MYD88', 'IRAK4', 'IRAK1', 'TRAF6']
903	GO:BP	GO:0070374	positive regulation of ERK1 and ERK2 cascade	0.032680343740817	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:mah]"	200	101	5	15719	0.0495049504950495	0.025	query_1	['GO:0043410', 'GO:0070371', 'GO:0070372']	['PTPN22', 'TLR4', 'TNF', 'CFLAR', 'FBXW7']
904	GO:BP	GO:0071407	cellular response to organic cyclic compound	0.032680343740817	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."" [GOC:mah]"	555	101	9	15719	0.0891089108910891	0.0162162162162162	query_1	['GO:0014070', 'GO:0071310']	['HSPA1A', 'GSK3B', 'BTRC', 'TNF', 'NFKB1', 'CFLAR', 'CASP8', 'HSPA8', 'PTGES3']
