Laron syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
811	GO:BP	GO:0045994	positive regulation of translational initiation by iron	0.0232643848705325	True	"""Any process involving iron that activates or increases the rate of translational initiation."" [GOC:go_curators]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0006447', 'GO:0045948']	['TNF']
810	GO:BP	GO:0009110	vitamin biosynthetic process	0.0232643848705325	True	"""The chemical reactions and pathways resulting in the formation of a vitamin, one of a number of unrelated organic substances that occur in many foods in small amounts and that are necessary in trace amounts for the normal metabolic functioning of the body."" [GOC:go_curators, ISBN:0198506732]"	19	98	2	15719	0.0204081632653061	0.1052631578947368	query_1	['GO:0006766', 'GO:0044249', 'GO:0044283']	['TNF', 'NFKB1']
809	GO:BP	GO:0140460	response to Gram-negative bacterium	0.0232643848705325	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a Gram-negative bacterium."" [PMID:23664307]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0009617']	['TNF']
808	GO:BP	GO:1901389	negative regulation of transforming growth factor beta activation	0.0232643848705325	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of transforming growth factor beta activation."" [GOC:sl, GOC:TermGenie]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0010648', 'GO:0023057', 'GO:0036363', 'GO:0071635', 'GO:1901388']	['HSP90AB1']
807	GO:BP	GO:0150127	regulation of interleukin-33 production	0.0232643848705325	True	"""Any process that modulates the frequency, rate or extent of interleukin-33 production."" [GOC:aruk, PMID:29778524]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0001817', 'GO:0072639']	['TNF']
800	GO:BP	GO:0140067	peptidyl-lysine butyrylation	0.0232643848705325	True	"""The butyrylation of a lysine residue in a protein. Butyryl is the univalent radical C3H7COO- derived from butyric acid."" [PMID:27105113, Wikipedia:butyryl]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0043543']	['EP300']
816	GO:BP	GO:0061048	negative regulation of branching involved in lung morphogenesis	0.0232643848705325	True	"""Any process that decreases the rate, frequency, or extent of the process in which a highly ordered sequence of patterning events generates the branched structures of the lung, consisting of reiterated combinations of bud outgrowth, elongation, and dichotomous subdivision of terminal units."" [GOC:dph, GOC:yaf]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0051241', 'GO:0060441', 'GO:0061046', 'GO:1905331']	['TNF']
803	GO:BP	GO:0150101	regulation of microtubule anchoring at centrosome	0.0232643848705325	True	"""Any process that modulates the frequency, rate or extent of microtubule anchoring at centrosome."" [GOC:aruk, GOC:bc, PMID:17139249]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0034454', 'GO:0070507']	['GSK3B']
802	GO:BP	GO:0120190	negative regulation of bile acid secretion	0.0232643848705325	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of the controlled release of bile acid from a cell or a tissue."" [GOC:BHF, GOC:BHF_miRNA, GOC:rph, PMID:22767443]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0032782', 'GO:0032891', 'GO:0051048', 'GO:0120188']	['TNF']
801	GO:BP	GO:0150129	positive regulation of interleukin-33 production	0.0232643848705325	True	"""Any process that activates or increases the frequency, rate or extent of interleukin-33 production."" [GOC:aruk]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0001819', 'GO:0072639', 'GO:0150127']	['TNF']
827	GO:BP	GO:0044282	small molecule catabolic process	0.0233329203208275	True	"""The chemical reactions and pathways resulting in the breakdown of small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:vw]"	350	98	7	15719	0.0714285714285714	0.02	query_1	['GO:0009056', 'GO:0044281']	['GCSH', 'DLST', 'DBT', 'BCKDK', 'BCKDHB', 'DLD', 'BCKDHA']
828	GO:BP	GO:0030323	respiratory tube development	0.0234108118043982	True	"""The process whose specific outcome is the progression of the respiratory tube over time, from its formation to the mature structure. The respiratory tube is assumed to mean any tube in the respiratory tract."" [GOC:jid]"	187	98	5	15719	0.0510204081632653	0.0267379679144385	query_1	['GO:0035295', 'GO:0048513']	['TNF', 'EPAS1', 'EP300', 'TAB1', 'FBXW7']
218	REAC	REAC:R-HSA-69052	Switching of origins to a post-replicative state	0.0235502302947465	True	Switching of origins to a post-replicative state	92	92	4	10022	0.0434782608695652	0.0434782608695652	query_1	['REAC:R-HSA-69239']	['RBX1', 'SKP1', 'SKP2', 'CUL1']
74	GO:CC	GO:0030904	retromer complex	0.0235649915945858	True	"""A conserved hetero-pentameric membrane-associated complex involved in retrograde transport from endosomes to the Golgi apparatus. The budding yeast retromer comprises Vps35p, Vps29p, Vps26p, Vps5p, and Vps17p. The mammalian complex shows slight variation in composition compared to yeast, and comprises SNX1 or SNX2, SNX5 or SNX6, VPS26A or VPS26B, VPS29, and VPS35."" [GOC:bf, PMID:26220253, PMID:27385586, PMID:9700157]"	21	99	2	16420	0.0202020202020202	0.0952380952380952	query_1	['GO:0012505', 'GO:0098796']	['SNX6', 'SNX1']
829	GO:BP	GO:0050865	regulation of cell activation	0.0237606238235194	True	"""Any process that modulates the frequency, rate or extent of cell activation, the change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:ai]"	638	98	10	15719	0.1020408163265306	0.0156739811912225	query_1	['GO:0001775', 'GO:0050794', 'GO:0051239']	['MAP3K8', 'TNF', 'FADD', 'TNIP2', 'MALT1', 'AHR', 'TRAF6', 'BCL10', 'STAT5B', 'PRLR']
219	REAC	REAC:R-HSA-9703465	Signaling by FLT3 fusion proteins	0.0241690360744137	True	Signaling by FLT3 fusion proteins	17	92	2	10022	0.0217391304347826	0.1176470588235294	query_1	['REAC:R-HSA-9682385']	['STAT5A', 'STAT5B']
220	REAC	REAC:R-HSA-8848021	Signaling by PTK6	0.0248376084754111	True	Signaling by PTK6	50	92	3	10022	0.0326086956521739	0.06	query_1	['REAC:R-HSA-9006927']	['STAT3', 'HIF1A', 'EPAS1']
221	REAC	REAC:R-HSA-9006927	Signaling by Non-Receptor Tyrosine Kinases	0.0248376084754111	True	Signaling by Non-Receptor Tyrosine Kinases	50	92	3	10022	0.0326086956521739	0.06	query_1	['REAC:R-HSA-162582']	['STAT3', 'HIF1A', 'EPAS1']
834	GO:BP	GO:0039535	regulation of RIG-I signaling pathway	0.0251112371823473	True	"""Any process that modulates the frequency, rate or extent of the RIG-I signaling pathway."" [GOC:bf, GOC:jl]"	20	98	2	15719	0.0204081632653061	0.1	query_1	['GO:0039529', 'GO:0039531']	['BIRC3', 'BIRC2']
833	GO:BP	GO:0036498	IRE1-mediated unfolded protein response	0.0251112371823473	True	"""The series of molecular signals mediated by the endoplasmic reticulum stress sensor IRE1 (Inositol-requiring transmembrane kinase/endonuclease). Begins with activation of IRE1 in response to endoplasmic reticulum (ER) stress, and ends with regulation of a downstream cellular process, e.g. transcription. One target of activated IRE1 is the transcription factor HAC1 in yeast, or XBP1 in mammals; IRE1 cleaves an intron of a mRNA coding for HAC1/XBP1 to generate an activated HAC1/XBP1 transcription factor, which controls the up regulation of UPR-related genes. At least in mammals, IRE1 can also signal through additional intracellular pathways including JNK and NF-kappaB."" [GOC:bf, GOC:PARL, PMID:22013210]"	20	98	2	15719	0.0204081632653061	0.1	query_1	['GO:0030968']	['DDRGK1', 'UFL1']
830	GO:BP	GO:2000434	regulation of protein neddylation	0.0251112371823473	True	"""Any process that modulates the frequency, rate or extent of protein neddylation."" [GOC:obol]"	20	98	2	15719	0.0204081632653061	0.1	query_1	['GO:0045116', 'GO:1903320']	['HIF1A', 'EPAS1']
831	GO:BP	GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT	0.0251112371823473	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a receptor signaling pathway via JAK-STAT."" [GOC:bf]"	20	98	2	15719	0.0204081632653061	0.1	query_1	['GO:0007259', 'GO:0046425', 'GO:1904893']	['VHL', 'SOCS2']
832	GO:BP	GO:0045821	positive regulation of glycolytic process	0.0251112371823473	True	"""Any process that activates or increases the frequency, rate or extent of glycolysis."" [GOC:go_curators]"	20	98	2	15719	0.0204081632653061	0.1	query_1	['GO:0006096', 'GO:0006110', 'GO:0031331', 'GO:0045913', 'GO:0062013']	['HIF1A', 'ARNT']
835	GO:BP	GO:0070228	regulation of lymphocyte apoptotic process	0.0251141771026447	True	"""Any process that modulates the occurrence or rate of lymphocyte death by apoptotic process."" [GOC:add, GOC:mtg_apoptosis, ISBN:0781765196]"	62	98	3	15719	0.0306122448979591	0.0483870967741935	query_1	['GO:0070227', 'GO:2000106']	['FADD', 'HIF1A', 'BCL10']
836	GO:BP	GO:0042446	hormone biosynthetic process	0.0251141771026447	True	"""The chemical reactions and pathways resulting in the formation of any hormone, naturally occurring substances secreted by specialized cells that affects the metabolism or behavior of other cells possessing functional receptors for the hormone."" [GOC:jl]"	62	98	3	15719	0.0306122448979591	0.0483870967741935	query_1	['GO:0009058', 'GO:0042445']	['NFKB1', 'HIF1A', 'ARNT']
837	GO:BP	GO:0000302	response to reactive oxygen species	0.0252787612610457	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:krc]"	191	98	5	15719	0.0510204081632653	0.0261780104712041	query_1	['GO:0006979', 'GO:1901700']	['CHUK', 'RELA', 'HIF1A', 'RIPK1', 'PDK2']
222	REAC	REAC:R-HSA-1368082	RORA activates gene expression	0.0266654074908509	True	RORA activates gene expression	18	92	2	10022	0.0217391304347826	0.1111111111111111	query_1	['REAC:R-HSA-400253']	['CREBBP', 'EP300']
838	GO:BP	GO:0010888	negative regulation of lipid storage	0.0274126534451982	True	"""Any process that decreases the rate, frequency or extent of lipid storage. Lipid storage is the accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."" [GOC:BHF, GOC:dph, GOC:tb]"	21	98	2	15719	0.0204081632653061	0.0952380952380952	query_1	['GO:0010883', 'GO:0019915', 'GO:1905953']	['TNF', 'NFKBIA']
839	GO:BP	GO:0051000	positive regulation of nitric-oxide synthase activity	0.0274126534451982	True	"""Any process that activates or increases the activity of the enzyme nitric-oxide synthase."" [GOC:ai]"	21	98	2	15719	0.0204081632653061	0.0952380952380952	query_1	['GO:0032770', 'GO:0050999']	['TNF', 'HIF1A']
840	GO:BP	GO:0097049	motor neuron apoptotic process	0.0274126534451982	True	"""Any apoptotic process in a motor neuron, an efferent neuron that passes from the central nervous system or a ganglion toward or to a muscle and conducts an impulse that causes movement."" [CL:0000100, GOC:BHF, GOC:mtg_apoptosis, PMID:14523086]"	21	98	2	15719	0.0204081632653061	0.0952380952380952	query_1	['GO:0051402']	['FAS', 'FADD']
841	GO:BP	GO:0043011	myeloid dendritic cell differentiation	0.0274126534451982	True	"""The process in which a monocyte acquires the specialized features of a dendritic cell, an immunocompetent cell of the lymphoid and hemopoietic systems and skin."" [CL:0000782, GOC:jl]"	21	98	2	15719	0.0204081632653061	0.0952380952380952	query_1	['GO:0001773', 'GO:0002573', 'GO:0097028']	['RELB', 'TRAF6']
842	GO:BP	GO:0045670	regulation of osteoclast differentiation	0.0284152685513781	True	"""Any process that modulates the frequency, rate or extent of osteoclast differentiation."" [GOC:go_curators]"	65	98	3	15719	0.0306122448979591	0.0461538461538461	query_1	['GO:0002761', 'GO:0030316']	['TNF', 'TRAF6', 'FBXW7']
224	REAC	REAC:R-HSA-9604323	Negative regulation of NOTCH4 signaling	0.0287194010962823	True	Negative regulation of NOTCH4 signaling	53	92	3	10022	0.0326086956521739	0.0566037735849056	query_1	['REAC:R-HSA-9013694']	['RBX1', 'SKP1', 'CUL1']
223	REAC	REAC:R-HSA-186797	Signaling by PDGF	0.0287194010962823	True	Signaling by PDGF	53	92	3	10022	0.0326086956521739	0.0566037735849056	query_1	['REAC:R-HSA-9006934']	['STAT3', 'STAT5A', 'STAT5B']
225	REAC	REAC:R-HSA-9013695	NOTCH4 Intracellular Domain Regulates Transcription	0.029232752030665	True	NOTCH4 Intracellular Domain Regulates Transcription	19	92	2	10022	0.0217391304347826	0.1052631578947368	query_1	['REAC:R-HSA-9013694']	['CREBBP', 'EP300']
75	GO:CC	GO:0140513	nuclear protein-containing complex	0.0295653862536722	True	"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together in the nucleus."" [GOC:pg]"	1270	99	15	16420	0.1515151515151515	0.0118110236220472	query_1	['GO:0005634', 'GO:0032991']	['STAT3', 'HSP90AB1', 'RELA', 'ELOB', 'NFKB1', 'HIF1A', 'SKP1', 'ELOC', 'NFKB2', 'ARNT', 'AHR', 'RELB', 'REL', 'STAT5A', 'STAT5B']
843	GO:BP	GO:0001885	endothelial cell development	0.0296005180267396	True	"""The progression of an endothelial cell over time, from its formation to the mature structure."" [GOC:dph]"	66	98	3	15719	0.0306122448979591	0.0454545454545454	query_1	['GO:0002064', 'GO:0045446']	['TNFRSF1A', 'IKBKB', 'TNF']
844	GO:BP	GO:0018205	peptidyl-lysine modification	0.0297691666121747	True	"""The modification of peptidyl-lysine."" [GOC:go_curators]"	368	98	7	15719	0.0714285714285714	0.0190217391304347	query_1	['GO:0018193']	['GCSH', 'CREBBP', 'RELA', 'METTL21C', 'EP300', 'ARNT', 'MAP3K7']
845	GO:BP	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	0.0298552848264472	True	"""Any process that modulates the frequency, rate or extent of activity of any TGF-beta receptor signaling pathway."" [GOC:mah]"	127	98	4	15719	0.0408163265306122	0.0314960629921259	query_1	['GO:0007179', 'GO:0090092', 'GO:1903844']	['SNX6', 'CREBBP', 'HSP90AB1', 'EP300']
846	GO:BP	GO:1903829	positive regulation of protein localization	0.0299271929857379	True	"""Any process that activates or increases the frequency, rate or extent of a protein localization."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	462	98	8	15719	0.0816326530612244	0.0173160173160173	query_1	['GO:0008104', 'GO:0032880', 'GO:0048522']	['GSK3B', 'CDK5RAP3', 'HSP90AB1', 'DDRGK1', 'TNF', 'RNF31', 'HIF1A', 'FBXW7']
847	GO:BP	GO:0048468	cell development	0.0306621084185554	True	"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]"	2609	98	26	15719	0.2653061224489796	0.0099655040245304	query_1	['GO:0030154', 'GO:0048856', 'GO:0048869']	['GSK3B', 'CDK5RAP3', 'STAT3', 'HSP90AB1', 'TNFRSF1A', 'IKBKB', 'UFL1', 'TNF', 'FADD', 'HIF1A', 'RIPK1', 'CFLAR', 'EPAS1', 'MALT1', 'EP300', 'FBXW11', 'ARNT', 'RELB', 'TRAF6', 'DLD', 'NFKBIA', 'CASP8', 'FBXW7', 'UBA5', 'OGDH', 'STAT5B']
848	GO:BP	GO:0022407	regulation of cell-cell adhesion	0.0309831178897302	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell."" [GOC:isa_complete]"	465	98	8	15719	0.0816326530612244	0.0172043010752688	query_1	['GO:0030155', 'GO:0098609']	['MAP3K8', 'RELA', 'TNF', 'FADD', 'MALT1', 'TRAF6', 'BCL10', 'STAT5B']
226	REAC	REAC:R-HSA-174113	SCF-beta-TrCP mediated degradation of Emi1	0.0311898541432753	True	SCF-beta-TrCP mediated degradation of Emi1	55	92	3	10022	0.0326086956521739	0.0545454545454545	query_1	['REAC:R-HSA-176408']	['BTRC', 'SKP1', 'CUL1']
227	REAC	REAC:R-HSA-1226099	Signaling by FGFR in disease	0.0311898541432753	True	Signaling by FGFR in disease	55	92	3	10022	0.0326086956521739	0.0545454545454545	query_1	['REAC:R-HSA-5663202']	['STAT3', 'STAT5A', 'STAT5B']
228	REAC	REAC:R-HSA-8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	0.0311898541432753	True	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	55	92	3	10022	0.0326086956521739	0.0545454545454545	query_1	['REAC:R-HSA-69275']	['RBX1', 'SKP1', 'CUL1']
849	GO:BP	GO:0031324	negative regulation of cellular metabolic process	0.0315373377701344	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	2090	98	22	15719	0.2244897959183673	0.0105263157894736	query_1	['GO:0009892', 'GO:0031323', 'GO:0044237', 'GO:0048523']	['SNX6', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'STAT3', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'TNF', 'NFKB1', 'VHL', 'BCKDK', 'HIF1A', 'CFLAR', 'EP300', 'FBXW11', 'AHR', 'TRAF2', 'RELB', 'TRAF6', 'FBXW7']
229	REAC	REAC:R-HSA-452723	Transcriptional regulation of pluripotent stem cells	0.0317270719443199	True	Transcriptional regulation of pluripotent stem cells	20	92	2	10022	0.0217391304347826	0.1	query_1	['REAC:R-HSA-1266738']	['STAT3', 'EPAS1']
850	GO:BP	GO:0042093	T-helper cell differentiation	0.0318656138834426	True	"""The process in which a relatively unspecialized thymocyte acquires specialized features of a T-helper cell."" [GOC:ebc]"	68	98	3	15719	0.0306122448979591	0.0441176470588235	query_1	['GO:0002294']	['STAT3', 'MALT1', 'RELB']
851	GO:BP	GO:1904893	negative regulation of receptor signaling pathway via STAT	0.0322994270491747	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of receptor signaling via STAT."" [GO_REF:0000058, GOC:rjd, GOC:TermGenie, PMID:24587195]"	23	98	2	15719	0.0204081632653061	0.0869565217391304	query_1	['GO:0009968', 'GO:0097696', 'GO:1904892']	['VHL', 'SOCS2']
852	GO:BP	GO:0002070	epithelial cell maturation	0.0322994270491747	True	"""The developmental process, independent of morphogenetic (shape) change, that is required for an epithelial cell to attain its fully functional state. An epithelial cell is a cell usually found in a two-dimensional sheet with a free surface."" [GOC:dph]"	23	98	2	15719	0.0204081632653061	0.0869565217391304	query_1	['GO:0002064', 'GO:0048469']	['HIF1A', 'EPAS1']
853	GO:BP	GO:1902993	positive regulation of amyloid precursor protein catabolic process	0.0322994270491747	True	"""Any process that activates or increases the frequency, rate or extent of amyloid precursor protein catabolic process."" [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:24499793]"	23	98	2	15719	0.0204081632653061	0.0869565217391304	query_1	['GO:0042987', 'GO:0051247', 'GO:1902991']	['RELA', 'TNF']
854	GO:BP	GO:0032869	cellular response to insulin stimulus	0.0324443962772306	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."" [GOC:mah, ISBN:0198506732]"	204	98	5	15719	0.0510204081632653	0.0245098039215686	query_1	['GO:0032868', 'GO:0071375']	['PDK4', 'GSK3B', 'CFLAR', 'GHR', 'PDK2']
855	GO:BP	GO:0043523	regulation of neuron apoptotic process	0.0330562810646004	True	"""Any process that modulates the occurrence or rate of cell death by apoptotic process in neurons."" [GOC:go_curators, GOC:mtg_apoptosis]"	205	98	5	15719	0.0510204081632653	0.024390243902439	query_1	['GO:0042981', 'GO:0051402', 'GO:1901214']	['SNX6', 'EGLN3', 'TNF', 'HIF1A', 'FBXW7']
856	GO:BP	GO:0060541	respiratory system development	0.0336756857956159	True	"""The progression of the respiratory system over time from its formation to its mature structure. The respiratory system carries out respiratory gaseous exchange."" [GOC:dph]"	206	98	5	15719	0.0510204081632653	0.0242718446601941	query_1	['GO:0048731']	['TNF', 'EPAS1', 'EP300', 'TAB1', 'FBXW7']
76	GO:CC	GO:0061695	transferase complex, transferring phosphorus-containing groups	0.0339135658557432	True	"""A transferase complex capable of catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor)."" [GOC:bhm, GOC:dph]"	305	99	6	16420	0.0606060606060606	0.0196721311475409	query_1	['GO:1990234']	['TRAF3', 'CHUK', 'IKBKB', 'SOCS2', 'IKBKG', 'MAP3K7']
857	GO:BP	GO:0061180	mammary gland epithelium development	0.0341750358349975	True	"""The process whose specific outcome is the progression of the mammary gland epithelium over time, from its formation to the mature structure. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk."" [GOC:dph, GOC:yaf]"	70	98	3	15719	0.0306122448979591	0.0428571428571428	query_1	['GO:0030879', 'GO:0060429']	['BTRC', 'HIF1A', 'PRLR']
858	GO:BP	GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	0.0341750358349975	True	"""The process in which an antigenically naive CD4-positive, alpha-beta T cell acquires the specialized features of an effector, regulatory, or memory T cell as part of an immune response. Effector T cells include cells which provide T cell help or exhibit cytotoxicity towards other cells."" [GOC:add, ISBN:0781735149]"	70	98	3	15719	0.0306122448979591	0.0428571428571428	query_1	['GO:0002293', 'GO:0043367']	['STAT3', 'MALT1', 'RELB']
860	GO:BP	GO:0002755	MyD88-dependent toll-like receptor signaling pathway	0.0348083557014791	True	"""A toll-like receptor signaling pathway in which the MyD88 adaptor molecule mediates transduction of the signal. Toll-like receptors directly bind pattern motifs from a variety of microbial sources to initiate an innate immune response."" [GOC:add, ISBN:0781735149, PMID:12467241, PMID:12524386, PMID:12855817, PMID:15585605, PMID:15728447]"	24	98	2	15719	0.0204081632653061	0.0833333333333333	query_1	['GO:0002224']	['MAP3K7', 'TRAF6']
859	GO:BP	GO:0070233	negative regulation of T cell apoptotic process	0.0348083557014791	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of T cell death by apoptotic process."" [GOC:add, GOC:mtg_apoptosis, ISBN:0781765196]"	24	98	2	15719	0.0204081632653061	0.0833333333333333	query_1	['GO:0070229', 'GO:0070231', 'GO:0070232']	['FADD', 'HIF1A']
861	GO:BP	GO:0050821	protein stabilization	0.0348155927200481	True	"""Any process involved in maintaining the structure and integrity of a protein and preventing it from degradation or aggregation."" [GOC:ai]"	208	98	5	15719	0.0510204081632653	0.0240384615384615	query_1	['GO:0031647']	['HSP90AB1', 'TNIP2', 'VHL', 'EP300', 'FBXW7']
862	GO:BP	GO:0010605	negative regulation of macromolecule metabolic process	0.0350518684479346	True	"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	2640	98	26	15719	0.2653061224489796	0.0098484848484848	query_1	['GO:0009892', 'GO:0043170', 'GO:0060255']	['SNX6', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'STAT3', 'HSP90AB1', 'RELA', 'IKBKB', 'DDRGK1', 'UFL1', 'BTRC', 'TNF', 'NFKB1', 'VHL', 'HIF1A', 'NFKB2', 'EP300', 'FBXW11', 'AHR', 'BIRC3', 'TRAF2', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'FBXW7']
863	GO:BP	GO:0002287	alpha-beta T cell activation involved in immune response	0.0352774549378131	True	"""The change in morphology and behavior of an alpha-beta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	71	98	3	15719	0.0306122448979591	0.0422535211267605	query_1	['GO:0002286', 'GO:0046631']	['STAT3', 'MALT1', 'RELB']
864	GO:BP	GO:0002293	alpha-beta T cell differentiation involved in immune response	0.0352774549378131	True	"""The process in which an antigenically naive alpha-beta T cell acquires the specialized features of an effector, regulatory, or memory T cell during an immune response. Effector T cells include cells which provide T cell help or exhibit cytotoxicity towards other cells."" [GOC:add, ISBN:0781735149]"	71	98	3	15719	0.0306122448979591	0.0422535211267605	query_1	['GO:0002287', 'GO:0002292', 'GO:0046632']	['STAT3', 'MALT1', 'RELB']
865	GO:BP	GO:0098586	cellular response to virus	0.0366050658481205	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a virus."" [GOC:dos]"	72	98	3	15719	0.0306122448979591	0.0416666666666666	query_1	['GO:0009615']	['CHUK', 'NFKB1', 'HIF1A']
230	REAC	REAC:R-HSA-69242	S Phase	0.0367056152211885	True	S Phase	162	92	5	10022	0.0543478260869565	0.0308641975308641	query_1	['REAC:R-HSA-69278']	['GSK3B', 'RBX1', 'SKP1', 'SKP2', 'CUL1']
231	REAC	REAC:R-HSA-162906	HIV Infection	0.0373447179372755	True	HIV Infection	224	92	6	10022	0.0652173913043478	0.0267857142857142	query_1	['REAC:R-HSA-5663205']	['ELOB', 'RBX1', 'BTRC', 'SKP1', 'ELOC', 'CUL5']
867	GO:BP	GO:0045672	positive regulation of osteoclast differentiation	0.0373788003856179	True	"""Any process that activates or increases the frequency, rate or extent of osteoclast differentiation."" [GOC:go_curators]"	25	98	2	15719	0.0204081632653061	0.08	query_1	['GO:0002763', 'GO:0030316', 'GO:0045670']	['TNF', 'TRAF6']
866	GO:BP	GO:0033233	regulation of protein sumoylation	0.0373788003856179	True	"""Any process that modulates the frequency, rate or extent of the addition of SUMO groups to a protein."" [GOC:mah]"	25	98	2	15719	0.0204081632653061	0.08	query_1	['GO:0016925', 'GO:1903320']	['RELA', 'ARNT']
77	GO:CC	GO:1990565	HSP90-CDC37 chaperone complex	0.0374032668696764	True	"""A protein kinase chaperone complex required for the proper folding, maturation and stabilization of target proteins (mostly signalling protein kinases, some steroid hormone receptors), usually during or immediately after completion of translation. The highly conserved, phosphorylated CDC37-Ser13 (vertebrates) or cdc37-Ser14 (yeast) is essential for complex assembly and target protein binding. CDC37-Ser13 (Ser14) is phosphorylated by Casein kinase II (CK2), which in turn is a target of CDC37 creating a positive feedback loop. Complex binding also prevents rapid ubiquitin-dependent proteosomal degradation of target proteins."" [GOC:bhm, GOC:pad, GOC:PARL, PMID:21855797, PMID:22939624]"	2	99	1	16420	0.0101010101010101	0.5	query_1	['GO:0005737', 'GO:0101031']	['HSP90AB1']
78	GO:CC	GO:0033257	Bcl3/NF-kappaB2 complex	0.0374032668696764	True	"""A protein complex containing one Bcl protein and one or more copies of NF-kappaB2; formation of complexes of different stoichiometry depends on the Bcl3:NF-kappaB2 ratio, and allow Bcl3 to exert different regulatory effects on NF-kappaB2-dependent transcription."" [GOC:mah, PMID:9407099]"	2	99	1	16420	0.0101010101010101	0.5	query_1	['GO:0033256']	['NFKB2']
79	GO:CC	GO:0005960	glycine cleavage complex	0.0374032668696764	True	"""A protein complex that catalyzes the reversible oxidation of glycine. In E. coli, it has four components: dihydrolipoamide dehydrogenase, glycine dehydrogenase (decarboxylating), lipoyl-GcvH-protein and aminomethyltransferase, also known as L, P, H, and T."" [GOC:mah, MetaCyc:GCVMULTI-CPLX]"	2	99	1	16420	0.0101010101010101	0.5	query_1	['GO:0005737', 'GO:1990204']	['GCSH']
80	GO:CC	GO:0097057	TRAF2-GSTP1 complex	0.0374032668696764	True	"""A protein complex comprising tumor necrosis factor (TNF) receptor-associated factor 2 (TRAF2) and glutathione S-transferase pi 1 (GSTP1). This complex is thought to disrupt the TNF signaling cascade, thus down-regulating inflammatory responses."" [GOC:BHF, PMID:16636664]"	2	99	1	16420	0.0101010101010101	0.5	query_1	['GO:0032991']	['TRAF2']
232	REAC	REAC:R-HSA-389357	CD28 dependent PI3K/Akt signaling	0.0374671125516656	True	CD28 dependent PI3K/Akt signaling	22	92	2	10022	0.0217391304347826	0.0909090909090909	query_1	['REAC:R-HSA-389356']	['MAP3K8', 'MAP3K14']
