Representing term id	Representing term name	Representing term rank	cluster_1 term id	cluster_1 term name	cluster_1 term rank	cluster_2 term id	cluster_2 term name	cluster_2 term rank	cluster_3 term id	cluster_3 term name	cluster_3 term rank	cluster_4 term id	cluster_4 term name	cluster_4 term rank	cluster_5 term id	cluster_5 term name	cluster_5 term rank	cluster_6 term id	cluster_6 term name	cluster_6 term rank
						REAC:R-HSA-5689896	Ovarian tumor domain proteases	212	REAC:R-HSA-5689896	Ovarian tumor domain proteases	268	REAC:R-HSA-5689896	Ovarian tumor domain proteases	92						
			REAC:R-HSA-3108214	SUMOylation of DNA damage response and repair proteins	94	REAC:R-HSA-3108214	SUMOylation of DNA damage response and repair proteins	155	REAC:R-HSA-3108214	SUMOylation of DNA damage response and repair proteins	265									
												REAC:R-HSA-4755510	SUMOylation of immune response proteins	98						
			REAC:R-HSA-3232118	SUMOylation of transcription factors	104	REAC:R-HSA-3232118	SUMOylation of transcription factors	161	REAC:R-HSA-3232118	SUMOylation of transcription factors	177									
			REAC:R-HSA-4570464	SUMOylation of RNA binding proteins	218	REAC:R-HSA-4570464	SUMOylation of RNA binding proteins	145												
						REAC:R-HSA-264876	Insulin processing	147							REAC:R-HSA-264876	Insulin processing	179			
															REAC:R-HSA-8957275	Post-translational protein phosphorylation	153			
			REAC:R-HSA-3215018	Processing and activation of SUMO	161				REAC:R-HSA-3215018	Processing and activation of SUMO	171									
			REAC:R-HSA-3232142	SUMOylation of ubiquitinylation proteins	162				REAC:R-HSA-3232142	SUMOylation of ubiquitinylation proteins	258									
															REAC:R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	173			
			REAC:R-HSA-4615885	SUMOylation of DNA replication proteins	174				REAC:R-HSA-4615885	SUMOylation of DNA replication proteins	278									
			REAC:R-HSA-5689901	Metalloprotease DUBs	206							REAC:R-HSA-5689901	Metalloprotease DUBs	190						
															REAC:R-HSA-389957	Prefoldin mediated transfer of substrate  to CCT/TriC	200			
			REAC:R-HSA-4085377	SUMOylation of SUMOylation proteins	201				REAC:R-HSA-4085377	SUMOylation of SUMOylation proteins	286									
						REAC:R-HSA-2980736	Peptide hormone metabolism	202							REAC:R-HSA-2980736	Peptide hormone metabolism	283			
			REAC:R-HSA-4641257	Degradation of AXIN	204															
						REAC:R-HSA-390471	Association of TriC/CCT with target proteins during biosynthesis	209	REAC:R-HSA-390471	Association of TriC/CCT with target proteins during biosynthesis	264									
															REAC:R-HSA-389958	Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	220			
															REAC:R-HSA-5683826	Surfactant metabolism	234			
									REAC:R-HSA-901032	ER Quality Control Compartment (ERQC)	256									
									REAC:R-HSA-532668	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	257									
									REAC:R-HSA-901042	Calnexin/calreticulin cycle	277									
REAC:R-HSA-1266738	Developmental Biology	29
						REAC:R-HSA-1266738	Developmental Biology	159	REAC:R-HSA-1266738	Developmental Biology	29				REAC:R-HSA-1266738	Developmental Biology	66			
									REAC:R-HSA-381340	Transcriptional regulation of white adipocyte differentiation	66	REAC:R-HSA-381340	Transcriptional regulation of white adipocyte differentiation	223						
									REAC:R-HSA-210744	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	84									
						REAC:R-HSA-186712	Regulation of beta-cell development	211	REAC:R-HSA-186712	Regulation of beta-cell development	108									
						REAC:R-HSA-9616222	Transcriptional regulation of granulopoiesis	123	REAC:R-HSA-9616222	Transcriptional regulation of granulopoiesis	143									
									REAC:R-HSA-9690406	Transcriptional regulation of testis differentiation	124									
						REAC:R-HSA-1181150	Signaling by NODAL	133	REAC:R-HSA-1181150	Signaling by NODAL	190									
						REAC:R-HSA-5619507	Activation of HOX genes during differentiation	150	REAC:R-HSA-5619507	Activation of HOX genes during differentiation	290									
						REAC:R-HSA-5617472	Activation of anterior HOX genes in hindbrain development during early embryogenesis	151	REAC:R-HSA-5617472	Activation of anterior HOX genes in hindbrain development during early embryogenesis	289									
									REAC:R-HSA-525793	Myogenesis	209									
						REAC:R-HSA-452723	Transcriptional regulation of pluripotent stem cells	216	REAC:R-HSA-452723	Transcriptional regulation of pluripotent stem cells	251									
REAC:R-HSA-888590	GABA synthesis, release, reuptake and degradation	29
																		REAC:R-HSA-888590	GABA synthesis, release, reuptake and degradation	29
REAC:R-HSA-1369062	ABC transporters in lipid homeostasis	30
																		REAC:R-HSA-1369062	ABC transporters in lipid homeostasis	30
REAC:R-HSA-9716542	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	31
															REAC:R-HSA-9716542	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	31			
REAC:R-HSA-5357801	Programmed Cell Death	32
						REAC:R-HSA-5357801	Programmed Cell Death	219				REAC:R-HSA-5357801	Programmed Cell Death	32	REAC:R-HSA-5357801	Programmed Cell Death	246			
												REAC:R-HSA-5218859	Regulated Necrosis	40						
												REAC:R-HSA-140534	Caspase activation via Death Receptors in the presence of ligand	42						
						REAC:R-HSA-109581	Apoptosis	196	REAC:R-HSA-109581	Apoptosis	294	REAC:R-HSA-109581	Apoptosis	43	REAC:R-HSA-109581	Apoptosis	250			
												REAC:R-HSA-5213460	RIPK1-mediated regulated necrosis	55						
												REAC:R-HSA-5675482	Regulation of necroptotic cell death	56						
												REAC:R-HSA-5357769	Caspase activation via extrinsic apoptotic signalling pathway	59						
						REAC:R-HSA-109606	Intrinsic Pathway for Apoptosis	131	REAC:R-HSA-109606	Intrinsic Pathway for Apoptosis	234	REAC:R-HSA-109606	Intrinsic Pathway for Apoptosis	69	REAC:R-HSA-109606	Intrinsic Pathway for Apoptosis	140			
															REAC:R-HSA-111458	Formation of apoptosome	76			
															REAC:R-HSA-9627069	Regulation of the apoptosome activity	77			
						REAC:R-HSA-114452	Activation of BH3-only proteins	154	REAC:R-HSA-114452	Activation of BH3-only proteins	244	REAC:R-HSA-114452	Activation of BH3-only proteins	87						
															REAC:R-HSA-111461	Cytochrome c-mediated apoptotic response	93			
												REAC:R-HSA-111447	Activation of BAD and translocation to mitochondria 	105						
												REAC:R-HSA-5620971	Pyroptosis	117						
												REAC:R-HSA-111471	Apoptotic factor-mediated response	151	REAC:R-HSA-111471	Apoptotic factor-mediated response	122			
REAC:R-HSA-199418	Negative regulation of the PI3K/AKT network	33
												REAC:R-HSA-199418	Negative regulation of the PI3K/AKT network	187	REAC:R-HSA-199418	Negative regulation of the PI3K/AKT network	33			
REAC:R-HSA-69306	DNA Replication	34
			REAC:R-HSA-69306	DNA Replication	64	REAC:R-HSA-69306	DNA Replication	34												
			REAC:R-HSA-69002	DNA Replication Pre-Initiation	76	REAC:R-HSA-69002	DNA Replication Pre-Initiation	85												
			REAC:R-HSA-68867	Assembly of the pre-replicative complex	191	REAC:R-HSA-68867	Assembly of the pre-replicative complex	87												
						REAC:R-HSA-68616	Assembly of the ORC complex at the origin of replication	179												
REAC:R-HSA-9006335	Signaling by Erythropoietin	36
															REAC:R-HSA-9006335	Signaling by Erythropoietin	36			
															REAC:R-HSA-9027276	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	109			
															REAC:R-HSA-9027284	Erythropoietin activates RAS	138			
REAC:R-HSA-8943724	Regulation of PTEN gene transcription	38
						REAC:R-HSA-8943724	Regulation of PTEN gene transcription	38	REAC:R-HSA-8943724	Regulation of PTEN gene transcription	159									
REAC:R-HSA-9609507	Protein localization	41
																		REAC:R-HSA-9609507	Protein localization	41
																		REAC:R-HSA-9609523	Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	70
			REAC:R-HSA-1268020	Mitochondrial protein import	172															
REAC:R-HSA-1500931	Cell-Cell communication	42
									REAC:R-HSA-1500931	Cell-Cell communication	248				REAC:R-HSA-1500931	Cell-Cell communication	42			
												REAC:R-HSA-391160	Signal regulatory protein family interactions	202	REAC:R-HSA-391160	Signal regulatory protein family interactions	53			
															REAC:R-HSA-373753	Nephrin family interactions	113			
									REAC:R-HSA-418990	Adherens junctions interactions	136									
									REAC:R-HSA-421270	Cell-cell junction organization	195				REAC:R-HSA-421270	Cell-cell junction organization	259			
									REAC:R-HSA-446728	Cell junction organization	229				REAC:R-HSA-446728	Cell junction organization	257			
															REAC:R-HSA-420029	Tight junction interactions	243			
REAC:R-HSA-112310	Neurotransmitter release cycle	43
																		REAC:R-HSA-112310	Neurotransmitter release cycle	43
REAC:R-HSA-1169091	Activation of NF-kappaB in B cells	44
						REAC:R-HSA-1169091	Activation of NF-kappaB in B cells	259				REAC:R-HSA-1169091	Activation of NF-kappaB in B cells	44						
REAC:R-HSA-400206	Regulation of lipid metabolism by PPARalpha	46
									REAC:R-HSA-400206	Regulation of lipid metabolism by PPARalpha	46									
									REAC:R-HSA-1989781	PPARA activates gene expression	56									
REAC:R-HSA-202403	TCR signaling	48
												REAC:R-HSA-202403	TCR signaling	48	REAC:R-HSA-202403	TCR signaling	174			
												REAC:R-HSA-202424	Downstream TCR signaling	52						
															REAC:R-HSA-202433	Generation of second messenger molecules	112			
REAC:R-HSA-1168372	Downstream signaling events of B Cell Receptor (BCR)	50
												REAC:R-HSA-1168372	Downstream signaling events of B Cell Receptor (BCR)	50						
REAC:R-HSA-6807070	PTEN Regulation	56
			REAC:R-HSA-6807070	PTEN Regulation	123	REAC:R-HSA-6807070	PTEN Regulation	60	REAC:R-HSA-6807070	PTEN Regulation	188							REAC:R-HSA-6807070	PTEN Regulation	56
			REAC:R-HSA-8948751	Regulation of PTEN stability and activity	134															
REAC:R-HSA-1257604	PIP3 activates AKT signaling	57
			REAC:R-HSA-1257604	PIP3 activates AKT signaling	115	REAC:R-HSA-1257604	PIP3 activates AKT signaling	57	REAC:R-HSA-1257604	PIP3 activates AKT signaling	141	REAC:R-HSA-1257604	PIP3 activates AKT signaling	148	REAC:R-HSA-1257604	PIP3 activates AKT signaling	83	REAC:R-HSA-1257604	PIP3 activates AKT signaling	80
			REAC:R-HSA-198323	AKT phosphorylates targets in the cytosol	138	REAC:R-HSA-198323	AKT phosphorylates targets in the cytosol	192	REAC:R-HSA-198323	AKT phosphorylates targets in the cytosol	228	REAC:R-HSA-198323	AKT phosphorylates targets in the cytosol	118						
REAC:R-HSA-3858494	Beta-catenin independent WNT signaling	58
																		REAC:R-HSA-3858494	Beta-catenin independent WNT signaling	58
REAC:R-HSA-1660499	Synthesis of PIPs at the plasma membrane	59
															REAC:R-HSA-1660499	Synthesis of PIPs at the plasma membrane	211	REAC:R-HSA-1660499	Synthesis of PIPs at the plasma membrane	59
REAC:R-HSA-4839726	Chromatin organization	63
						REAC:R-HSA-4839726	Chromatin organization	63	REAC:R-HSA-4839726	Chromatin organization	72									
						REAC:R-HSA-3247509	Chromatin modifying enzymes	65	REAC:R-HSA-3247509	Chromatin modifying enzymes	73									
									REAC:R-HSA-3214858	RMTs methylate histone arginines	167									
						REAC:R-HSA-3214841	PKMTs methylate histone lysines	180												
						REAC:R-HSA-3214847	HATs acetylate histones	226												
REAC:R-HSA-983705	Signaling by the B Cell Receptor (BCR)	64
												REAC:R-HSA-983705	Signaling by the B Cell Receptor (BCR)	64	REAC:R-HSA-983705	Signaling by the B Cell Receptor (BCR)	197			
															REAC:R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	78			
REAC:R-HSA-9006925	Intracellular signaling by second messengers	68
			REAC:R-HSA-9006925	Intracellular signaling by second messengers	124	REAC:R-HSA-9006925	Intracellular signaling by second messengers	68	REAC:R-HSA-9006925	Intracellular signaling by second messengers	163	REAC:R-HSA-9006925	Intracellular signaling by second messengers	164	REAC:R-HSA-9006925	Intracellular signaling by second messengers	103	REAC:R-HSA-9006925	Intracellular signaling by second messengers	89
REAC:R-HSA-1474165	Reproduction	70
			REAC:R-HSA-1474165	Reproduction	70															
REAC:R-HSA-1483255	PI Metabolism	73
															REAC:R-HSA-1483255	PI Metabolism	265	REAC:R-HSA-1483255	PI Metabolism	73
REAC:R-HSA-6794362	Protein-protein interactions at synapses	74
															REAC:R-HSA-6794362	Protein-protein interactions at synapses	244	REAC:R-HSA-6794362	Protein-protein interactions at synapses	74
															REAC:R-HSA-6794361	Neurexins and neuroligins	212	REAC:R-HSA-6794361	Neurexins and neuroligins	78
															REAC:R-HSA-8849932	Synaptic adhesion-like molecules	207			
REAC:R-HSA-1280218	Adaptive Immune System	81
												REAC:R-HSA-1280218	Adaptive Immune System	81	REAC:R-HSA-1280218	Adaptive Immune System	84			
												REAC:R-HSA-983169	Class I MHC mediated antigen processing & presentation	110						
												REAC:R-HSA-1236974	ER-Phagosome pathway	145						
												REAC:R-HSA-389356	CD28 co-stimulation	185	REAC:R-HSA-389356	CD28 co-stimulation	145			
												REAC:R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	152						
												REAC:R-HSA-1236975	Antigen processing-Cross presentation	154						
												REAC:R-HSA-389357	CD28 dependent PI3K/Akt signaling	158	REAC:R-HSA-389357	CD28 dependent PI3K/Akt signaling	214			
															REAC:R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	167			
															REAC:R-HSA-388841	Costimulation by the CD28 family	183			
															REAC:R-HSA-389513	CTLA4 inhibitory signaling	236			
															REAC:R-HSA-389359	CD28 dependent Vav1 pathway	285			
REAC:R-HSA-8868766	rRNA processing in the mitochondrion	83
																		REAC:R-HSA-8868766	rRNA processing in the mitochondrion	83
REAC:R-HSA-9662360	Sensory processing of sound by inner hair cells of the cochlea	85
																		REAC:R-HSA-9662360	Sensory processing of sound by inner hair cells of the cochlea	85
REAC:R-HSA-8949613	Cristae formation	86
			REAC:R-HSA-8949613	Cristae formation	86															
REAC:R-HSA-382556	ABC-family proteins mediated transport	86
																		REAC:R-HSA-382556	ABC-family proteins mediated transport	86
REAC:R-HSA-2046104	alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	87
																		REAC:R-HSA-2046104	alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	87
																		REAC:R-HSA-2046106	alpha-linolenic acid (ALA) metabolism	90
REAC:R-HSA-1483257	Phospholipid metabolism	96
																		REAC:R-HSA-1483257	Phospholipid metabolism	96
REAC:R-HSA-9659379	Sensory processing of sound	98
																		REAC:R-HSA-9659379	Sensory processing of sound	98
REAC:R-HSA-422356	Regulation of insulin secretion	102
																		REAC:R-HSA-422356	Regulation of insulin secretion	102
REAC:R-HSA-201681	TCF dependent signaling in response to WNT	106
			REAC:R-HSA-201681	TCF dependent signaling in response to WNT	106	REAC:R-HSA-201681	TCF dependent signaling in response to WNT	128												
			REAC:R-HSA-201722	Formation of the beta-catenin:TCF transactivating complex	217	REAC:R-HSA-201722	Formation of the beta-catenin:TCF transactivating complex	124												
			REAC:R-HSA-4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane	151															
			REAC:R-HSA-196299	Beta-catenin phosphorylation cascade	202															
						REAC:R-HSA-3769402	Deactivation of the beta-catenin transactivating complex	218	REAC:R-HSA-3769402	Deactivation of the beta-catenin transactivating complex	242									
REAC:R-HSA-1592230	Mitochondrial biogenesis	108
			REAC:R-HSA-1592230	Mitochondrial biogenesis	108				REAC:R-HSA-1592230	Mitochondrial biogenesis	215									
									REAC:R-HSA-2151201	Transcriptional activation of mitochondrial biogenesis	170									
REAC:R-HSA-400253	Circadian Clock	111
						REAC:R-HSA-400253	Circadian Clock	217	REAC:R-HSA-400253	Circadian Clock	111	REAC:R-HSA-400253	Circadian Clock	192						
									REAC:R-HSA-1368082	RORA activates gene expression	113									
									REAC:R-HSA-1368108	BMAL1:CLOCK,NPAS2 activates circadian gene expression	161									
REAC:R-HSA-8849471	PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	114
															REAC:R-HSA-8849471	PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	114			
REAC:R-HSA-8848021	Signaling by PTK6	125
						REAC:R-HSA-8848021	Signaling by PTK6	125	REAC:R-HSA-8848021	Signaling by PTK6	202				REAC:R-HSA-8848021	Signaling by PTK6	168			
						REAC:R-HSA-9006927	Signaling by Non-Receptor Tyrosine Kinases	126	REAC:R-HSA-9006927	Signaling by Non-Receptor Tyrosine Kinases	201				REAC:R-HSA-9006927	Signaling by Non-Receptor Tyrosine Kinases	169			
REAC:R-HSA-195721	Signaling by WNT	128
			REAC:R-HSA-195721	Signaling by WNT	128	REAC:R-HSA-195721	Signaling by WNT	139												
			REAC:R-HSA-195253	Degradation of beta-catenin by the destruction complex	212	REAC:R-HSA-195253	Degradation of beta-catenin by the destruction complex	169				REAC:R-HSA-195253	Degradation of beta-catenin by the destruction complex	167						
REAC:R-HSA-350562	Regulation of ornithine decarboxylase (ODC)	130
						REAC:R-HSA-350562	Regulation of ornithine decarboxylase (ODC)	130												
REAC:R-HSA-2564830	Cytosolic iron-sulfur cluster assembly	136
			REAC:R-HSA-2564830	Cytosolic iron-sulfur cluster assembly	136															
REAC:R-HSA-351202	Metabolism of polyamines	137
						REAC:R-HSA-351202	Metabolism of polyamines	137												
REAC:R-HSA-5578768	Physiological factors	139
									REAC:R-HSA-5578768	Physiological factors	139									
REAC:R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	142
						REAC:R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	205				REAC:R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	142						
REAC:R-HSA-5610783	Degradation of GLI2 by the proteasome	143
						REAC:R-HSA-5610783	Degradation of GLI2 by the proteasome	204				REAC:R-HSA-5610783	Degradation of GLI2 by the proteasome	143						
REAC:R-HSA-5358351	Signaling by Hedgehog	144
						REAC:R-HSA-5358351	Signaling by Hedgehog	232	REAC:R-HSA-5358351	Signaling by Hedgehog	144	REAC:R-HSA-5358351	Signaling by Hedgehog	160						
									REAC:R-HSA-5635838	Activation of SMO	178									
									REAC:R-HSA-5358346	Hedgehog ligand biogenesis	179									
						REAC:R-HSA-5610780	Degradation of GLI1 by the proteasome	203				REAC:R-HSA-5610780	Degradation of GLI1 by the proteasome	186						
												REAC:R-HSA-5610787	Hedgehog 'off' state	206						
									REAC:R-HSA-5632684	Hedgehog 'on' state	226									
REAC:R-HSA-450604	KSRP (KHSRP) binds and destabilizes mRNA	147
			REAC:R-HSA-450604	KSRP (KHSRP) binds and destabilizes mRNA	147															
REAC:R-HSA-442742	CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling	150
															REAC:R-HSA-442742	CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling	150			
REAC:R-HSA-1852241	Organelle biogenesis and maintenance	152
			REAC:R-HSA-1852241	Organelle biogenesis and maintenance	152										REAC:R-HSA-1852241	Organelle biogenesis and maintenance	292			
															REAC:R-HSA-5617833	Cilium Assembly	235			
															REAC:R-HSA-5620912	Anchoring of the basal body to the plasma membrane	298			
															REAC:R-HSA-5620920	Cargo trafficking to the periciliary membrane	310			
REAC:R-HSA-9613829	Chaperone Mediated Autophagy	157
												REAC:R-HSA-9613829	Chaperone Mediated Autophagy	157						
REAC:R-HSA-9620244	Long-term potentiation	159
															REAC:R-HSA-9620244	Long-term potentiation	159			
REAC:R-HSA-2426168	Activation of gene expression by SREBF (SREBP)	164
									REAC:R-HSA-2426168	Activation of gene expression by SREBF (SREBP)	164									
REAC:R-HSA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)	180
									REAC:R-HSA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)	180									
REAC:R-HSA-9617324	Negative regulation of NMDA receptor-mediated neuronal transmission	180
															REAC:R-HSA-9617324	Negative regulation of NMDA receptor-mediated neuronal transmission	180			
REAC:R-HSA-438066	Unblocking of NMDA receptors, glutamate binding and activation	181
															REAC:R-HSA-438066	Unblocking of NMDA receptors, glutamate binding and activation	181			
REAC:R-HSA-1474151	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	182
			REAC:R-HSA-1474151	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	227							REAC:R-HSA-1474151	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	182						
REAC:R-HSA-203615	eNOS activation	188
												REAC:R-HSA-203615	eNOS activation	188						
REAC:R-HSA-438064	Post NMDA receptor activation events	192
															REAC:R-HSA-438064	Post NMDA receptor activation events	192			
REAC:R-HSA-196757	Metabolism of folate and pterines	203
												REAC:R-HSA-196757	Metabolism of folate and pterines	203						
REAC:R-HSA-202131	Metabolism of nitric oxide: NOS3 activation and regulation	209
												REAC:R-HSA-202131	Metabolism of nitric oxide: NOS3 activation and regulation	209						
REAC:R-HSA-9646399	Aggrephagy	210
												REAC:R-HSA-9646399	Aggrephagy	210						
REAC:R-HSA-8957322	Metabolism of steroids	212
									REAC:R-HSA-8957322	Metabolism of steroids	212									
									REAC:R-HSA-193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	227									
			REAC:R-HSA-196791	Vitamin D (calciferol) metabolism	228				REAC:R-HSA-196791	Vitamin D (calciferol) metabolism	254									
									REAC:R-HSA-159418	Recycling of bile acids and salts	240									
									REAC:R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	255									
									REAC:R-HSA-192105	Synthesis of bile acids and bile salts	285									
REAC:R-HSA-442755	Activation of NMDA receptors and postsynaptic events	213
															REAC:R-HSA-442755	Activation of NMDA receptors and postsynaptic events	213			
															REAC:R-HSA-9609736	Assembly and cell surface presentation of NMDA receptors	216			
REAC:R-HSA-9663891	Selective autophagy	215
												REAC:R-HSA-9663891	Selective autophagy	215						
REAC:R-HSA-881907	Gastrin-CREB signalling pathway via PKC and MAPK	225
															REAC:R-HSA-881907	Gastrin-CREB signalling pathway via PKC and MAPK	225			
REAC:R-HSA-917937	Iron uptake and transport	239
						REAC:R-HSA-917937	Iron uptake and transport	239												
REAC:R-HSA-2028269	Signaling by Hippo	247
									REAC:R-HSA-2028269	Signaling by Hippo	247				REAC:R-HSA-2028269	Signaling by Hippo	273			
REAC:R-HSA-556833	Metabolism of lipids	252
									REAC:R-HSA-556833	Metabolism of lipids	252									
REAC:R-HSA-416476	G alpha (q) signalling events	272
															REAC:R-HSA-416476	G alpha (q) signalling events	272			
REAC:R-HSA-211976	Endogenous sterols	273
									REAC:R-HSA-211976	Endogenous sterols	273									
REAC:R-HSA-451306	Ionotropic activity of kainate receptors	276
															REAC:R-HSA-451306	Ionotropic activity of kainate receptors	276			
															REAC:R-HSA-451308	Activation of Ca-permeable Kainate Receptor	278			
REAC:R-HSA-372790	Signaling by GPCR	280
															REAC:R-HSA-372790	Signaling by GPCR	280			
															REAC:R-HSA-388396	GPCR downstream signalling	288			
															REAC:R-HSA-416482	G alpha (12/13) signalling events	293			
															REAC:R-HSA-392451	G beta:gamma signalling through PI3Kgamma	311			
