Representing term id	Representing term name	Representing term rank	93932 term id	93932 term name	93932 term rank	920 term id	920 term name	920 term rank	909 term id	909 term name	909 term rank	904 term id	904 term name	904 term rank	90348 term id	90348 term name	90348 term rank	90324 term id	90324 term name	90324 term rank	90322 term id	90322 term name	90322 term rank	90321 term id	90321 term name	90321 term rank	902 term id	902 term name	902 term rank	90154 term id	90154 term name	90154 term rank	90153 term id	90153 term name	90153 term rank	897 term id	897 term name	897 term rank	895 term id	895 term name	895 term rank	894 term id	894 term name	894 term rank	808 term id	808 term name	808 term rank	79477 term id	79477 term name	79477 term rank	79476 term id	79476 term name	79476 term rank	79474 term id	79474 term name	79474 term rank	79333 term id	79333 term name	79333 term rank	79325 term id	79325 term name	79325 term rank	79087 term id	79087 term name	79087 term rank	769 term id	769 term name	769 term rank	758 term id	758 term name	758 term rank	75496 term id	75496 term name	75496 term rank	740 term id	740 term name	740 term rank	633 term id	633 term name	633 term rank	500 term id	500 term name	500 term rank	498359 term id	498359 term name	498359 term rank	487825 term id	487825 term name	487825 term rank	477 term id	477 term name	477 term rank	435628 term id	435628 term name	435628 term rank	412057 term id	412057 term name	412057 term rank	363618 term id	363618 term name	363618 term rank	357074 term id	357074 term name	357074 term rank	3455 term id	3455 term name	3455 term rank	3437 term id	3437 term name	3437 term rank	33445 term id	33445 term name	33445 term rank	33364 term id	33364 term name	33364 term rank	3322 term id	3322 term name	3322 term rank	3163 term id	3163 term name	3163 term rank	3051 term id	3051 term name	3051 term rank	2963 term id	2963 term name	2963 term rank	287 term id	287 term name	287 term rank	286 term id	286 term name	286 term rank	2834 term id	2834 term name	2834 term rank	280679 term id	280679 term name	280679 term rank	280365 term id	280365 term name	280365 term rank	2658 term id	2658 term name	2658 term rank	263534 term id	263534 term name	263534 term rank	263487 term id	263487 term name	263487 term rank	2500 term id	2500 term name	2500 term rank	220295 term id	220295 term name	220295 term rank	2078 term id	2078 term name	2078 term rank	2067 term id	2067 term name	2067 term rank	1942 term id	1942 term name	1942 term rank	1901 term id	1901 term name	1901 term rank	1860 term id	1860 term name	1860 term rank	1807 term id	1807 term name	1807 term rank	1775 term id	1775 term name	1775 term rank	163746 term id	163746 term name	163746 term rank	1387 term id	1387 term name	1387 term rank	137608 term id	137608 term name	137608 term rank	1340 term id	1340 term name	1340 term rank	1299 term id	1299 term name	1299 term rank	1297 term id	1297 term name	1297 term rank	101028 term id	101028 term name	101028 term rank	100 term id	100 term name	100 term rank
			REAC:R-HSA-399956	CRMPs in Sema3A signaling	202							REAC:R-HSA-399956	CRMPs in Sema3A signaling	183	REAC:R-HSA-399956	CRMPs in Sema3A signaling	167	REAC:R-HSA-399956	CRMPs in Sema3A signaling	252																REAC:R-HSA-399956	CRMPs in Sema3A signaling	178	REAC:R-HSA-399956	CRMPs in Sema3A signaling	216							REAC:R-HSA-399956	CRMPs in Sema3A signaling	261	REAC:R-HSA-399956	CRMPs in Sema3A signaling	261										REAC:R-HSA-399956	CRMPs in Sema3A signaling	168	REAC:R-HSA-399956	CRMPs in Sema3A signaling	203													REAC:R-HSA-399956	CRMPs in Sema3A signaling	231							REAC:R-HSA-399956	CRMPs in Sema3A signaling	200	REAC:R-HSA-399956	CRMPs in Sema3A signaling	76																REAC:R-HSA-399956	CRMPs in Sema3A signaling	261																REAC:R-HSA-399956	CRMPs in Sema3A signaling	161	REAC:R-HSA-399956	CRMPs in Sema3A signaling	177																			REAC:R-HSA-399956	CRMPs in Sema3A signaling	177																																		REAC:R-HSA-399956	CRMPs in Sema3A signaling	233												
			REAC:R-HSA-418885	DCC mediated attractive signaling	246				REAC:R-HSA-418885	DCC mediated attractive signaling	92	REAC:R-HSA-418885	DCC mediated attractive signaling	212	REAC:R-HSA-418885	DCC mediated attractive signaling	210																			REAC:R-HSA-418885	DCC mediated attractive signaling	220	REAC:R-HSA-418885	DCC mediated attractive signaling	208																			REAC:R-HSA-418885	DCC mediated attractive signaling	92	REAC:R-HSA-418885	DCC mediated attractive signaling	209	REAC:R-HSA-418885	DCC mediated attractive signaling	245													REAC:R-HSA-418885	DCC mediated attractive signaling	215	REAC:R-HSA-418885	DCC mediated attractive signaling	102				REAC:R-HSA-418885	DCC mediated attractive signaling	251													REAC:R-HSA-418885	DCC mediated attractive signaling	216													REAC:R-HSA-418885	DCC mediated attractive signaling	118				REAC:R-HSA-418885	DCC mediated attractive signaling	93	REAC:R-HSA-418885	DCC mediated attractive signaling	202	REAC:R-HSA-418885	DCC mediated attractive signaling	124																			REAC:R-HSA-418885	DCC mediated attractive signaling	124				REAC:R-HSA-418885	DCC mediated attractive signaling	142				REAC:R-HSA-418885	DCC mediated attractive signaling	126	REAC:R-HSA-418885	DCC mediated attractive signaling	145	REAC:R-HSA-418885	DCC mediated attractive signaling	77																REAC:R-HSA-418885	DCC mediated attractive signaling	296												
																																																																																				REAC:R-HSA-3928664	Ephrin signaling	78																																		REAC:R-HSA-3928664	Ephrin signaling	262				REAC:R-HSA-3928664	Ephrin signaling	233				REAC:R-HSA-3928664	Ephrin signaling	239																			REAC:R-HSA-3928664	Ephrin signaling	239				REAC:R-HSA-3928664	Ephrin signaling	264							REAC:R-HSA-3928664	Ephrin signaling	253	REAC:R-HSA-3928664	Ephrin signaling	198																														
			REAC:R-HSA-373752	Netrin-1 signaling	212							REAC:R-HSA-373752	Netrin-1 signaling	192	REAC:R-HSA-373752	Netrin-1 signaling	175																			REAC:R-HSA-373752	Netrin-1 signaling	188	REAC:R-HSA-373752	Netrin-1 signaling	179																						REAC:R-HSA-373752	Netrin-1 signaling	173	REAC:R-HSA-373752	Netrin-1 signaling	211													REAC:R-HSA-373752	Netrin-1 signaling	198	REAC:R-HSA-373752	Netrin-1 signaling	105				REAC:R-HSA-373752	Netrin-1 signaling	212													REAC:R-HSA-373752	Netrin-1 signaling	173													REAC:R-HSA-373752	Netrin-1 signaling	124				REAC:R-HSA-373752	Netrin-1 signaling	94	REAC:R-HSA-373752	Netrin-1 signaling	167	REAC:R-HSA-373752	Netrin-1 signaling	119																			REAC:R-HSA-373752	Netrin-1 signaling	119				REAC:R-HSA-373752	Netrin-1 signaling	144							REAC:R-HSA-373752	Netrin-1 signaling	148	REAC:R-HSA-373752	Netrin-1 signaling	81																REAC:R-HSA-373752	Netrin-1 signaling	173												
			REAC:R-HSA-416700	Other semaphorin interactions	211							REAC:R-HSA-416700	Other semaphorin interactions	191	REAC:R-HSA-416700	Other semaphorin interactions	174																			REAC:R-HSA-416700	Other semaphorin interactions	187	REAC:R-HSA-416700	Other semaphorin interactions	230																						REAC:R-HSA-416700	Other semaphorin interactions	172	REAC:R-HSA-416700	Other semaphorin interactions	210													REAC:R-HSA-416700	Other semaphorin interactions	244							REAC:R-HSA-416700	Other semaphorin interactions	211	REAC:R-HSA-416700	Other semaphorin interactions	89																																		REAC:R-HSA-416700	Other semaphorin interactions	120	REAC:R-HSA-416700	Other semaphorin interactions	183																			REAC:R-HSA-416700	Other semaphorin interactions	183																																		REAC:R-HSA-416700	Other semaphorin interactions	243												
			REAC:R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	215							REAC:R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	145	REAC:R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	176																			REAC:R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	189																									REAC:R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	174	REAC:R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	212													REAC:R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	245	REAC:R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	267				REAC:R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	215	REAC:R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	90																																		REAC:R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	168	REAC:R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	185																			REAC:R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	185																																		REAC:R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	244												
			REAC:R-HSA-400685	Sema4D in semaphorin signaling	173							REAC:R-HSA-400685	Sema4D in semaphorin signaling	111	REAC:R-HSA-400685	Sema4D in semaphorin signaling	137																			REAC:R-HSA-400685	Sema4D in semaphorin signaling	151	REAC:R-HSA-400685	Sema4D in semaphorin signaling	241																						REAC:R-HSA-400685	Sema4D in semaphorin signaling	139	REAC:R-HSA-400685	Sema4D in semaphorin signaling	175													REAC:R-HSA-400685	Sema4D in semaphorin signaling	201	REAC:R-HSA-400685	Sema4D in semaphorin signaling	221				REAC:R-HSA-400685	Sema4D in semaphorin signaling	174	REAC:R-HSA-400685	Sema4D in semaphorin signaling	91										REAC:R-HSA-400685	Sema4D in semaphorin signaling	245													REAC:R-HSA-400685	Sema4D in semaphorin signaling	274				REAC:R-HSA-400685	Sema4D in semaphorin signaling	250	REAC:R-HSA-400685	Sema4D in semaphorin signaling	133	REAC:R-HSA-400685	Sema4D in semaphorin signaling	154																			REAC:R-HSA-400685	Sema4D in semaphorin signaling	154				REAC:R-HSA-400685	Sema4D in semaphorin signaling	272							REAC:R-HSA-400685	Sema4D in semaphorin signaling	265	REAC:R-HSA-400685	Sema4D in semaphorin signaling	215																REAC:R-HSA-400685	Sema4D in semaphorin signaling	205												
																														REAC:R-HSA-9010553	Regulation of expression of SLITs and ROBOs	106																																														REAC:R-HSA-9010553	Regulation of expression of SLITs and ROBOs	240																																																																																																																											
			REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	286							REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	247	REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	256																			REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	263	REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	253																						REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	252	REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	290													REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	328	REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	138				REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	288	REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	110										REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	258													REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	284				REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	260	REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	245	REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	267																			REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	267				REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	284							REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	275	REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	224																REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	341												
			REAC:R-HSA-376176	Signaling by ROBO receptors	272																									REAC:R-HSA-376176	Signaling by ROBO receptors	143																																																				REAC:R-HSA-376176	Signaling by ROBO receptors	277				REAC:R-HSA-376176	Signaling by ROBO receptors	276				REAC:R-HSA-376176	Signaling by ROBO receptors	187																																		REAC:R-HSA-376176	Signaling by ROBO receptors	251																			REAC:R-HSA-376176	Signaling by ROBO receptors	251				REAC:R-HSA-376176	Signaling by ROBO receptors	275																																										
																																																																																	REAC:R-HSA-428540	Activation of RAC1	289	REAC:R-HSA-428540	Activation of RAC1	199																																		REAC:R-HSA-428540	Activation of RAC1	195				REAC:R-HSA-428540	Activation of RAC1	167				REAC:R-HSA-428540	Activation of RAC1	169																			REAC:R-HSA-428540	Activation of RAC1	169				REAC:R-HSA-428540	Activation of RAC1	203							REAC:R-HSA-428540	Activation of RAC1	197	REAC:R-HSA-428540	Activation of RAC1	148																														
																																																																																																																																																																																													REAC:R-HSA-376172	DSCAM interactions	281												
REAC:R-HSA-1500931	Cell-Cell communication	6
			REAC:R-HSA-1500931	Cell-Cell communication	95							REAC:R-HSA-1500931	Cell-Cell communication	128	REAC:R-HSA-1500931	Cell-Cell communication	85																			REAC:R-HSA-1500931	Cell-Cell communication	79	REAC:R-HSA-1500931	Cell-Cell communication	87																						REAC:R-HSA-1500931	Cell-Cell communication	85	REAC:R-HSA-1500931	Cell-Cell communication	84													REAC:R-HSA-1500931	Cell-Cell communication	94	REAC:R-HSA-1500931	Cell-Cell communication	95				REAC:R-HSA-1500931	Cell-Cell communication	96													REAC:R-HSA-1500931	Cell-Cell communication	89													REAC:R-HSA-1500931	Cell-Cell communication	20				REAC:R-HSA-1500931	Cell-Cell communication	6	REAC:R-HSA-1500931	Cell-Cell communication	159	REAC:R-HSA-1500931	Cell-Cell communication	72													REAC:R-HSA-1500931	Cell-Cell communication	123				REAC:R-HSA-1500931	Cell-Cell communication	72				REAC:R-HSA-1500931	Cell-Cell communication	22							REAC:R-HSA-1500931	Cell-Cell communication	85	REAC:R-HSA-1500931	Cell-Cell communication	89																REAC:R-HSA-1500931	Cell-Cell communication	108	REAC:R-HSA-1500931	Cell-Cell communication	89									
			REAC:R-HSA-391160	Signal regulatory protein family interactions	195							REAC:R-HSA-391160	Signal regulatory protein family interactions	176	REAC:R-HSA-391160	Signal regulatory protein family interactions	161																			REAC:R-HSA-391160	Signal regulatory protein family interactions	169	REAC:R-HSA-391160	Signal regulatory protein family interactions	160																						REAC:R-HSA-391160	Signal regulatory protein family interactions	161	REAC:R-HSA-391160	Signal regulatory protein family interactions	193													REAC:R-HSA-391160	Signal regulatory protein family interactions	219	REAC:R-HSA-391160	Signal regulatory protein family interactions	203				REAC:R-HSA-391160	Signal regulatory protein family interactions	193													REAC:R-HSA-391160	Signal regulatory protein family interactions	159	REAC:R-HSA-391160	Signal regulatory protein family interactions	174										REAC:R-HSA-391160	Signal regulatory protein family interactions	198				REAC:R-HSA-391160	Signal regulatory protein family interactions	7	REAC:R-HSA-391160	Signal regulatory protein family interactions	206	REAC:R-HSA-391160	Signal regulatory protein family interactions	172																			REAC:R-HSA-391160	Signal regulatory protein family interactions	172				REAC:R-HSA-391160	Signal regulatory protein family interactions	205							REAC:R-HSA-391160	Signal regulatory protein family interactions	199	REAC:R-HSA-391160	Signal regulatory protein family interactions	154																REAC:R-HSA-391160	Signal regulatory protein family interactions	218												
															REAC:R-HSA-418990	Adherens junctions interactions	258																																														REAC:R-HSA-418990	Adherens junctions interactions	255	REAC:R-HSA-418990	Adherens junctions interactions	293													REAC:R-HSA-418990	Adherens junctions interactions	330																																																	REAC:R-HSA-418990	Adherens junctions interactions	268													REAC:R-HSA-418990	Adherens junctions interactions	78				REAC:R-HSA-418990	Adherens junctions interactions	268																																		REAC:R-HSA-418990	Adherens junctions interactions	344	REAC:R-HSA-418990	Adherens junctions interactions	56									
			REAC:R-HSA-373753	Nephrin family interactions	137							REAC:R-HSA-373753	Nephrin family interactions	232	REAC:R-HSA-373753	Nephrin family interactions	240																			REAC:R-HSA-373753	Nephrin family interactions	150	REAC:R-HSA-373753	Nephrin family interactions	181																						REAC:R-HSA-373753	Nephrin family interactions	236	REAC:R-HSA-373753	Nephrin family interactions	144													REAC:R-HSA-373753	Nephrin family interactions	140	REAC:R-HSA-373753	Nephrin family interactions	130				REAC:R-HSA-373753	Nephrin family interactions	137													REAC:R-HSA-373753	Nephrin family interactions	180													REAC:R-HSA-373753	Nephrin family interactions	70				REAC:R-HSA-373753	Nephrin family interactions	114	REAC:R-HSA-373753	Nephrin family interactions	231	REAC:R-HSA-373753	Nephrin family interactions	152																			REAC:R-HSA-373753	Nephrin family interactions	152				REAC:R-HSA-373753	Nephrin family interactions	87							REAC:R-HSA-373753	Nephrin family interactions	88	REAC:R-HSA-373753	Nephrin family interactions	97																REAC:R-HSA-373753	Nephrin family interactions	168												
																																																																																																																								REAC:R-HSA-421270	Cell-cell junction organization	138																									REAC:R-HSA-421270	Cell-cell junction organization	103										REAC:R-HSA-421270	Cell-cell junction organization	155																															REAC:R-HSA-421270	Cell-cell junction organization	75									
			REAC:R-HSA-446728	Cell junction organization	290							REAC:R-HSA-446728	Cell junction organization	253	REAC:R-HSA-446728	Cell junction organization	200																			REAC:R-HSA-446728	Cell junction organization	268	REAC:R-HSA-446728	Cell junction organization	259																						REAC:R-HSA-446728	Cell junction organization	197	REAC:R-HSA-446728	Cell junction organization	236													REAC:R-HSA-446728	Cell junction organization	275							REAC:R-HSA-446728	Cell junction organization	294													REAC:R-HSA-446728	Cell junction organization	263													REAC:R-HSA-446728	Cell junction organization	112				REAC:R-HSA-446728	Cell junction organization	202				REAC:R-HSA-446728	Cell junction organization	209													REAC:R-HSA-446728	Cell junction organization	112				REAC:R-HSA-446728	Cell junction organization	209				REAC:R-HSA-446728	Cell junction organization	127																												REAC:R-HSA-446728	Cell junction organization	277	REAC:R-HSA-446728	Cell junction organization	87									
			REAC:R-HSA-446353	Cell-extracellular matrix interactions	261				REAC:R-HSA-446353	Cell-extracellular matrix interactions	97	REAC:R-HSA-446353	Cell-extracellular matrix interactions	225	REAC:R-HSA-446353	Cell-extracellular matrix interactions	230																			REAC:R-HSA-446353	Cell-extracellular matrix interactions	237	REAC:R-HSA-446353	Cell-extracellular matrix interactions	227																			REAC:R-HSA-446353	Cell-extracellular matrix interactions	98	REAC:R-HSA-446353	Cell-extracellular matrix interactions	229	REAC:R-HSA-446353	Cell-extracellular matrix interactions	263													REAC:R-HSA-446353	Cell-extracellular matrix interactions	305	REAC:R-HSA-446353	Cell-extracellular matrix interactions	264				REAC:R-HSA-446353	Cell-extracellular matrix interactions	265													REAC:R-HSA-446353	Cell-extracellular matrix interactions	234													REAC:R-HSA-446353	Cell-extracellular matrix interactions	264				REAC:R-HSA-446353	Cell-extracellular matrix interactions	234				REAC:R-HSA-446353	Cell-extracellular matrix interactions	243																			REAC:R-HSA-446353	Cell-extracellular matrix interactions	243				REAC:R-HSA-446353	Cell-extracellular matrix interactions	265							REAC:R-HSA-446353	Cell-extracellular matrix interactions	254																			REAC:R-HSA-446353	Cell-extracellular matrix interactions	312												
																																																																																																																								REAC:R-HSA-420029	Tight junction interactions	127				REAC:R-HSA-420029	Tight junction interactions	263																															REAC:R-HSA-420029	Tight junction interactions	146																																										
REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	6
			REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	27				REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	59	REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	28	REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	38																			REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	29	REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	25																			REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	56	REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	36	REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	25													REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	7	REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	19				REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	27				REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	101							REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	16													REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	47				REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	45	REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	40	REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	32																			REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	32				REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	37				REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	66	REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	19	REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	85																REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	6												
			REAC:R-HSA-5673001	RAF/MAP kinase cascade	31				REAC:R-HSA-5673001	RAF/MAP kinase cascade	58	REAC:R-HSA-5673001	RAF/MAP kinase cascade	38	REAC:R-HSA-5673001	RAF/MAP kinase cascade	43																			REAC:R-HSA-5673001	RAF/MAP kinase cascade	35	REAC:R-HSA-5673001	RAF/MAP kinase cascade	31																			REAC:R-HSA-5673001	RAF/MAP kinase cascade	55	REAC:R-HSA-5673001	RAF/MAP kinase cascade	43	REAC:R-HSA-5673001	RAF/MAP kinase cascade	27													REAC:R-HSA-5673001	RAF/MAP kinase cascade	8	REAC:R-HSA-5673001	RAF/MAP kinase cascade	23				REAC:R-HSA-5673001	RAF/MAP kinase cascade	31				REAC:R-HSA-5673001	RAF/MAP kinase cascade	98							REAC:R-HSA-5673001	RAF/MAP kinase cascade	21													REAC:R-HSA-5673001	RAF/MAP kinase cascade	53				REAC:R-HSA-5673001	RAF/MAP kinase cascade	52	REAC:R-HSA-5673001	RAF/MAP kinase cascade	45	REAC:R-HSA-5673001	RAF/MAP kinase cascade	40																			REAC:R-HSA-5673001	RAF/MAP kinase cascade	40				REAC:R-HSA-5673001	RAF/MAP kinase cascade	47				REAC:R-HSA-5673001	RAF/MAP kinase cascade	65	REAC:R-HSA-5673001	RAF/MAP kinase cascade	23	REAC:R-HSA-5673001	RAF/MAP kinase cascade	99																REAC:R-HSA-5673001	RAF/MAP kinase cascade	7												
			REAC:R-HSA-5674135	MAP2K and MAPK activation	63				REAC:R-HSA-5674135	MAP2K and MAPK activation	26	REAC:R-HSA-5674135	MAP2K and MAPK activation	103	REAC:R-HSA-5674135	MAP2K and MAPK activation	89																			REAC:R-HSA-5674135	MAP2K and MAPK activation	98	REAC:R-HSA-5674135	MAP2K and MAPK activation	92																			REAC:R-HSA-5674135	MAP2K and MAPK activation	26	REAC:R-HSA-5674135	MAP2K and MAPK activation	89	REAC:R-HSA-5674135	MAP2K and MAPK activation	66													REAC:R-HSA-5674135	MAP2K and MAPK activation	10	REAC:R-HSA-5674135	MAP2K and MAPK activation	127				REAC:R-HSA-5674135	MAP2K and MAPK activation	64													REAC:R-HSA-5674135	MAP2K and MAPK activation	28													REAC:R-HSA-5674135	MAP2K and MAPK activation	141				REAC:R-HSA-5674135	MAP2K and MAPK activation	109	REAC:R-HSA-5674135	MAP2K and MAPK activation	116	REAC:R-HSA-5674135	MAP2K and MAPK activation	109																			REAC:R-HSA-5674135	MAP2K and MAPK activation	109				REAC:R-HSA-5674135	MAP2K and MAPK activation	130				REAC:R-HSA-5674135	MAP2K and MAPK activation	34	REAC:R-HSA-5674135	MAP2K and MAPK activation	90																			REAC:R-HSA-5674135	MAP2K and MAPK activation	13												
																																																																																	REAC:R-HSA-5675221	Negative regulation of MAPK pathway	87																																																																																																										REAC:R-HSA-5675221	Negative regulation of MAPK pathway	76												
																																																																																				REAC:R-HSA-442982	Ras activation upon Ca2+ influx through NMDA receptor	83																																																																																																																					
																																																																																	REAC:R-HSA-112409	RAF-independent MAPK1/3 activation	161																																																																																																										REAC:R-HSA-112409	RAF-independent MAPK1/3 activation	164												
																																																																																																																																																																																													REAC:R-HSA-9648002	RAS processing	328												
REAC:R-HSA-9675108	Nervous system development	7
			REAC:R-HSA-9675108	Nervous system development	10				REAC:R-HSA-9675108	Nervous system development	98	REAC:R-HSA-9675108	Nervous system development	11	REAC:R-HSA-9675108	Nervous system development	17																			REAC:R-HSA-9675108	Nervous system development	7	REAC:R-HSA-9675108	Nervous system development	12																			REAC:R-HSA-9675108	Nervous system development	96	REAC:R-HSA-9675108	Nervous system development	14	REAC:R-HSA-9675108	Nervous system development	20	REAC:R-HSA-9675108	Nervous system development	73										REAC:R-HSA-9675108	Nervous system development	13	REAC:R-HSA-9675108	Nervous system development	7				REAC:R-HSA-9675108	Nervous system development	10	REAC:R-HSA-9675108	Nervous system development	96	REAC:R-HSA-9675108	Nervous system development	20							REAC:R-HSA-9675108	Nervous system development	58													REAC:R-HSA-9675108	Nervous system development	32				REAC:R-HSA-9675108	Nervous system development	39	REAC:R-HSA-9675108	Nervous system development	9	REAC:R-HSA-9675108	Nervous system development	13													REAC:R-HSA-9675108	Nervous system development	182				REAC:R-HSA-9675108	Nervous system development	13				REAC:R-HSA-9675108	Nervous system development	27				REAC:R-HSA-9675108	Nervous system development	50	REAC:R-HSA-9675108	Nervous system development	18	REAC:R-HSA-9675108	Nervous system development	72							REAC:R-HSA-9675108	Nervous system development	142							REAC:R-HSA-9675108	Nervous system development	11	REAC:R-HSA-9675108	Nervous system development	140									
						REAC:R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination	80																												REAC:R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination	195	REAC:R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination	187	REAC:R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination	187				REAC:R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination	313	REAC:R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination	313																																		REAC:R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination	197																						REAC:R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination	313	REAC:R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination	253							REAC:R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination	203																																																	REAC:R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination	80				REAC:R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination	42										REAC:R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination	170	REAC:R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination	286						
REAC:R-HSA-1296065	Inwardly rectifying K+ channels	7
																																																																																													REAC:R-HSA-1296065	Inwardly rectifying K+ channels	7																																																																																																												
REAC:R-HSA-5620971	Pyroptosis	7
																																																									REAC:R-HSA-5620971	Pyroptosis	109																																											REAC:R-HSA-5620971	Pyroptosis	7																															REAC:R-HSA-5620971	Pyroptosis	7	REAC:R-HSA-5620971	Pyroptosis	115										REAC:R-HSA-5620971	Pyroptosis	109																																																			
REAC:0000000	REACTOME root term	7
