Unnamed: 0	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections	seeds	diseases
87	REAC	REAC:R-HSA-1980143	Signaling by NOTCH1	0.0078004022726652	True	Signaling by NOTCH1	70	124	5	10022	0.0403225806451612	0.0714285714285714	query_1	['REAC:R-HSA-157118']	['APH1A', 'PSEN1', 'NCSTN', 'PSENEN', 'APH1B']	0	0
253	GO:BP	GO:0007399	nervous system development	0.0082254364823678	True	"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]"	2331	142	36	15719	0.2535211267605634	0.0154440154440154	query_1	['GO:0048731']	['RAB10', 'RAB8A', 'AURKA', 'STXBP1', 'DICER1', 'GDI1', 'SNAP25', 'S1PR5', 'SYT1', 'RAB6A', 'EHD1', 'PSEN1', 'NTRK1', 'NCSTN', 'RAB3A', 'RAB13', 'SUN2', 'ANKLE2', 'ABCD2', 'NGF', 'MOV10', 'SALL1', 'MECP2', 'RAB18', 'RAB35', 'RHOH', 'MICALL1', 'SALL2', 'RHOG', 'SIRT2', 'APP', 'NGFR', 'RAB3GAP1', 'SHROOM3', 'ABCD1', 'YWHAE']	['RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome']
254	GO:BP	GO:0036465	synaptic vesicle recycling	0.0083504585969751	True	"""The trafficking of synaptic vesicles from the pre-synaptic membrane so the vesicle can dock and prime for another round of exocytosis and neurotransmitter release. Recycling occurs after synaptic vesicle exocytosis, and is necessary to replenish presynaptic vesicle pools, sustain transmitter release and preserve the structural integrity of the presynaptic membrane. Recycling can occur following transient fusion with the presynaptic membrane (kiss and run), or via endocytosis of presynaptic membrane."" [GOC:bf, GOC:pad, GOC:PARL, PMID:15217342, PMID:22026965, PMID:23245563]"	78	142	5	15719	0.0352112676056338	0.0641025641025641	query_1	['GO:0006810', 'GO:0051649', 'GO:0099504']	['SYT1', 'RAB3A', 'STX1A', 'RAB5A', 'VAMP2']	0	0
255	GO:BP	GO:0043488	regulation of mRNA stability	0.0083504585969751	True	"""Any process that modulates the propensity of mRNA molecules to degradation. Includes processes that both stabilize and destabilize mRNAs."" [GOC:jl]"	163	142	7	15719	0.0492957746478873	0.0429447852760736	query_1	['GO:0043487', 'GO:0061013']	['AGO2', 'ZFP36', 'MOV10', 'TNRC6C', 'TNRC6B', 'AGO3', 'TNRC6A']	0	0
122	GO:CC	GO:0098978	glutamatergic synapse	0.0086472901787681	True	"""A synapse that uses glutamate as a neurotransmitter."" [GOC:dos]"	404	141	10	16420	0.0709219858156028	0.0247524752475247	query_1	['GO:0045202']	['PPFIA3', 'RAB8A', 'AURKA', 'STXBP1', 'SORT1', 'EEA1', 'SNAP25', 'SYT1', 'PSEN1', 'STX1A']	0	0
256	GO:BP	GO:0021675	nerve development	0.008799063294436	True	"""The process whose specific outcome is the progression of a nerve over time, from its formation to the mature structure."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	79	142	5	15719	0.0352112676056338	0.0632911392405063	query_1	['GO:0007399', 'GO:0048856']	['DICER1', 'NTRK1', 'NGF', 'SALL1', 'NGFR']	0	0
257	GO:BP	GO:0019439	aromatic compound catabolic process	0.0092061026350934	True	"""The chemical reactions and pathways resulting in the breakdown of aromatic compounds, any substance containing an aromatic carbon ring."" [GOC:ai]"	449	142	12	15719	0.0845070422535211	0.0267260579064587	query_1	['GO:0006725', 'GO:0044248']	['DICER1', 'AGO2', 'ZFP36', 'MOV10', 'AGO1', 'TNRC6C', 'NT5E', 'TNRC6B', 'AGO3', 'TNRC6A', 'ABCD1', 'AGO4']	0	0
258	GO:BP	GO:0022615	protein to membrane docking	0.0092971700089913	True	"""The initial attachment of a protein to a target membrane, mediated by a proteins protruding from the target membrane. Docking requires only that the proteins come close enough to interact and adhere."" [GOC:isa_complete]"	5	142	2	15719	0.0140845070422535	0.4	query_1	['GO:0022406']	['PEX16', 'RAB7A']	0	0
259	GO:BP	GO:0000965	mitochondrial RNA 3'-end processing	0.0092971700089913	True	"""Any process involved in forming the mature 3' end of an RNA molecule transcribed from a mitochondrial genome; occurs in the mitochondrion."" [GOC:krc, GOC:mah]"	5	142	2	15719	0.0140845070422535	0.4	query_1	['GO:0000963', 'GO:0031123']	['HSD17B10', 'TRMT10C']	0	0
261	GO:BP	GO:1903294	regulation of glutamate secretion, neurotransmission	0.0092971700089913	True	"""Any process that modulates the frequency, rate or extent of glutamate secretion, neurotransmission."" [GO_REF:0000058, GOC:TermGenie, PMID:16782817]"	5	142	2	15719	0.0140845070422535	0.4	query_1	['GO:0014048', 'GO:0046928', 'GO:0051966', 'GO:0061535']	['STXBP1', 'RAB3GAP1']	['RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome']
260	GO:BP	GO:1905908	positive regulation of amyloid fibril formation	0.0092971700089913	True	"""Any process that activates or increases the frequency, rate or extent of amyloid fibril formation."" [GO_REF:0000058, GOC:aruk, GOC:bc, GOC:TermGenie, PMID:23106396]"	5	142	2	15719	0.0140845070422535	0.4	query_1	['GO:0051247', 'GO:1902905', 'GO:1905906', 'GO:1990000']	['PSEN1', 'APP']	0	0
123	GO:CC	GO:0005776	autophagosome	0.0093164724915752	True	"""A double-membrane-bounded compartment that engulfs endogenous cellular material as well as invading microorganisms to target them to the lytic vacuole/lysosome for degradation as part of macroautophagy."" [GOC:autophagy, ISBN:0198547684, PMID:11099404]"	112	141	5	16420	0.0354609929078014	0.0446428571428571	query_1	['GO:0005773']	['RAB23', 'RAB7A', 'TBC1D17', 'OPTN', 'HTT']	0	0
124	GO:CC	GO:0030669	clathrin-coated endocytic vesicle membrane	0.0096619532156579	True	"""The lipid bilayer surrounding a clathrin-coated endocytic vesicle."" [GOC:mah]"	69	141	4	16420	0.0283687943262411	0.0579710144927536	query_1	['GO:0030665', 'GO:0030666', 'GO:0045334']	['SYT1', 'RAB5A', 'RAB35', 'VAMP2']	0	0
262	GO:BP	GO:1904645	response to amyloid-beta	0.0097260739065488	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a amyloid-beta stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:23555824]"	47	142	4	15719	0.028169014084507	0.0851063829787234	query_1	['GO:1901652']	['PSEN1', 'BACE1', 'APP', 'NGFR']	0	0
264	GO:BP	GO:0008206	bile acid metabolic process	0.0097260739065488	True	"""The chemical reactions and pathways involving bile acids, a group of steroid carboxylic acids occurring in bile, where they are present as the sodium salts of their amides with glycine or taurine."" [GOC:go_curators]"	47	142	4	15719	0.028169014084507	0.0851063829787234	query_1	['GO:0008202', 'GO:0032787', 'GO:1901615']	['HSD17B10', 'OSBPL1A', 'ABCD3', 'SLC27A2']	0	0
263	GO:BP	GO:0000956	nuclear-transcribed mRNA catabolic process	0.0097260739065488	True	"""The chemical reactions and pathways resulting in the breakdown of nuclear-transcribed mRNAs in eukaryotic cells."" [GOC:krc]"	122	142	6	15719	0.0422535211267605	0.0491803278688524	query_1	['GO:0006402']	['AGO2', 'ZFP36', 'AGO1', 'TNRC6C', 'TNRC6B', 'TNRC6A']	0	0
265	GO:BP	GO:0035493	SNARE complex assembly	0.0098013094470343	True	"""The aggregation, arrangement and bonding together of a set of components to form a SNARE complex, a protein complex involved in membrane fusion; a stable ternary complex consisting of a four-helix bundle, usually formed from one R-SNARE and three Q-SNAREs with an ionic layer sandwiched between hydrophobic layers."" [GOC:rb, PMID:10872468]"	21	142	3	15719	0.0211267605633802	0.1428571428571428	query_1	['GO:0006906', 'GO:0065003']	['STXBP1', 'STX1A', 'VAMP2']	0	0
88	REAC	REAC:R-HSA-187015	Activation of TRKA receptors	0.0098736333964471	True	Activation of TRKA receptors	6	124	2	10022	0.0161290322580645	0.3333333333333333	query_1	['REAC:R-HSA-187037']	['NTRK1', 'NGF']	0	0
89	REAC	REAC:R-HSA-193670	p75NTR negatively regulates cell cycle via SC1	0.0098736333964471	True	p75NTR negatively regulates cell cycle via SC1	6	124	2	10022	0.0161290322580645	0.3333333333333333	query_1	['REAC:R-HSA-193704']	['NGF', 'NGFR']	0	0
266	GO:BP	GO:0007041	lysosomal transport	0.0100163970513216	True	"""The directed movement of substances into, out of or within a lysosome."" [GOC:ai]"	123	142	6	15719	0.0422535211267605	0.048780487804878	query_1	['GO:0007034']	['GGA3', 'SORT1', 'RAB7A', 'RBSN', 'EHD3', 'RILP']	0	0
267	GO:BP	GO:0044088	regulation of vacuole organization	0.0104185884103065	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of a vacuole."" [GOC:jl, GOC:mah]"	48	142	4	15719	0.028169014084507	0.0833333333333333	query_1	['GO:0007033', 'GO:0033043']	['RAB3GAP2', 'RAB5A', 'RAB1B', 'RAB3GAP1']	['RAB3GAP2', 'RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome', 'Cataract-intellectual disability-hypogonadism syndrome']
268	GO:BP	GO:0007219	Notch signaling pathway	0.0104966210471788	True	"""The series of molecular signals initiated by an extracellular ligand binding to the receptor Notch on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:go_curators, GOC:signaling]"	171	142	7	15719	0.0492957746478873	0.0409356725146198	query_1	['GO:0007166']	['APH1A', 'PSEN1', 'NCSTN', 'PSENEN', 'APH1B', 'MECP2', 'APP']	0	0
269	GO:BP	GO:0060341	regulation of cellular localization	0.0104966210471788	True	"""Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell."" [GOC:dph, GOC:tb]"	951	142	19	15719	0.1338028169014084	0.0199789695057833	query_1	['GO:0032879', 'GO:0050794', 'GO:0051641']	['GDI2', 'RAB8A', 'GDI1', 'SNAP25', 'RAB38', 'EHD1', 'ARHGDIG', 'RAB14', 'PSEN1', 'RAB23', 'STX1A', 'ZFP36', 'RHOG', 'EHD2', 'VAMP2', 'HPS4', 'NGFR', 'ARHGDIA', 'YWHAE']	0	0
270	GO:BP	GO:0023061	signal release	0.010608339356242	True	"""The process in which a signal is secreted or discharged into the extracellular medium from a cellular source."" [GOC:mtg_signal]"	459	142	12	15719	0.0845070422535211	0.0261437908496732	query_1	['GO:0007267', 'GO:0032940']	['PPFIA3', 'STXBP1', 'SNAP25', 'SYT1', 'PSEN1', 'RAB8B', 'RAB3A', 'STX1A', 'RAB5A', 'RAB1A', 'VAMP2', 'RAB3GAP1']	['RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome']
271	GO:BP	GO:0048169	regulation of long-term neuronal synaptic plasticity	0.0110254521578436	True	"""A process that modulates long-term neuronal synaptic plasticity, the ability of neuronal synapses to change long-term as circumstances require. Long-term neuronal synaptic plasticity generally involves increase or decrease in actual synapse numbers."" [GOC:jid, PMID:11891290]"	22	142	3	15719	0.0211267605633802	0.1363636363636363	query_1	['GO:0048168']	['RAB8A', 'RAB5A', 'APP']	0	0
272	GO:BP	GO:1903307	positive regulation of regulated secretory pathway	0.0110595405031972	True	"""Any process that activates or increases the frequency, rate or extent of regulated secretory pathway."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:12526776]"	49	142	4	15719	0.028169014084507	0.0816326530612244	query_1	['GO:0045055', 'GO:0045921', 'GO:1903305']	['STXBP1', 'SYT1', 'RAB3A', 'STX1A']	0	0
90	REAC	REAC:R-HSA-8878171	Transcriptional regulation by RUNX1	0.0111509769084142	True	Transcriptional regulation by RUNX1	235	124	9	10022	0.0725806451612903	0.0382978723404255	query_1	['REAC:R-HSA-212436']	['AGO2', 'MOV10', 'AGO1', 'GPAM', 'TNRC6C', 'TNRC6B', 'AGO3', 'TNRC6A', 'AGO4']	0	0
273	GO:BP	GO:0060291	long-term synaptic potentiation	0.0115040904626772	True	"""A process that modulates synaptic plasticity such that synapses are changed resulting in the increase in the rate, or frequency of synaptic transmission at the synapse."" [GOC:dgh, GOC:dph]"	85	142	5	15719	0.0352112676056338	0.0588235294117647	query_1	['GO:0048167', 'GO:0050806']	['SNAP25', 'NCSTN', 'MECP2', 'VAMP2', 'APP']	0	0
91	REAC	REAC:R-HSA-1483255	PI Metabolism	0.0120336163039191	True	PI Metabolism	78	124	5	10022	0.0403225806451612	0.0641025641025641	query_1	['REAC:R-HSA-1483257']	['RAB14', 'BMX', 'RAB5A', 'RAB4A', 'RUFY1']	0	0
274	GO:BP	GO:0043487	regulation of RNA stability	0.0121922398100744	True	"""Any process that modulates the propensity of RNA molecules to degradation. Includes processes that both stabilize and destabilize RNAs."" [GOC:jl]"	176	142	7	15719	0.0492957746478873	0.0397727272727272	query_1	['GO:0006401', 'GO:0010608', 'GO:0031329', 'GO:0051252', 'GO:0065008']	['AGO2', 'ZFP36', 'MOV10', 'TNRC6C', 'TNRC6B', 'AGO3', 'TNRC6A']	0	0
92	REAC	REAC:R-HSA-6794362	Protein-protein interactions at synapses	0.0125848261700184	True	Protein-protein interactions at synapses	79	124	5	10022	0.0403225806451612	0.0632911392405063	query_1	['REAC:R-HSA-112316']	['PPFIA3', 'STXBP1', 'SYT1', 'STX1A', 'APBA3']	0	0
276	GO:BP	GO:0051452	intracellular pH reduction	0.0126780329807527	True	"""Any process that reduces the internal pH of a cell, measured by the concentration of the hydrogen ion."" [GOC:ai]"	51	142	4	15719	0.028169014084507	0.0784313725490196	query_1	['GO:0051453']	['RAB39A', 'RAB38', 'RAB7A', 'TMEM9']	0	0
275	GO:BP	GO:0051046	regulation of secretion	0.0126780329807527	True	"""Any process that modulates the frequency, rate or extent of the controlled release of a substance from a cell or a tissue."" [GOC:ai]"	604	142	14	15719	0.0985915492957746	0.0231788079470198	query_1	['GO:0046903', 'GO:0051049']	['RAB10', 'RAB8A', 'STXBP1', 'SNAP25', 'SYT1', 'RAB8B', 'RAB3A', 'RAB13', 'STX1A', 'RAB5A', 'RAB7A', 'VAMP2', 'RABGEF1', 'RAB3GAP1']	['RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome']
277	GO:BP	GO:1900193	regulation of oocyte maturation	0.0129719137646263	True	"""Any process that modulates the frequency, rate or extent of oocyte maturation."" [GOC:kmv, GOC:TermGenie]"	6	142	2	15719	0.0140845070422535	0.3333333333333333	query_1	['GO:0001556', 'GO:1903429', 'GO:2000241']	['AURKA', 'SIRT2']	0	0
278	GO:BP	GO:0061535	glutamate secretion, neurotransmission	0.0129719137646263	True	"""The controlled release of glutamate by a cell, in which the glutamate acts as a neurotransmitter."" [GOC:dph]"	6	142	2	15719	0.0140845070422535	0.3333333333333333	query_1	['GO:0007269', 'GO:0014047', 'GO:0035249', 'GO:0051938']	['STXBP1', 'RAB3GAP1']	['RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome']
279	GO:BP	GO:1903371	regulation of endoplasmic reticulum tubular network organization	0.0129719137646263	True	"""Any process that modulates the frequency, rate or extent of endoplasmic reticulum tubular network organization."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:24891604]"	6	142	2	15719	0.0140845070422535	0.3333333333333333	query_1	['GO:0033043', 'GO:0071786']	['RAB3GAP2', 'RAB3GAP1']	['RAB3GAP2', 'RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome', 'Cataract-intellectual disability-hypogonadism syndrome']
94	REAC	REAC:R-HSA-9013694	Signaling by NOTCH4	0.0129915810861179	True	Signaling by NOTCH4	80	124	5	10022	0.0403225806451612	0.0625	query_1	['REAC:R-HSA-157118']	['APH1A', 'PSEN1', 'NCSTN', 'PSENEN', 'APH1B']	0	0
95	REAC	REAC:R-HSA-449836	Other interleukin signaling	0.0129915810861179	True	Other interleukin signaling	24	124	3	10022	0.0241935483870967	0.125	query_1	['REAC:R-HSA-449147']	['SNAP25', 'STX1A', 'VAMP2']	0	0
93	REAC	REAC:R-HSA-170984	ARMS-mediated activation	0.0129915810861179	True	ARMS-mediated activation	7	124	2	10022	0.0161290322580645	0.2857142857142857	query_1	['REAC:R-HSA-169893']	['NTRK1', 'NGF']	0	0
96	REAC	REAC:R-HSA-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic	0.0134609198882073	True	Intra-Golgi and retrograde Golgi-to-ER traffic	199	124	8	10022	0.064516129032258	0.0402010050251256	query_1	['REAC:R-HSA-199991']	['RAB39A', 'RAB6A', 'RAB3GAP2', 'RAB1A', 'RAB18', 'VPS45', 'RAB1B', 'RAB3GAP1']	['RAB3GAP2', 'RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome', 'Cataract-intellectual disability-hypogonadism syndrome']
280	GO:BP	GO:0061013	regulation of mRNA catabolic process	0.0135919352287168	True	"""Any process that modulates the rate, frequency, or extent of a mRNA catabolic process, the chemical reactions and pathways resulting in the breakdown of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	180	142	7	15719	0.0492957746478873	0.0388888888888888	query_1	['GO:0006402', 'GO:0010468', 'GO:0031329', 'GO:1903311']	['AGO2', 'ZFP36', 'MOV10', 'TNRC6C', 'TNRC6B', 'AGO3', 'TNRC6A']	0	0
281	GO:BP	GO:0032989	cellular component morphogenesis	0.0136087088513866	True	"""The process in which cellular structures, including whole cells or cell parts, are generated and organized."" [GOC:dph, GOC:mah, GOC:tb]"	752	142	16	15719	0.1126760563380281	0.0212765957446808	query_1	['GO:0009653', 'GO:0016043', 'GO:0048869']	['RAB10', 'RAB8A', 'AURKA', 'STXBP1', 'DICER1', 'GDI1', 'SYT1', 'PSEN1', 'NTRK1', 'RAB3A', 'NGF', 'MOV10', 'RHOH', 'RHOG', 'APP', 'NGFR']	0	0
283	GO:BP	GO:0031338	regulation of vesicle fusion	0.0136962383573346	True	"""Any process that modulates the frequency, rate or extent of vesicle fusion."" [GOC:mah]"	24	142	3	15719	0.0211267605633802	0.125	query_1	['GO:0006906', 'GO:0033043', 'GO:0060627']	['STXBP1', 'SYT1', 'RAB3A']	0	0
282	GO:BP	GO:0060155	platelet dense granule organization	0.0136962383573346	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a platelet dense granule. A platelet dense granule is an electron-dense granule occurring in blood platelets that stores and secretes adenosine nucleotides and serotonin. They contain a highly condensed core consisting of serotonin, histamine, calcium, magnesium, ATP, ADP, pyrophosphate and membrane lysosomal proteins."" [GOC:dph, PMID:11487378]"	24	142	3	15719	0.0211267605633802	0.125	query_1	['GO:0033363']	['RAB38', 'HPS1', 'HPS4']	0	0
285	GO:BP	GO:0061564	axon development	0.0142208298307521	True	"""The progression of an axon over time. Covers axonogenesis (de novo generation of an axon) and axon regeneration (regrowth), as well as processes pertaining to the progression of the axon over time (fasciculation and defasciculation)."" [GOC:dph, GOC:pg, GOC:pr]"	478	142	12	15719	0.0845070422535211	0.0251046025104602	query_1	['GO:0031175']	['RAB10', 'RAB8A', 'STXBP1', 'GDI1', 'PSEN1', 'NTRK1', 'RAB3A', 'NGF', 'RHOH', 'RHOG', 'APP', 'NGFR']	0	0
284	GO:BP	GO:1901361	organic cyclic compound catabolic process	0.0142208298307521	True	"""The chemical reactions and pathways resulting in the breakdown of organic cyclic compound."" [GOC:TermGenie]"	478	142	12	15719	0.0845070422535211	0.0251046025104602	query_1	['GO:1901360', 'GO:1901575']	['DICER1', 'AGO2', 'ZFP36', 'MOV10', 'AGO1', 'TNRC6C', 'NT5E', 'TNRC6B', 'AGO3', 'TNRC6A', 'ABCD1', 'AGO4']	0	0
125	GO:CC	GO:0032580	Golgi cisterna membrane	0.0142345549507739	True	"""The lipid bilayer surrounding any of the thin, flattened compartments that form the central portion of the Golgi complex."" [GOC:ecd, GOC:mah]"	77	141	4	16420	0.0283687943262411	0.0519480519480519	query_1	['GO:0031090', 'GO:0031985']	['SORT1', 'APH1A', 'PSENEN', 'B4GALT7']	['B4GALT7']	['B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome']
97	REAC	REAC:R-HSA-6794361	Neurexins and neuroligins	0.0144986897154509	True	Neurexins and neuroligins	51	124	4	10022	0.032258064516129	0.0784313725490196	query_1	['REAC:R-HSA-6794362']	['STXBP1', 'SYT1', 'STX1A', 'APBA3']	0	0
98	REAC	REAC:R-HSA-6811436	COPI-independent Golgi-to-ER retrograde traffic	0.0144986897154509	True	COPI-independent Golgi-to-ER retrograde traffic	51	124	4	10022	0.032258064516129	0.0784313725490196	query_1	['REAC:R-HSA-8856688']	['RAB6A', 'RAB3GAP2', 'RAB18', 'RAB3GAP1']	['RAB3GAP2', 'RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome', 'Cataract-intellectual disability-hypogonadism syndrome']
126	GO:CC	GO:0005774	vacuolar membrane	0.0145994111511404	True	"""The lipid bilayer surrounding the vacuole and separating its contents from the cytoplasm of the cell."" [GOC:ai]"	437	141	10	16420	0.0709219858156028	0.022883295194508	query_1	['GO:0005773', 'GO:0098588']	['SORT1', 'RAB14', 'PSEN1', 'NCSTN', 'RAB7A', 'RAB5C', 'TMEM9', 'HPS4', 'RILP', 'ABCD1']	0	0
128	GO:CC	GO:0032009	early phagosome	0.0146225652452514	True	"""A membrane-bounded intracellular vesicle as initially formed upon the ingestion of particulate material by phagocytosis."" [GOC:mah, PMID:12388753]"	12	141	2	16420	0.0141843971631205	0.1666666666666666	query_1	['GO:0045335']	['RAB5A', 'RAB31']	0	0
127	GO:CC	GO:0035253	ciliary rootlet	0.0146225652452514	True	"""A cytoskeleton-like structure, originating from the basal body at the proximal end of a cilium, and extending proximally toward the cell nucleus. Rootlets are typically 80-100 nm in diameter and contain cross striae distributed at regular intervals of approximately 55-70 nm."" [GOC:cilia, PMID:12427867]"	12	141	2	16420	0.0141843971631205	0.1666666666666666	query_1	['GO:0005856', 'GO:0005929', 'GO:0110165']	['PSEN1', 'APP']	0	0
99	REAC	REAC:R-HSA-1257604	PIP3 activates AKT signaling	0.0149218405273724	True	PIP3 activates AKT signaling	249	124	9	10022	0.0725806451612903	0.036144578313253	query_1	['REAC:R-HSA-9006925']	['AGO2', 'MOV10', 'AGO1', 'TNRC6C', 'RHOG', 'TNRC6B', 'AGO3', 'TNRC6A', 'AGO4']	0	0
286	GO:BP	GO:0051957	positive regulation of amino acid transport	0.0152999189625587	True	"""Any process that activates, maintains or increases the frequency, rate or extent of the directed movement of amino acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	25	142	3	15719	0.0211267605633802	0.12	query_1	['GO:0006865', 'GO:0032892', 'GO:0051954', 'GO:0051955']	['STXBP1', 'PSEN1', 'RAB3GAP1']	['RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome']
129	GO:CC	GO:0005615	extracellular space	0.0158392046101838	True	"""That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."" [ISBN:0198547684]"	3044	141	39	16420	0.2765957446808511	0.0128120893561103	query_1	['GO:0005576', 'GO:0110165']	['GDI2', 'RAB10', 'ARHGDIB', 'RAB8A', 'OSBPL1A', 'STXBP1', 'EEA1', 'DICER1', 'AGO2', 'RAB6A', 'EHD1', 'RAB5B', 'RAB14', 'RAB8B', 'NCSTN', 'RAB13', 'RAB5A', 'NGF', 'RAB7A', 'RAB1A', 'MOV10', 'RBSN', 'RAB4A', 'RAB5C', 'MECP2', 'GOLM1', 'RAB35', 'IL24', 'NT5E', 'SLC27A2', 'RAB22A', 'RAB1B', 'RHOG', 'EHD2', 'APP', 'RAB34', 'RAB3GAP1', 'ARHGDIA', 'YWHAE']	['RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome']
101	REAC	REAC:R-HSA-2046105	Linoleic acid (LA) metabolism	0.0160006403809069	True	Linoleic acid (LA) metabolism	8	124	2	10022	0.0161290322580645	0.25	query_1	['REAC:R-HSA-2046104']	['ELOVL2', 'ABCD1']	0	0
100	REAC	REAC:R-HSA-6787450	tRNA modification in the mitochondrion	0.0160006403809069	True	tRNA modification in the mitochondrion	8	124	2	10022	0.0161290322580645	0.25	query_1	['REAC:R-HSA-72306']	['HSD17B10', 'TRMT10C']	0	0
130	GO:CC	GO:0030665	clathrin-coated vesicle membrane	0.0161187382162544	True	"""The lipid bilayer surrounding a clathrin-coated vesicle."" [GOC:mah]"	129	141	5	16420	0.0354609929078014	0.0387596899224806	query_1	['GO:0030136', 'GO:0030662']	['SYT1', 'RAB3A', 'RAB5A', 'RAB35', 'VAMP2']	0	0
287	GO:BP	GO:0044091	membrane biogenesis	0.0161846014631426	True	"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a membrane."" [GOC:jl]"	55	142	4	15719	0.028169014084507	0.0727272727272727	query_1	['GO:0044085']	['PEX16', 'ANKLE2', 'SIRT2', 'PEX19']	0	0
131	GO:CC	GO:0000139	Golgi membrane	0.0166018286377394	True	"""The lipid bilayer surrounding any of the compartments of the Golgi apparatus."" [GOC:mah]"	596	141	12	16420	0.0851063829787234	0.0201342281879194	query_1	['GO:0005794', 'GO:0098588']	['RAB10', 'RAB8A', 'RAB39A', 'RAB6A', 'GOLGA7B', 'RAB14', 'PSEN1', 'RAB1A', 'OPTN', 'VPS45', 'RAB1B', 'B4GALT7']	['B4GALT7']	['B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome']
132	GO:CC	GO:0030677	ribonuclease P complex	0.0166675045900877	True	"""A ribonucleoprotein complex that catalyzes cleavage of the leader sequence of precursor tRNAs (pre-tRNAs), generating the mature 5' end of tRNAs."" [GOC:mah, PMID:12045094]"	13	141	2	16420	0.0141843971631205	0.1538461538461538	query_1	['GO:1902555', 'GO:1990904']	['HSD17B10', 'TRMT10C']	0	0
288	GO:BP	GO:0033043	regulation of organelle organization	0.016924378906956	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]"	1154	142	21	15719	0.1478873239436619	0.0181975736568457	query_1	['GO:0006996', 'GO:0051128']	['GDI2', 'ARHGDIB', 'AURKA', 'STXBP1', 'SYT1', 'RAB3A', 'RAB3GAP2', 'RAB5A', 'RAB7A', 'RBSN', 'MECP2', 'RHOH', 'EHD3', 'TMEM102', 'RAB1B', 'RHOG', 'SIRT2', 'HTT', 'TPX2', 'RAB3GAP1', 'ARHGDIA']	['RAB3GAP2', 'RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome', 'Cataract-intellectual disability-hypogonadism syndrome']
289	GO:BP	GO:0006909	phagocytosis	0.0169507193146561	True	"""A vesicle-mediated transport process that results in the engulfment of external particulate material by phagocytes and their delivery to the lysosome. The particles are initially contained within phagocytic vacuoles (phagosomes), which then fuse with primary lysosomes to effect digestion of the particles."" [ISBN:0198506732]"	242	142	8	15719	0.056338028169014	0.0330578512396694	query_1	['GO:0006897']	['RAB39A', 'RAB14', 'RAB5A', 'RAB7A', 'RAB31', 'RHOH', 'RHOG', 'RAB34']	0	0
296	GO:BP	GO:0042780	tRNA 3'-end processing	0.0170197922212571	True	"""The process in which the 3' end of a pre-tRNA molecule is converted to that of a mature tRNA."" [GOC:go_curators]"	7	142	2	15719	0.0140845070422535	0.2857142857142857	query_1	['GO:0008033', 'GO:0031123']	['HSD17B10', 'TRMT10C']	0	0
293	GO:BP	GO:0070900	mitochondrial tRNA modification	0.0170197922212571	True	"""The covalent alteration of one or more nucleotides within a mitochondrial tRNA molecule to produce a mitochondrial tRNA molecule with a sequence that differs from that coded genetically."" [GOC:mah, GOC:mcc]"	7	142	2	15719	0.0140845070422535	0.2857142857142857	query_1	['GO:0006400', 'GO:0070525', 'GO:0090646', 'GO:1900864']	['HSD17B10', 'TRMT10C']	0	0
